,GEOID,NAME,STATE_NAME,ALAND,AWATER
1821,37061,Duplin,North Carolina,2110115795,14237879
1822,12029,Dixie,Florida,1826029565,876347537
1823,39171,Williams,Ohio,1089503875,6299797
1824,13057,Cherokee,Georgia,1090597336,34427735
1825,18081,Johnson,Indiana,829870736,3563935
1826,21207,Russell,Kentucky,657060481,75583987
1827,21099,Hart,Kentucky,1068536124,13686670
1828,13183,Long,Georgia,1037006566,8862019
1829,28065,Jefferson Davis,Mississippi,1057871277,1791496
1830,31109,Lancaster,Nebraska,2169272970,22847034
1831,27071,Koochiching,Minnesota,8040894566,132735376
1832,39143,Sandusky,Ohio,1057351022,24514231
1833,42027,Centre,Pennsylvania,2871539708,11177389
1834,42037,Columbia,Pennsylvania,1251511998,18600496
1835,54047,McDowell,West Virginia,1381648569,3731571
1836,30049,Lewis and Clark,Montana,8957164728,101496096
1837,17119,Madison,Illinois,1853175882,63522153
1838,16035,Clearwater,Idaho,6364412864,79592497
1839,17131,Mercer,Illinois,1453604391,19411909
1840,16087,Washington,Idaho,3762870369,53228012
1841,54077,Preston,West Virginia,1680420300,6668159
1842,17155,Putnam,Illinois,414649315,31195045
1843,47095,Lake,Tennessee,429381241,72799687
1844,24029,Kent,Maryland,717497117,353321619
1845,24031,Montgomery,Maryland,1277193339,35686502
1846,48043,Brewster,Texas,16015871248,22062518
1847,48047,Brooks,Texas,2443277014,741627
1848,56019,Johnson,Wyoming,10759204099,52952166
1849,16007,Bear Lake,Idaho,2527123155,191364281
1850,01045,Dale,Alabama,1453276164,4051341
1851,12087,Monroe,Florida,2546067521,11153842007
1852,13033,Burke,Georgia,2142023426,20571289
1853,01081,Lee,Alabama,1573526818,21516747
1854,39117,Morrow,Ohio,1051881045,2819351
1855,06041,Marin,California,1347889807,797077678
1856,16041,Franklin,Idaho,1717211160,12153472
1857,51051,Dickenson,Virginia,855863023,8079112
1858,17149,Pike,Illinois,2153190724,45251530
1859,13045,Carroll,Georgia,1292752874,12024409
1860,16057,Latah,Idaho,2786483032,2369979
1861,22069,Natchitoches,Louisiana,3246092085,119733774
1862,38089,Stark,North Dakota,3457408933,14023939
1863,38101,Ward,North Dakota,5213719158,111244414
1864,02180,Nome,Alaska,59490634310,13780758093
1865,27007,Beltrami,Minnesota,6487154459,1426287777
1866,27037,Dakota,Minnesota,1456981753,62989474
1867,22005,Ascension,Louisiana,751016878,32969822
1868,41027,Hood River,Oregon,1352200146,29043701
1869,06069,San Benito,California,3596591085,4719300
1870,19105,Jones,Iowa,1490844765,3782492
1871,28101,Newton,Mississippi,1496417775,4525334
1872,13019,Berrien,Georgia,1174239566,11671125
1873,28053,Humphreys,Mississippi,1084375634,32514314
1874,13137,Habersham,Georgia,717083984,5669790
1875,48487,Wilbarger,Texas,2514738100,18202665
1876,47163,Sullivan,Tennessee,1070909515,42024697
1877,05041,Desha,Arkansas,1919735554,185180909
1878,16019,Bonneville,Idaho,4832868277,88859669
1879,18051,Gibson,Indiana,1262317070,30903211
1880,21213,Simpson,Kentucky,606589242,5852914
1881,26131,Ontonagon,Michigan,3395416183,6292279424
1882,45075,Orangeburg,South Carolina,2865498667,55708305
1883,45065,McCormick,South Carolina,929457509,89976619
1884,51059,Fairfax,Virginia,1012739503,40071739
1885,45077,Pickens,South Carolina,1287064706,40963215
1886,37157,Rockingham,North Carolina,1465006547,18434917
1887,51089,Henry,Virginia,990284625,5269785
1888,56037,Sweetwater,Wyoming,27005754359,166230245
1889,49033,Rich,Utah,2664701007,149106483
1890,44005,Newport,Rhode Island,265293780,547001789
1891,30097,Sweet Grass,Montana,4805816391,17455905
1892,30093,Silver Bow,Montana,1859568271,1518178
1893,16081,Teton,Idaho,1163139971,2868473
1894,48371,Pecos,Texas,12338274936,2532275
1895,48377,Presidio,Texas,9985057446,1773188
1896,13061,Clay,Georgia,506093894,56546964
1897,48385,Real,Texas,1810812879,2346259
1898,51085,Hanover,Virginia,1211090756,12702538
1899,48409,San Patricio,Texas,1795990941,37577389
1900,28121,Rankin,Mississippi,2008526163,79225996
1901,05073,Lafayette,Arkansas,1371327392,43028603
1902,41035,Klamath,Oregon,15410373389,484953082
1903,02185,North Slope,Alaska,230052127560,15551055437
1904,19177,Van Buren,Iowa,1255605714,14880499
1905,37049,Craven,North Carolina,1830014540,172777671
1906,01041,Crenshaw,Alabama,1576952763,5388562
1907,37039,Cherokee,North Carolina,1179845613,28813485
1908,13277,Tift,Georgia,675702302,20458311
1909,21001,Adair,Kentucky,1049690986,18403521
1910,22053,Jefferson Davis,Louisiana,1687430142,18666917
1911,30053,Lincoln,Montana,9356484224,161555792
1912,35055,Taos,New Mexico,5704119617,3383128
1913,36103,Suffolk,New York,2359242298,3787452993
1914,39167,Washington,Ohio,1636805226,20784952
1915,46063,Harding,South Dakota,6919333290,16954253
1916,06101,Sutter,California,1560975503,14811541
1917,13029,Bryan,Georgia,1133284235,43751265
1918,18085,Kosciusko,Indiana,1376438777,59432525
1919,18175,Washington,Indiana,1330444043,7529046
1920,22009,Avoyelles,Louisiana,2154720636,87260610
1921,30039,Granite,Montana,4473328972,14546367
1922,41043,Linn,Oregon,5929198837,50052280
1923,51099,King George,Virginia,465234037,21087162
1924,50021,Rutland,Vermont,2410114035,38760900
1925,30001,Beaverhead,Montana,14355492120,78345288
1926,53059,Skamania,Washington,4294897557,73323243
1927,27049,Goodhue,Minnesota,1959853268,59175413
1928,41017,Deschutes,Oregon,7815593157,94707741
1929,29131,Miller,Missouri,1534753300,19219023
1930,41025,Harney,Oregon,26248072905,241568254
1931,29055,Crawford,Missouri,1923005890,3306286
1932,01057,Fayette,Alabama,1625693254,4330881
1933,06043,Mariposa,California,3752476985,36220865
1934,48429,Stephens,Texas,2322497231,64147705
1935,39081,Jefferson,Ohio,1057037100,7335056
1936,36021,Columbia,New York,1643770717,35071400
1937,28083,Leflore,Mississippi,1538645699,31868197
1938,28147,Walthall,Mississippi,1046169275,1236552
1939,39001,Adams,Ohio,1512221266,6250108
1940,34009,Cape May,New Jersey,651437935,955149083
1941,30065,Musselshell,Montana,4840577746,7118682
1942,13297,Walton,Georgia,846461358,8234412
1943,37011,Avery,North Carolina,640602137,445285
1944,30081,Ravalli,Montana,6192574713,24289479
1945,48363,Palo Pinto,Texas,2467090694,85364147
1946,28029,Copiah,Mississippi,2013158772,5644780
1947,30107,Wheatland,Montana,3684208396,13010928
1948,21129,Lee,Kentucky,540942120,6215041
1949,39041,Delaware,Ohio,1147744275,36698376
1950,45009,Bamberg,South Carolina,1018815104,5686290
1951,48151,Fisher,Texas,2328272103,7258480
1952,48405,San Augustine,Texas,1374400363,159644688
1953,42113,Sullivan,Pennsylvania,1165337813,6617028
1954,72069,Humacao,Puerto Rico,115818102,69100039
1955,55013,Burnett,Wisconsin,2127832847,151938079
1956,55099,Price,Wisconsin,3247987870,62098964
1957,05001,Arkansas,Arkansas,2569632263,120698185
1958,24043,Washington,Maryland,1185655248,24820607
1959,36011,Cayuga,New York,1791201989,445696708
1960,19085,Harrison,Iowa,1804896270,12325506
1961,17079,Jasper,Illinois,1281043621,9334509
1962,26017,Bay,Michigan,1145834939,487713370
1963,38009,Bottineau,North Dakota,4322321796,74690378
1964,72053,Fajardo,Puerto Rico,77448650,195352769
1965,17007,Boone,Illinois,727114618,3360626
1966,72095,Maunabo,Puerto Rico,54816716,44549509
1967,38033,Golden Valley,North Dakota,2592280440,4148883
1968,55035,Eau Claire,Wisconsin,1652211227,18848551
1969,18179,Wells,Indiana,953341275,5596377
1970,20085,Jackson,Kansas,1699600349,4666513
1971,32007,Elko,Nevada,44479019310,74784559
1972,55051,Iron,Wisconsin,1963751254,416872439
1973,22121,West Baton Rouge,Louisiana,498174685,29604699
1974,05017,Chicot,Arkansas,1649764677,140413175
1975,42053,Forest,Pennsylvania,1106595595,8369675
1976,25017,Middlesex,Massachusetts,2118256715,75315911
1977,50027,Windsor,Vermont,2510071977,19366112
1978,42055,Franklin,Pennsylvania,2000245527,1547615
1979,51159,Richmond,Virginia,495925426,64458631
1980,48157,Fort Bend,Texas,2231925919,60861593
1981,23015,Lincoln,Maine,1180688993,631299424
1982,12083,Marion,Florida,4113994502,192281277
1983,31013,Box Butte,Nebraska,2785180098,6588657
1984,28049,Hinds,Mississippi,2252888818,19259026
1985,17077,Jackson,Illinois,1511439594,48312243
1986,13247,Rockdale,Georgia,336226897,5900996
1987,13149,Heard,Georgia,766567357,13263789
1988,40115,Ottawa,Oklahoma,1219410534,35714103
1989,41059,Umatilla,Oregon,8327976998,41618632
1990,13063,Clayton,Georgia,366879097,6962586
1991,55041,Forest,Wisconsin,2626936100,83536591
1992,02110,Juneau,Alaska,7003406836,1426230792
1993,02050,Bethel,Alaska,105223804364,12764675306
1994,51023,Botetourt,Virginia,1401898974,12126225
1995,55139,Winnebago,Wisconsin,1125859770,372631716
1996,01075,Lamar,Alabama,1566544683,1600679
1997,12065,Jefferson,Florida,1549018611,193063921
1998,16071,Oneida,Idaho,3105269247,3995240
1999,22095,St. John the Baptist,Louisiana,555484721,506440074
2000,26153,Schoolcraft,Michigan,3035145671,1844210517
2001,31023,Butler,Nebraska,1514867108,15326897
2002,27171,Wright,Minnesota,1712394405,137711642
2003,45067,Marion,South Carolina,1267466476,12418901
2004,47169,Trousdale,Tennessee,296143586,5960709
2005,51117,Mecklenburg,Virginia,1619544367,139655804
2006,72081,Lares,Puerto Rico,159155345,485277
2007,51810,Virginia Beach,Virginia,633828628,654687365
2008,01063,Greene,Alabama,1675782057,33416141
2009,19171,Tama,Iowa,1867410499,2769418
2010,01089,Madison,Alabama,2076137768,28784863
2011,18107,Montgomery,Indiana,1307030257,2067987
2012,39091,Logan,Ohio,1187523861,21593253
2013,29019,Boone,Missouri,1775574758,14221557
2014,28089,Madison,Mississippi,1850178950,71697237
2015,45045,Greenville,South Carolina,2035565486,24966064
2016,37149,Polk,North Carolina,615606322,1964035
2017,06057,Nevada,California,2480587301,41531993
2018,21151,Madison,Kentucky,1132748365,15287938
2019,31045,Dawes,Nebraska,3616636214,11875952
2020,51141,Patrick,Virginia,1250846155,7141128
2021,31091,Hooker,Nebraska,1867796117,882994
2022,17093,Kendall,Illinois,829412776,5136525
2023,51143,Pittsylvania,Virginia,2509705676,23903849
2024,29105,Laclede,Missouri,1980386265,8708349
2025,29117,Livingston,Missouri,1378657549,16187907
2026,29119,McDonald,Missouri,1397155452,520251
2027,29121,Macon,Missouri,2075118027,28912941
2028,38105,Williams,North Dakota,5380959392,181836633
2029,47107,McMinn,Tennessee,1113997311,5340568
2030,42091,Montgomery,Pennsylvania,1250888984,10983029
2031,38029,Emmons,North Dakota,3906739847,121497556
2032,42093,Montour,Pennsylvania,337322557,5408350
2033,55053,Jackson,Wisconsin,2558687755,32538316
2034,55081,Monroe,Wisconsin,2333329707,18586826
2035,55083,Oconto,Wisconsin,2583464370,392038653
2036,02068,Denali,Alaska,32740165582,66105677
2037,02122,Kenai Peninsula,Alaska,41484933190,22541174474
2038,53047,Okanogan,Washington,13639402439,120409385
2039,16045,Gem,Idaho,1449796224,12491930
2040,18077,Jefferson,Indiana,934084282,6112619
2041,09013,Tolland,Connecticut,1062807467,17549693
2042,13091,Dodge,Georgia,1284538002,18529136
2043,21013,Bell,Kentucky,929999513,5288008
2044,42017,Bucks,Pennsylvania,1565303838,45293815
2045,04012,La Paz,Arizona,11646086700,36514200
2046,08123,Weld,Colorado,10320973907,82348720
2047,12086,Miami-Dade,Florida,4920741927,1267570928
2048,06031,Kings,California,3602601923,3164290
2049,06045,Mendocino,California,9082632466,961740401
2050,16049,Idaho,Idaho,21956620029,67533572
2051,06089,Shasta,California,9778670503,186039037
2052,30011,Carter,Montana,8651796246,19503322
2053,30103,Treasure,Montana,2532492072,17149960
2054,20195,Trego,Kansas,2303727352,26281951
2055,55003,Ashland,Wisconsin,2706458787,3230728318
2056,22007,Assumption,Louisiana,891009958,67104891
2057,42089,Monroe,Pennsylvania,1575634620,22676290
2058,05071,Johnson,Arkansas,1711970414,59529091
2059,39007,Ashtabula,Ohio,1818345034,1724513202
2060,24033,Prince George's,Maryland,1250057213,41922695
2061,34007,Camden,New Jersey,573325497,15688953
2062,12009,Brevard,Florida,2628764720,1403938853
2063,23029,Washington,Maine,6637440977,1799875488
2064,06003,Alpine,California,1912292607,12557304
2065,39021,Champaign,Ohio,1111077538,2173115
2066,05019,Clark,Arkansas,2242855171,43965580
2067,42099,Perry,Pennsylvania,1428247558,10591170
2068,38031,Foster,North Dakota,1642258774,33103934
2069,05021,Clay,Arkansas,1655581940,5497697
2070,31139,Pierce,Nebraska,1484707270,3481943
2071,31141,Platte,Nebraska,1745780718,27297317
2072,29137,Monroe,Missouri,1677352687,58366943
2073,02164,Lake and Peninsula,Alaska,61724164724,25989695209
2074,27095,Mille Lacs,Minnesota,1482264579,282932408
2075,27115,Pine,Minnesota,3655344652,60270933
2076,45029,Colleton,South Carolina,2736331638,198865069
2077,27137,St. Louis,Minnesota,16182504854,1586218580
2078,41023,Grant,Oregon,11726925905,1893807
2079,27139,Scott,Minnesota,922739127,31367796
2080,21077,Gallatin,Kentucky,254761072,16238078
2081,24017,Charles,Maryland,1185757843,479438830
2082,31083,Harlan,Nebraska,1433471221,53339808
2083,32033,White Pine,Nevada,23016356483,23426584
2084,36119,Westchester,New York,1115568226,179637635
2085,36043,Herkimer,New York,3653400318,120358453
2086,38059,Morton,North Dakota,4988026151,49931487
2087,51550,Chesapeake,Virginia,876598054,32349712
2088,47155,Sevier,Tennessee,1534539907,13487879
2089,05075,Lawrence,Arkansas,1521690357,12395693
2090,36041,Hamilton,New York,4447989312,234204424
2091,48449,Titus,Texas,1051700266,50711179
2092,40071,Kay,Oklahoma,2381745586,65578499
2093,36091,Saratoga,New York,2097812305,87488004
2094,31071,Garfield,Nebraska,1474558344,5321553
2095,36025,Delaware,New York,3736306657,64163829
2096,48223,Hopkins,Texas,1987636011,65632971
2097,22099,St. Martin,Louisiana,1910038833,205294658
2098,48231,Hunt,Texas,2176666776,107761746
2099,36033,Franklin,New York,4219857155,176622254
2100,36105,Sullivan,New York,2507484145,73737483
2101,51113,Madison,Virginia,830449706,3205612
2102,48041,Brazos,Texas,1518090938,13210254
2103,40013,Bryan,Oklahoma,2342004810,102054256
2104,26041,Delta,Michigan,3033137846,2124389420
2105,33007,Coos,New Hampshire,4647924324,92545557
2106,42105,Potter,Pennsylvania,2800422768,558970
2107,27151,Swift,Minnesota,1921733671,26235363
2108,01123,Tallapoosa,Alabama,1855798002,128790974
2109,26073,Isabella,Michigan,1483285544,12945211
2110,48155,Foard,Texas,1824378631,8514741
2111,26089,Leelanau,Michigan,899241892,5659105321
2112,02195,Petersburg,Alaska,7512663865,2385848260
2113,02275,Wrangell,Alaska,6619997018,2384375227
2114,44009,Washington,Rhode Island,852827571,604769755
2115,29047,Clay,Missouri,1029941235,28508804
2116,46102,Oglala Lakota,South Dakota,5422402208,7126155
2117,46137,Ziebach,South Dakota,5079608331,24212305
2118,29165,Platte,Missouri,1087283058,16949451
2119,47081,Hickman,Tennessee,1586324712,373710
2120,49003,Box Elder,Utah,14881028167,2547651538
2121,48187,Guadalupe,Texas,1842136055,9157037
2122,15003,Honolulu,Hawaii,1555612626,4054877012
2123,49045,Tooele,Utah,17979556898,891073714
2124,19129,Mills,Iowa,1132940500,8316363
2125,48391,Refugio,Texas,1995545557,123688759
2126,06039,Madera,California,5534591552,42271836
2127,34013,Essex,New Jersey,326557433,8638155
2128,17197,Will,Illinois,2164908073,34569887
2129,20097,Kiowa,Kansas,1871627807,596764
2130,21165,Menifee,Kentucky,527283209,6084693
2131,23019,Penobscot,Maine,8798699728,413983093
2132,32027,Pershing,Nevada,15634691970,79934815
2133,27043,Faribault,Minnesota,1845313230,24410688
2134,39169,Wayne,Ohio,1436897055,5040384
2135,47041,DeKalb,Tennessee,788430955,63639368
2136,48037,Bowie,Texas,2291982022,98385599
2137,51007,Amelia,Virginia,920379345,8188217
2138,72089,Luquillo,Puerto Rico,66851395,53659425
2139,51157,Rappahannock,Virginia,689900922,2142396
2140,36035,Fulton,New York,1283234687,96916403
2141,40029,Coal,Oklahoma,1338430448,12080006
2142,40095,Marshall,Oklahoma,962153982,143719930
2143,48225,Houston,Texas,3188278907,14435337
2144,40123,Pontotoc,Oklahoma,1865856327,12574651
2145,51079,Greene,Virginia,403900921,1680243
2146,39013,Belmont,Ohio,1378201570,23693388
2147,01125,Tuscaloosa,Alabama,3420980817,78702670
2148,37075,Graham,North Carolina,756189029,25057776
2149,01025,Clarke,Alabama,3207494086,36657889
2150,01105,Perry,Alabama,1863936200,10902207
2151,01131,Wilcox,Alabama,2299540559,50592191
2152,54045,Logan,West Virginia,1175120719,4748336
2153,37111,McDowell,North Carolina,1139476688,13977729
2154,51177,Spotsylvania,Virginia,1039652446,33417517
2155,38003,Barnes,North Dakota,3863120986,56577967
2156,33017,Strafford,New Hampshire,951743430,39154073
2157,48167,Galveston,Texas,982346325,1281011355
2158,05045,Faulkner,Arkansas,1676360344,43618226
2159,26109,Menominee,Michigan,2704053652,761798359
2160,42117,Tioga,Pennsylvania,2936765818,8279717
2161,36081,Queens,New York,281594049,188444349
2162,51183,Sussex,Virginia,1269679003,6740704
2163,48179,Gray,Texas,2398261679,8700790
2164,38103,Wells,North Dakota,3290664846,51166900
2165,34033,Salem,New Jersey,859519174,105385672
2166,05059,Hot Spring,Arkansas,1592697317,18725599
2167,08125,Yuma,Colorado,6123764029,11134194
2168,48393,Roberts,Texas,2393298442,346846
2169,19167,Sioux,Iowa,1988881471,2802041
2170,48083,Coleman,Texas,3270933224,47963343
2171,19153,Polk,Iowa,1482507926,50475974
2172,39147,Seneca,Ohio,1427151729,4576816
2173,13099,Early,Georgia,1327626625,9702715
2174,48427,Starr,Texas,3168019235,15346374
2175,48443,Terrell,Texas,6107081791,259482
2176,13119,Franklin,Georgia,676893233,12732649
2177,12021,Collier,Florida,5171818340,1575203628
2178,06105,Trinity,California,8234265080,73407950
2179,17069,Hardin,Illinois,459435094,10485761
2180,21185,Oldham,Kentucky,484959864,23566080
2181,31177,Washington,Nebraska,1009985089,8392879
2182,35061,Valencia,New Mexico,2762854197,2760089
2183,12003,Baker,Florida,1515738971,9686120
2184,12105,Polk,Florida,4656518803,550424838
2185,20191,Sumner,Kansas,3060505684,8512878
2186,23027,Waldo,Maine,1890616317,318014823
2187,22023,Cameron,Louisiana,3327199807,1688890197
2188,22011,Beauregard,Louisiana,2997852789,21944259
2189,36003,Allegany,New York,2666225086,12989848
2190,37051,Cumberland,North Carolina,1690111832,15337659
2191,41007,Clatsop,Oregon,2144846710,661654767
2192,56003,Big Horn,Wyoming,8124681753,55228616
2193,01099,Monroe,Alabama,2656469672,22609681
2194,24001,Allegany,Maryland,1093489884,14710932
2195,01119,Sumter,Alabama,2340898913,24634883
2196,22125,West Feliciana,Louisiana,1044584261,58751920
2197,51045,Craig,Virginia,849770438,2793174
2198,54065,Morgan,West Virginia,593295507,1401571
2199,51171,Shenandoah,Virginia,1315919346,9716893
2200,05043,Drew,Arkansas,2146225294,18789749
2201,28119,Quitman,Mississippi,1048975539,3676001
2202,29045,Clark,Missouri,1306924727,18695976
2203,29063,DeKalb,Missouri,1091312448,11560688
2204,29211,Sullivan,Missouri,1678265913,9121738
2205,30019,Daniels,Montana,3694021963,1021697
2206,30055,McCone,Montana,6843332035,103024685
2207,21177,Muhlenberg,Kentucky,1210451479,31188648
2208,47045,Dyer,Tennessee,1326982067,35839863
2209,37093,Hoke,North Carolina,1010491623,3949309
2210,21183,Ohio,Kentucky,1521062996,23159041
2211,05125,Saline,Arkansas,1873940137,17955554
2212,27047,Freeborn,Minnesota,1831756446,39305226
2213,21195,Pike,Kentucky,2037621883,4756759
2214,26139,Ottawa,Michigan,1459508868,2765824533
2215,21219,Todd,Kentucky,969966762,6603979
2216,37165,Scotland,North Carolina,826569986,3842049
2217,17043,DuPage,Illinois,848995057,22247662
2218,48365,Panola,Texas,2101400900,25810623
2219,21233,Webster,Kentucky,860132087,9211730
2220,39163,Vinton,Ohio,1068008168,6781751
2221,48457,Tyler,Texas,2394158684,29093511
2222,39151,Stark,Ohio,1489930012,13646459
2223,13181,Lincoln,Georgia,544884775,121513274
2224,39033,Crawford,Ohio,1040619651,2359514
2225,12057,Hillsborough,Florida,2647881643,791190693
2226,39063,Hancock,Ohio,1376124980,6021322
2227,39077,Huron,Ohio,1274903645,8628942
2228,39017,Butler,Ohio,1208290720,9175913
2229,48501,Yoakum,Texas,2071252479,34329
2230,13243,Randolph,Georgia,1109126227,6830041
2231,16005,Bannock,Idaho,2881336418,92076090
2232,39035,Cuyahoga,Ohio,1184169986,2041734546
2233,19155,Pottawattamie,Iowa,2463771925,20389998
2234,39055,Geauga,Ohio,1036773963,20701156
2235,01121,Talladega,Alabama,1908346574,60874403
2236,04013,Maricopa,Arizona,23833061798,62173467
2237,05149,Yell,Arkansas,2409234392,46381281
2238,12093,Okeechobee,Florida,1992126184,317924583
2239,21069,Fleming,Kentucky,902727568,7182389
2240,22001,Acadia,Louisiana,1697073813,5934788
2241,28149,Warren,Mississippi,1524286572,77759819
2242,13307,Webster,Georgia,543010089,2338844
2243,32001,Churchill,Nevada,12820847811,190742991
2244,40005,Atoka,Oklahoma,2526393953,37287797
2245,46003,Aurora,South Dakota,1834902863,11201379
2246,48475,Ward,Texas,2164201061,624206
2247,48333,Mills,Texas,1937892798,4023558
2248,39137,Putnam,Ohio,1249783612,4544874
2249,30105,Valley,Montana,12758577238,351384872
2250,37133,Onslow,North Carolina,1973791553,370648829
2251,54103,Wetzel,West Virginia,927389119,8449879
2252,12079,Madison,Florida,1804001483,49634046
2253,29037,Cass,Missouri,1804223313,14963188
2254,55043,Grant,Wisconsin,2970402286,94521527
2255,22029,Concordia,Louisiana,1805360346,130322878
2256,22035,East Carroll,Louisiana,1090092484,56411688
2257,48215,Hidalgo,Texas,4068758842,30739605
2258,05129,Searcy,Arkansas,1724501452,6461828
2259,19043,Clayton,Iowa,2016295985,36695624
2260,29013,Bates,Missouri,2167033438,38030738
2261,23017,Oxford,Maine,5379294384,255884970
2262,48131,Duval,Texas,4645084668,5478267
2263,23005,Cumberland,Maine,2165807318,987404608
2264,27015,Brown,Minnesota,1582765944,18533953
2265,21031,Butler,Kentucky,1103571982,13943050
2266,46013,Brown,South Dakota,4436728205,46414569
2267,48153,Floyd,Texas,2569637283,983737
2268,25019,Nantucket,Massachusetts,119637319,666826424
2269,47131,Obion,Tennessee,1411149164,27448111
2270,47005,Benton,Tennessee,1021248371,108583505
2271,47009,Blount,Tennessee,1447336316,20159163
2272,47079,Henry,Tennessee,1455320362,81582236
2273,45007,Anderson,South Carolina,1848876945,108544449
2274,48249,Jim Wells,Texas,2240795375,8723372
2275,20043,Doniphan,Kansas,1019105691,12424174
2276,13255,Spalding,Georgia,507561198,9375991
2277,13267,Tattnall,Georgia,1245369512,19447412
2278,13279,Toombs,Georgia,942788867,18076118
2279,40085,Love,Oklahoma,1331030675,47500741
2280,25015,Hampshire,Massachusetts,1365533877,46623894
2281,23011,Kennebec,Maine,2246754883,216775743
2282,19075,Grundy,Iowa,1299799697,92512
2283,23021,Piscataquis,Maine,10258584707,1080478461
2284,05121,Randolph,Arkansas,1688445989,10370823
2285,48413,Schleicher,Texas,3394546068,87401
2286,51193,Westmoreland,Virginia,593951804,61108785
2287,51017,Bath,Virginia,1370626043,14039993
2288,04023,Santa Cruz,Arizona,3201853239,3068237
2289,53073,Whatcom,Washington,5459483486,1028111662
2290,21111,Jefferson,Kentucky,986271742,43513294
2291,05147,Woodruff,Arkansas,1517642898,21058193
2292,26087,Lapeer,Michigan,1675677869,41080674
2293,19141,O'Brien,Iowa,1484153957,447448
2294,38047,Logan,North Dakota,2570819037,47710154
2295,29009,Barry,Missouri,2015326676,32912693
2296,21211,Shelby,Kentucky,983603452,15260283
2297,30063,Missoula,Montana,6715861997,64585269
2298,41019,Douglas,Oregon,13042399612,251900488
2299,22047,Iberville,Louisiana,1602476038,88659446
2300,37041,Chowan,North Carolina,447179939,157966156
2301,06015,Del Norte,California,2606118035,578742633
2302,13269,Taylor,Georgia,975613090,7801539
2303,36075,Oswego,New York,2464629969,933476017
2304,36079,Putnam,New York,596349758,41229989
2305,29067,Douglas,Missouri,2107274104,2520175
2306,51700,Newport News,Virginia,178679454,131135058
2307,51710,Norfolk,Virginia,137981431,111701531
2308,35025,Lea,New Mexico,11374066527,8147103
2309,30029,Flathead,Montana,13175845388,437161601
2310,40011,Blaine,Oklahoma,2404772749,26855431
2311,47019,Carter,Tennessee,883854986,16670131
2312,48007,Aransas,Texas,652856780,714538201
2313,25023,Plymouth,Massachusetts,1705521260,1126101572
2314,45053,Jasper,South Carolina,1696857613,120228675
2315,45019,Charleston,South Carolina,2377554561,1139619648
2316,48017,Bailey,Texas,2141847187,1775275
2317,47039,Decatur,Tennessee,864741776,28501002
2318,46009,Bon Homme,South Dakota,1459586268,46799495
2319,46019,Butte,South Dakota,5827498555,42750488
2320,46027,Clay,South Dakota,1067154437,13955918
2321,47063,Hamblen,Tennessee,417475125,37853343
2322,45025,Chesterfield,South Carolina,2069364013,17265236
2323,37055,Dare,North Carolina,992558307,3000513520
2324,34039,Union,New Jersey,266163567,6847407
2325,38083,Sheridan,North Dakota,2518053323,86198839
2326,36111,Ulster,New York,2911757764,94596811
2327,29029,Camden,Missouri,1699124111,136304759
2328,38043,Kidder,North Dakota,3499233947,211737414
2329,38091,Steele,North Dakota,1844441513,8435674
2330,38097,Traill,North Dakota,2232235426,1462184
2331,05069,Jefferson,Arkansas,2259419628,113071689
2332,31053,Dodge,Nebraska,1370277207,36091675
2333,05079,Lincoln,Arkansas,1448998822,26693160
2334,29161,Phelps,Missouri,1739919006,6567069
2335,05083,Logan,Arkansas,1836602034,53970569
2336,34001,Atlantic,New Jersey,1438775279,301270067
2337,51163,Rockbridge,Virginia,1545064660,8810379
2338,06091,Sierra,California,2468694582,23299110
2339,08103,Rio Blanco,Colorado,8342275014,4868111
2340,20129,Morton,Kansas,1889993632,507796
2341,23023,Sagadahoc,Maine,657786224,300586843
2342,24021,Frederick,Maryland,1710922224,17674121
2343,26053,Gogebic,Michigan,2854517939,970153215
2344,31025,Cass,Nebraska,1443520798,22130961
2345,32023,Nye,Nevada,47090939212,43207981
2346,41001,Baker,Oregon,7945996788,51832631
2347,42029,Chester,Pennsylvania,1943905797,22412288
2348,54011,Cabell,West Virginia,727845449,18114546
2349,34027,Morris,New Jersey,1193912843,53229201
2350,22087,St. Bernard,Louisiana,977763283,4604190754
2351,40033,Cotton,Oklahoma,1638523150,23986260
2352,08025,Crowley,Colorado,2039427872,33422981
2353,48329,Midland,Texas,2331915358,4252951
2354,40067,Jefferson,Oklahoma,1965685986,39417590
2355,48353,Nolan,Texas,2362061742,5052159
2356,29179,Reynolds,Missouri,2093946390,15373678
2357,29203,Shannon,Missouri,2599881424,464012
2358,48411,San Saba,Texas,2940447163,8300211
2359,22075,Plaquemines,Louisiana,2020676390,4628435537
2360,30047,Lake,Montana,3860292622,423545836
2361,48415,Scurry,Texas,2345090474,5436957
2362,46077,Kingsbury,South Dakota,2155483577,81655106
2363,47089,Jefferson,Tennessee,712437477,101637984
2364,41057,Tillamook,Oregon,2855123462,595798340
2365,53001,Adams,Washington,4985698856,12464425
2366,47093,Knox,Tennessee,1316574580,45556080
2367,50001,Addison,Vermont,1984788916,107311072
2368,17173,Shelby,Illinois,1964532704,24746071
2369,19019,Buchanan,Iowa,1479086713,5223043
2370,21089,Greenup,Kentucky,892152805,25864468
2371,47111,Macon,Tennessee,795498344,246690
2372,21091,Hancock,Kentucky,486071470,29136422
2373,26023,Branch,Michigan,1311597696,34428004
