GeoFIPS,GeoName,proximity_to_risk_management_plan_facilities
2110,"Juneau City and Borough, AK",0.011496881496881496
2122,"Kenai Peninsula Borough, AK",0.08980740284619596
2130,"Ketchikan Gateway Borough, AK*",1.8744557971014495
2150,"Kodiak Island Borough, AK",1.7723143260724108
2164,"Lake and Peninsula Borough, AK",0.0
2170,"Matanuska-Susitna Borough, AK",0.12400763032770551
2180,"Nome Census Area, AK",0.0
2185,"North Slope Borough, AK",0.0428155637254902
2188,"Northwest Arctic Borough, AK",0.0
2220,"Sitka City and Borough, AK",0.9688402777777778
2240,"Southeast Fairbanks Census Area, AK",0.0
2290,"Yukon-Koyukuk Census Area, AK",0.002365631392970058
4001,"Apache, AZ",0.01997622743354169
4003,"Cochise, AZ",0.050439193752135195
4005,"Coconino, AZ",0.19840317397397964
4007,"Gila, AZ",0.10552758375975796
4009,"Graham, AZ",0.18464285714285716
4011,"Greenlee, AZ",0.2201879857172863
4012,"La Paz, AZ",0.07642235367671814
4013,"Maricopa, AZ",0.8869974796768627
4015,"Mohave, AZ",0.1268316040347625
4017,"Navajo, AZ",0.0506744760684543
4019,"Pima, AZ",0.2132848618820091
4021,"Pinal, AZ",0.26875349185407343
4023,"Santa Cruz, AZ",0.17300688468158348
4025,"Yavapai, AZ",0.02912582705959214
4027,"Yuma, AZ",1.2425918994786793
5001,"Arkansas, AR",0.42995310929998887
5003,"Ashley, AR",0.42124913665515534
5005,"Baxter, AR",0.34166147681463777
5007,"Benton, AR",1.1102543657975836
5009,"Boone, AR",0.1739709624708687
5011,"Bradley, AR",0.016901784072098584
5013,"Calhoun, AR",0.04058936825885979
5015,"Carroll, AR",0.5898036831753979
5017,"Chicot, AR",0.04067169100329722
5019,"Clark, AR",0.11505003126954347
5021,"Clay, AR",0.03820471489018739
5023,"Cleburne, AR",0.08464621513944225
5025,"Cleveland, AR",0.025891978346456693
5027,"Columbia, AR",0.5424343876177659
5029,"Conway, AR",0.2338853197813789
5031,"Craighead, AR",0.7033233965252226
5033,"Crawford, AR",0.7784677792122922
5035,"Crittenden, AR",0.5152105933596318
5037,"Cross, AR",0.1929481692819781
5039,"Dallas, AR",0.022529193570545406
5041,"Desha, AR",0.04256127764967119
5043,"Drew, AR",0.01600695010045067
5045,"Faulkner, AR",0.507063434284605
5047,"Franklin, AR",0.21404216935392942
5049,"Fulton, AR",0.01571171613114218
5051,"Garland, AR",0.2581687382679722
5053,"Grant, AR",0.04136489021295377
5055,"Greene, AR",0.5606141932038188
5057,"Hempstead, AR",0.1350563135244025
5059,"Hot Spring, AR",0.4020335148971634
5061,"Howard, AR",0.6759507174517317
5063,"Independence, AR",0.8702730648996714
5065,"Izard, AR",0.02448268238761975
5067,"Jackson, AR",0.03
5069,"Jefferson, AR",0.17401720504604368
5071,"Johnson, AR",0.5686747307750646
5073,"Lafayette, AR",0.07852205882352942
5075,"Lawrence, AR",0.049600580095474044
5077,"Lee, AR",0.03462693060691756
5079,"Lincoln, AR",0.023592716462281678
5081,"Little River, AR",0.3569911719446019
5083,"Logan, AR",0.18170066457448772
5085,"Lonoke, AR",0.055853877123317894
5087,"Madison, AR",0.2182320646474616
5089,"Marion, AR",0.03791454236465162
5091,"Miller, AR",0.4810467731570734
5093,"Mississippi, AR",0.5464898162654892
5095,"Monroe, AR",0.022720567375886527
5097,"Montgomery, AR",0.0224268156424581
5099,"Nevada, AR",0.04
5101,"Newton, AR",0.03027137736815156
5103,"Ouachita, AR",0.8671665967268151
5105,"Perry, AR",0.057981651376146796
5107,"Phillips, AR",0.4589062667956574
5109,"Pike, AR",0.030995723317218296
5111,"Poinsett, AR",0.03948443254101104
5113,"Polk, AR",0.19198566736339207
5115,"Pope, AR",1.1409027461928138
5117,"Prairie, AR",0.03449261204054219
5119,"Pulaski, AR",0.9178747070364687
5121,"Randolph, AR",0.10881435433738346
5123,"St. Francis, AR",0.3269957528957529
5125,"Saline, AR",0.41522832140015903
5127,"Scott, AR",0.45299730146491896
5129,"Searcy, AR",0.02291097622660597
5131,"Sebastian, AR",1.109744652836015
5133,"Sevier, AR",0.39712136291786193
5135,"Sharp, AR",0.024313553882957
5137,"Stone, AR",0.03
5139,"Union, AR",1.1082742274835864
5141,"Van Buren, AR",0.17861555101550294
5143,"Washington, AR",1.3403995023440627
5145,"White, AR",0.9777519616058505
5147,"Woodruff, AR",0.43970763814480335
5149,"Yell, AR",0.6880437010808796
6001,"Alameda, CA",0.915200995440482
6003,"Alpine, CA",0.05
6005,"Amador, CA",0.4597017877124047
6007,"Butte, CA",0.32748043769955315
6009,"Calaveras, CA",0.3432820670562904
6011,"Colusa, CA",0.7379509648550386
6013,"Contra Costa, CA",0.8856280449743534
6015,"Del Norte, CA",0.006472449536279323
6017,"El Dorado, CA",0.3053238970529743
6019,"Fresno, CA",1.69297327329737
6021,"Glenn, CA",0.7410794967114669
6023,"Humboldt, CA",0.3929015742239224
6025,"Imperial, CA",1.9722833299206977
6027,"Inyo, CA",0.029879290204149745
6029,"Kern, CA",1.4070812637090897
6031,"Kings, CA",1.3308382053340941
6033,"Lake, CA",0.12130025702936365
6035,"Lassen, CA",0.19661301836589007
6037,"Los Angeles, CA",1.6465810916743635
6039,"Madera, CA",0.7937757104347212
6041,"Marin, CA",0.20870425439423257
6043,"Mariposa, CA",0.02063145809414466
6045,"Mendocino, CA",0.5196330138493992
6047,"Merced, CA",0.6657667052346875
6049,"Modoc, CA",0.23989446502750644
6051,"Mono, CA",0.413351502445842
6053,"Monterey, CA",2.2955135322212223
6055,"Napa, CA",0.27825415583392415
6057,"Nevada, CA",0.6618930111644029
6059,"Orange, CA",1.135540118760977
6061,"Placer, CA",0.672523060241964
6063,"Plumas, CA",0.014591639871382638
6065,"Riverside, CA",0.8256537984166301
6067,"Sacramento, CA",1.2465914861602057
6069,"San Benito, CA",0.21961772889890022
6071,"San Bernardino, CA",0.9346596210105858
6073,"San Diego, CA",0.4517892850971616
6075,"San Francisco, CA",0.5442764648938638
6077,"San Joaquin, CA",1.9766212094483862
6079,"San Luis Obispo, CA",0.18013648042811833
6081,"San Mateo, CA",0.4273450626316908
6083,"Santa Barbara, CA",1.2509307846385913
6085,"Santa Clara, CA",0.6215732073650951
6087,"Santa Cruz, CA",1.004945320883918
6089,"Shasta, CA",0.4913642501618195
6091,"Sierra, CA",0.04
6093,"Siskiyou, CA",0.1981098739302475
6095,"Solano, CA",0.9488883934734932
6097,"Sonoma, CA",0.20737226175135864
6099,"Stanislaus, CA",2.262518529291561
6101,"Sutter, CA",2.278289754341425
6103,"Tehama, CA",0.2404506196019527
6105,"Trinity, CA",0.018776377952755906
6107,"Tulare, CA",1.532162577019169
6109,"Tuolumne, CA",0.0628611342399852
6111,"Ventura, CA",1.5405744379254138
6113,"Yolo, CA",1.5698146784938716
6115,"Yuba, CA",0.533647983237297
8001,"Adams, CO*",1.1436332095503348
8003,"Alamosa, CO",0.05325448562736698
8005,"Arapahoe, CO",0.495029446444086
8007,"Archuleta, CO",0.01898739907945371
8009,"Baca, CO",1.1206486941870262
8011,"Bent, CO",0.76
8013,"Boulder, CO*",0.6145959505131623
8015,"Chaffee, CO",0.01
8017,"Cheyenne, CO",1.36
8019,"Clear Creek, CO",0.0328899420747762
8021,"Conejos, CO",0.025371555118110234
8023,"Costilla, CO",0.01
8025,"Crowley, CO",0.07
8027,"Custer, CO",0.02
8029,"Delta, CO",0.5874827416980206
8031,"Denver, CO",1.5724872444640978
8033,"Dolores, CO",0.33
8035,"Douglas, CO",0.15085528253992814
8037,"Eagle, CO",0.26661655785373345
8039,"Elbert, CO",0.04007738072092391
8041,"El Paso, CO",0.3005495769513602
8043,"Fremont, CO",0.2829853553390672
8045,"Garfield, CO",0.314736940140547
8047,"Gilpin, CO",0.05
8049,"Grand, CO",0.02
8051,"Gunnison, CO",0.014032853231758126
8053,"Hinsdale, CO",0.01
8055,"Huerfano, CO",0.01
8057,"Jackson, CO",0.1
8059,"Jefferson, CO*",0.49989156190522593
8061,"Kiowa, CO",0.94
8063,"Kit Carson, CO",1.722364710621727
8065,"Lake, CO",0.02
8067,"La Plata, CO",0.09308844418073613
8069,"Larimer, CO",0.31163762449751437
8071,"Las Animas, CO",0.001786765736716669
8073,"Lincoln, CO",0.7658155774395703
8075,"Logan, CO",1.5433967828418231
8077,"Mesa, CO",0.5622449047071115
8079,"Mineral, CO",0.01
8081,"Moffat, CO",0.12973413575074275
8083,"Montezuma, CO",0.06401905420460222
8085,"Montrose, CO",0.5877942234803052
8087,"Morgan, CO",0.8592923519304274
8089,"Otero, CO",0.4137238814134121
8091,"Ouray, CO",0.02
8093,"Park, CO",0.019752616555661275
8095,"Phillips, CO",0.5817016317016317
8097,"Pitkin, CO",0.6039941983710811
8099,"Prowers, CO",0.5935335218765597
8101,"Pueblo, CO",0.5369061705486138
8103,"Rio Blanco, CO",0.09789473684210527
8105,"Rio Grande, CO",0.27645820433436535
8107,"Routt, CO",0.18983407785577538
8109,"Saguache, CO",1.3600728155339807
8111,"San Juan, CO",0.01
8113,"San Miguel, CO",0.016846813268729038
8115,"Sedgwick, CO",0.67
8117,"Summit, CO",0.02
8119,"Teller, CO",0.04609810797586038
8121,"Washington, CO",0.9434326211996713
8123,"Weld, CO*",1.2411624883328694
8125,"Yuma, CO",2.131408577426772
9001,"Fairfield, CT",0.6757423357339453
9003,"Hartford, CT",0.5699206097848943
9005,"Litchfield, CT",0.15131987560576254
9007,"Middlesex, CT",0.27428578437685913
9009,"New Haven, CT",0.7097143366922718
9011,"New London, CT",0.3854294476233217
9013,"Tolland, CT",0.1904437883532036
9015,"Windham, CT",0.11434063105879932
10001,"Kent, DE",0.3854190459481944
10003,"New Castle, DE",0.6619378062265695
10005,"Sussex, DE",0.3962795029948659
11001,"District of Columbia, DC",0.6468611327259367
12001,"Alachua, FL",0.48411512076038926
12003,"Baker, FL",0.12730282513913013
12005,"Bay, FL",0.36719270315819513
12007,"Bradford, FL",0.4688541933594465
12009,"Brevard, FL",0.4290994129873768
12011,"Broward, FL",1.0405452638737829
12013,"Calhoun, FL",0.02
12015,"Charlotte, FL",0.18854225231544125
12017,"Citrus, FL",0.15813527681529804
12019,"Clay, FL",0.3501987181003288
12021,"Collier, FL",0.37880857066708307
12023,"Columbia, FL",0.4833412417104962
12027,"DeSoto, FL",0.6573080779340433
12029,"Dixie, FL",0.040728796190246545
12031,"Duval, FL",1.5871288291002001
12033,"Escambia, FL",0.4277456131117002
12035,"Flagler, FL",0.24902906166610508
12037,"Franklin, FL",0.018963677927355857
12039,"Gadsden, FL",0.5694815540319949
12041,"Gilchrist, FL",0.3403965910989806
12043,"Glades, FL",0.10379624149156556
12045,"Gulf, FL",0.5666249357986646
12047,"Hamilton, FL",0.05875750383917353
12049,"Hardee, FL",0.06147174818473333
12051,"Hendry, FL",0.2517018560345674
12053,"Hernando, FL",0.06689704958859553
12055,"Highlands, FL",0.19859489351005924
12057,"Hillsborough, FL",0.8647267974334131
12059,"Holmes, FL",0.0417100658707287
12061,"Indian River, FL",0.6837733864107176
12063,"Jackson, FL",0.021474814892063827
12065,"Jefferson, FL",0.16372925640844574
12067,"Lafayette, FL",0.032980201458839876
12069,"Lake, FL",0.5626541416209121
12071,"Lee, FL",0.42275877732999934
12073,"Leon, FL",0.3105524381405942
12075,"Levy, FL",0.048584758557532866
12077,"Liberty, FL",0.02263630916716597
12079,"Madison, FL",0.24632665222101843
12081,"Manatee, FL",0.4921400889610711
12083,"Marion, FL",0.32353781617193644
12085,"Martin, FL",0.846549020840537
12086,"Miami-Dade, FL",0.6544877544427931
12087,"Monroe, FL",0.18811459405261352
12089,"Nassau, FL",0.6485909408168669
12091,"Okaloosa, FL",0.34888244992492423
12093,"Okeechobee, FL",0.9092548123663231
12095,"Orange, FL",1.4120384427884949
12097,"Osceola, FL",0.4000308846301374
12099,"Palm Beach, FL",1.0195371075072335
12101,"Pasco, FL",0.48708985097273744
12103,"Pinellas, FL",1.0904077058795478
12105,"Polk, FL",0.9015215281441176
12107,"Putnam, FL",0.2928752798558401
12109,"St. Johns, FL",0.25271544994564193
12111,"St. Lucie, FL",0.7787016970924788
12113,"Santa Rosa, FL",0.309259992561014
12115,"Sarasota, FL",0.8044178490378932
12117,"Seminole, FL",2.1073725514843886
12119,"Sumter, FL",0.33555492466651743
12121,"Suwannee, FL",0.06011715025200926
12123,"Taylor, FL",0.8543735711019661
12125,"Union, FL",0.08501208913284977
12127,"Volusia, FL",0.5552896715111456
12129,"Wakulla, FL",0.08854150552272516
12131,"Walton, FL",0.1665317453341537
12133,"Washington, FL",0.025188580197060252
13001,"Appling, GA",0.033977223427331886
13003,"Atkinson, GA",0.04
13005,"Bacon, GA",0.3220667797518079
13007,"Baker, GA",0.04270114942528736
13009,"Baldwin, GA",0.4803464786859081
13011,"Banks, GA",0.18344879196065855
13013,"Barrow, GA",0.7987130179387526
13015,"Bartow, GA",0.6987978345199631
13017,"Ben Hill, GA",0.329965948453003
13019,"Berrien, GA",0.05945227652464495
13021,"Bibb, GA",0.5173370104438642
13023,"Bleckley, GA",0.07288201764659952
13025,"Brantley, GA",0.04463265088505012
13027,"Brooks, GA",0.09261513790891597
13029,"Bryan, GA",0.05221730566872622
13031,"Bulloch, GA",0.14709839726747242
13033,"Burke, GA",0.20253063943161637
13035,"Butts, GA",0.29043005396430055
13037,"Calhoun, GA",0.02507148468185389
13039,"Camden, GA",0.9796270969923541
13043,"Candler, GA",0.07326026637069923
13045,"Carroll, GA",0.5848421699393257
13047,"Catoosa, GA",0.18798515742128935
13049,"Charlton, GA",0.03249386503067485
13051,"Chatham, GA",0.8665869197493206
13053,"Chattahoochee, GA",0.9791032196969697
13055,"Chattooga, GA",0.25248347573754637
13057,"Cherokee, GA",0.29199919196816354
13059,"Clarke, GA",1.1639920428607657
13061,"Clay, GA",0.04
13063,"Clayton, GA",1.1274550853853804
13065,"Clinch, GA",0.02
13067,"Cobb, GA",0.713717243197048
13069,"Coffee, GA",0.847655098672741
13071,"Colquitt, GA",1.0501640065074966
13073,"Columbia, GA",0.3080422016522345
13075,"Cook, GA",0.23904872795016593
13077,"Coweta, GA",0.4322964539997208
13079,"Crawford, GA",0.05642271805273833
13081,"Crisp, GA",0.6691507066437723
13083,"Dade, GA",0.3025115762178181
13085,"Dawson, GA",0.06286966090642321
13087,"Decatur, GA",0.5157210853759089
13089,"DeKalb, GA",0.7939408105716762
13091,"Dodge, GA",0.03544865331989054
13093,"Dooly, GA",0.5046367210250438
13095,"Dougherty, GA",1.0065963234228508
13097,"Douglas, GA",0.3755316224287588
13099,"Early, GA",0.02280256012412723
13101,"Echols, GA",0.04626726953026877
13103,"Effingham, GA",0.15349174066173915
13105,"Elbert, GA",0.44459668162370863
13107,"Emanuel, GA",0.21101051790706962
13109,"Evans, GA",0.6461832132497427
13111,"Fannin, GA",0.11630793463280174
13113,"Fayette, GA",0.5339625833682092
13115,"Floyd, GA",0.6449138842958231
13117,"Forsyth, GA",0.37225791762083876
13119,"Franklin, GA",0.03576737239743477
13121,"Fulton, GA",1.0160780640802933
13123,"Gilmer, GA",0.18858519103044652
13125,"Glascock, GA",0.03
13127,"Glynn, GA",0.9108458624363679
13129,"Gordon, GA",0.7281220936330898
13131,"Grady, GA",0.059031738359916215
13133,"Greene, GA",0.03063922992679693
13135,"Gwinnett, GA",0.7779311859731641
13137,"Habersham, GA",0.32555147223591624
13139,"Hall, GA",1.5522487881731744
13141,"Hancock, GA",0.03901937756899589
13143,"Haralson, GA",0.05634584459575051
13145,"Harris, GA",0.12598885793871864
13147,"Hart, GA",0.03702130136189035
13149,"Heard, GA",0.10876533742331289
13151,"Henry, GA",0.4170803528639131
13153,"Houston, GA",0.2833533975649319
13155,"Irwin, GA",0.3914892703862661
13157,"Jackson, GA",0.27896324666715766
13159,"Jasper, GA",0.1311655648174763
13161,"Jeff Davis, GA",0.08626562915669062
13163,"Jefferson, GA",0.09561531566141632
13165,"Jenkins, GA",0.033459570112589564
13167,"Johnson, GA",0.03501599422144258
13169,"Jones, GA",0.11643304524301061
13171,"Lamar, GA",0.24552645672664955
13173,"Lanier, GA",0.04608863198458574
13175,"Laurens, GA",0.37686552051471367
13177,"Lee, GA",0.1343671615483696
13179,"Liberty, GA",0.06295228936086979
13181,"Lincoln, GA",0.17145493890020366
13183,"Long, GA",0.05071153434624439
13185,"Lowndes, GA",0.34984015810824864
13187,"Lumpkin, GA",0.06485741620887599
13189,"McDuffie, GA",0.3561146585877418
13191,"McIntosh, GA",0.039535769719204174
13193,"Macon, GA",0.4802690717775272
13195,"Madison, GA",0.07398863714148811
13197,"Marion, GA",0.319405834914611
13199,"Meriwether, GA",0.059747938974699134
13201,"Miller, GA",0.042818386037670644
13205,"Mitchell, GA",0.2906747887070671
13207,"Monroe, GA",0.08635456920981929
13209,"Montgomery, GA",0.09634577169353059
13211,"Morgan, GA",0.1516566704490193
13213,"Murray, GA",0.10597724297653811
13215,"Muscogee, GA",1.1292715299454885
13217,"Newton, GA",0.501355952590235
13219,"Oconee, GA",0.17054494912409526
13221,"Oglethorpe, GA",0.06715625209296096
13223,"Paulding, GA",0.10665953386516502
13225,"Peach, GA",0.07203831276478173
13227,"Pickens, GA",0.05542549463153535
13229,"Pierce, GA",0.20569298701298702
13231,"Pike, GA",0.10381895563922082
13233,"Polk, GA",0.8177359931278038
13235,"Pulaski, GA",0.18717011412268186
13237,"Putnam, GA",0.04110967682448942
13239,"Quitman, GA",0.18
13241,"Rabun, GA",0.15412436167017124
13243,"Randolph, GA",0.024761221855729244
13245,"Richmond, GA",1.2294023343836078
13247,"Rockdale, GA",0.32897087508498946
13249,"Schley, GA",0.058665006703696614
13251,"Screven, GA",0.12477160626206306
13253,"Seminole, GA",0.04022112726835717
13255,"Spalding, GA",0.20735368878816648
13257,"Stephens, GA",0.15763728155339804
13259,"Stewart, GA",0.037174638487208006
13261,"Sumter, GA",0.6444485098456625
13263,"Talbot, GA",0.03988767600063281
13265,"Taliaferro, GA",0.05000000000000001
13267,"Tattnall, GA",0.04037979670632732
13269,"Taylor, GA",0.03
13271,"Telfair, GA",0.2210526972248207
13273,"Terrell, GA",0.27378734119262904
13275,"Thomas, GA",0.6336632310105311
13277,"Tift, GA",0.5657739078957106
13279,"Toombs, GA",0.24429704879133918
13281,"Towns, GA",0.03
13283,"Treutlen, GA",0.18743487858719649
13285,"Troup, GA",0.28493084855332595
13287,"Turner, GA",0.03400730202694196
13289,"Twiggs, GA",0.06436140478794507
13291,"Union, GA",0.025082875300583993
13293,"Upson, GA",0.6184406921786858
13295,"Walker, GA",0.25350555483132725
13297,"Walton, GA",0.24973086765381333
13299,"Ware, GA",1.0275357514117944
13301,"Warren, GA",0.05508023409477062
13303,"Washington, GA",0.4147298884321785
13305,"Wayne, GA",0.4805653283201289
13307,"Webster, GA",0.035114942528735635
13309,"Wheeler, GA",0.04642028254288597
13311,"White, GA",0.05108006375258571
13313,"Whitfield, GA",0.9482058194307205
13315,"Wilcox, GA",0.15206595648232094
13317,"Wilkes, GA",0.17665075172694028
13319,"Wilkinson, GA",0.037734739178690344
13321,"Worth, GA",0.052139650629452534
15001,"Hawaii, HI",0.21065517224091165
15003,"Honolulu, HI",0.3214265333497153
15007,"Kauai, HI",0.68222672741713
16001,"Ada, ID",0.395729748779137
16003,"Adams, ID",0.006004393458628265
16005,"Bannock, ID",0.5716309683437301
16007,"Bear Lake, ID",0.024276666666666672
16009,"Benewah, ID",0.05873823593784198
16011,"Bingham, ID",0.7207964833438776
16013,"Blaine, ID",0.01
16015,"Boise, ID",0.03
16017,"Bonner, ID",0.020952511980922243
16019,"Bonneville, ID",0.3367556297643192
16021,"Boundary, ID",0.22538792739552557
16023,"Butte, ID",0.01
16025,"Camas, ID",0.02
16027,"Canyon, ID",0.9675956311772572
16029,"Caribou, ID",0.8025916870415648
16031,"Cassia, ID",1.761489235964542
16033,"Clark, ID",0.01
16035,"Clearwater, ID",0.06324109304738845
16037,"Custer, ID",0.0
16039,"Elmore, ID",0.031210784130426657
16041,"Franklin, ID",0.07535650623885919
16043,"Fremont (includes Yellowstone Park), ID",0.22845622119815667
16045,"Gem, ID",0.043382955397842024
16047,"Gooding, ID",0.0994401901241088
16049,"Idaho, ID",0.4233148497958687
16051,"Jefferson, ID",0.13484264386346112
16053,"Jerome, ID",0.5772823430257058
16055,"Kootenai, ID",0.18246093998296486
16057,"Latah, ID",0.28779243133780535
16059,"Lemhi, ID",0.0
16061,"Lewis, ID",0.6225534132360605
16063,"Lincoln, ID",0.04
16065,"Madison, ID",0.9138938618925831
16067,"Minidoka, ID",1.5623013764791114
16069,"Nez Perce, ID",1.222244324539374
16071,"Oneida, ID",0.02
16073,"Owyhee, ID",0.07568559556786703
16075,"Payette, ID",0.5924303525365434
16077,"Power, ID",0.17379741885021507
16079,"Shoshone, ID",0.01294630819256087
16081,"Teton, ID",0.01
16083,"Twin Falls, ID",1.1544250550848953
16085,"Valley, ID",0.0022933980763843497
16087,"Washington, ID",0.03032614099632097
17001,"Adams, IL",0.669756677006885
17003,"Alexander, IL",0.8252124600638977
17005,"Bond, IL",0.37501537163180415
17007,"Boone, IL",1.2500084054018719
17009,"Brown, IL",1.2426372963186483
17011,"Bureau, IL",0.7789653402572309
17013,"Calhoun, IL",0.14
17015,"Carroll, IL",0.5694103414903912
17017,"Cass, IL",1.0511078203794124
17019,"Champaign, IL",1.2671910042777792
17021,"Christian, IL",0.9183659773465731
17023,"Clark, IL",1.2397327564265719
17025,"Clay, IL",0.987418529389629
17027,"Clinton, IL",0.454482648668757
17029,"Coles, IL",0.8486729110275933
17031,"Cook, IL",1.6960110286585455
17033,"Crawford, IL",0.774284735399536
17035,"Cumberland, IL",0.7058028792912514
17037,"DeKalb, IL",0.8553504014717437
17039,"De Witt, IL",0.6687019834295755
17041,"Douglas, IL",0.7077633389390001
17043,"DuPage, IL",0.7810565625470905
17045,"Edgar, IL",0.8224403975412191
17047,"Edwards, IL",0.649154144074361
17049,"Effingham, IL",1.2464475495796348
17051,"Fayette, IL",0.7154263853466265
17053,"Ford, IL",0.7593029389600603
17055,"Franklin, IL",0.12781414587775866
17057,"Fulton, IL",0.6157998974125156
17059,"Gallatin, IL",0.9249782780410742
17061,"Greene, IL",0.8763425220834603
17063,"Grundy, IL",1.0465114672561484
17065,"Hamilton, IL",0.21466731898238747
17067,"Hancock, IL",0.8397608852805427
17069,"Hardin, IL",0.035001269357705
17071,"Henderson, IL",1.1200793067998238
17073,"Henry, IL",0.6472500862646396
17075,"Iroquois, IL",0.6245163958003739
17077,"Jackson, IL",0.09547682701761043
17079,"Jasper, IL",0.7135855743172816
17081,"Jefferson, IL",0.2991904699223378
17083,"Jersey, IL",0.7785038975247301
17085,"Jo Daviess, IL",0.6668093385214008
17087,"Johnson, IL",0.36566752040979666
17089,"Kane, IL",1.259189613381109
17091,"Kankakee, IL",1.2994949248443106
17093,"Kendall, IL",0.4363504529804687
17095,"Knox, IL",0.5506874158549141
17097,"Lake, IL",0.4525779894593234
17099,"LaSalle, IL",1.0329651803858315
17101,"Lawrence, IL",0.21852554107153993
17103,"Lee, IL",0.6195725377300881
17105,"Livingston, IL",1.3497921753607103
17107,"Logan, IL",1.052573182084612
17109,"McDonough, IL",1.5078152170346795
17111,"McHenry, IL",0.2885056253534127
17113,"McLean, IL",0.5767729374543685
17115,"Macon, IL",1.102898377681753
17117,"Macoupin, IL",0.738229329344742
17119,"Madison, IL",0.8826908405595675
17121,"Marion, IL",1.0043692870201097
17123,"Marshall, IL",1.4428418528983646
17125,"Mason, IL",0.8662051244402026
17127,"Massac, IL",0.4053055770447992
17129,"Menard, IL",0.6378091987648302
17131,"Mercer, IL",0.4561986015780358
17133,"Monroe, IL",0.2950872161086397
17135,"Montgomery, IL",0.8806157208269737
17137,"Morgan, IL",0.8544436008993489
17139,"Moultrie, IL",0.7295608223482003
17141,"Ogle, IL",0.8349667809897111
17143,"Peoria, IL",0.7689091207528589
17145,"Perry, IL",0.5144543786174768
17147,"Piatt, IL",0.8869270166453264
17149,"Pike, IL",0.8270960949464012
17151,"Pope, IL",0.04453247680228409
17153,"Pulaski, IL",0.3906206896551724
17155,"Putnam, IL",0.4753854221289984
17157,"Randolph, IL",0.4342604118284564
17159,"Richland, IL",1.5183534187492072
17161,"Rock Island, IL",1.5104401103751226
17163,"St. Clair, IL",0.8580318139194475
17165,"Saline, IL",0.7860460948570476
17167,"Sangamon, IL",0.6159673576787682
17169,"Schuyler, IL",0.6448295699697972
