STATE,COUNTY,STATE_NAME,COUNTY_NAME,POP_COU,HOU_COU,ALAND_COU,ALAND_Mi²_COU,POPDEN_COU,HOUDEN_COU,TOTALBLOCKS,POP_URB,POPPCT_URB,HOU_URB,HOUPCT_URB,ALAND_URB,ALAND_Mi²_URB,ALAND_PCT_URB,POPDEN_URB,HOUDEN_URB,URBANBLOCKS,POP_RUR,POPPCT_RUR,HOU_RUR,HOUPCT_RUR,ALAND_RUR,ALAND_Mi²_RUR,ALAND_PCT_RUR,POPDEN_RUR,HOUDEN_RUR,RURALBLOCKS
01,027,Alabama,Clay,14236,7035,1564255426,603.9590199786,23.5711356715964,11.6481412931779,1216,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14236,1.0,7035,1.0,1564255426,603.9590199786,1.0,23.5711356715964,11.6481412931779,1216
01,029,Alabama,Cleburne,15056,6801,1450666453,560.1023175033,26.8808028988584,12.1424243168927,1094,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,15056,1.0,6801,1.0,1450666453,560.1023175033,1.0,26.8808028988584,12.1424243168927,1094
01,031,Alabama,Coffee,53465,24105,1758565928,678.9823048008,78.7428473790426,35.501661574335,1887,28053,0.524698400822968,12323,0.511221738228583,54158830,20.910724263,0.030797156443031,1341.56041881523,589.31483410188,618,25412,0.475301599177032,11782,0.488778261771417,1704407098,658.0715805378,0.969202843556969,38.6158599634897,17.903827407911,1269
01,033,Alabama,Colbert,57227,27666,1535742270,592.950090447,96.5123387650704,46.6582271353459,2927,34167,0.597043353661733,16432,0.593942022699342,65703000,25.3679283,0.0427825692393034,1346.85811138941,647.747021580789,1529,23060,0.402956646338267,11234,0.406057977300658,1470039270,567.582162147,0.957217430760697,40.62847907829,19.7927291398747,1398
01,035,Alabama,Conecuh,11597,6382,2202213384,850.2745875624,13.6391233721882,7.50581058560878,956,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,11597,1.0,6382,1.0,2202213384,850.2745875624,1.0,13.6391233721882,7.50581058560878,956
01,037,Alabama,Coosa,10387,5999,1685846963,650.9055124143,15.957769295075,9.21639145096324,936,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10387,1.0,5999,1.0,1685846963,650.9055124143,1.0,15.957769295075,9.21639145096324,936
01,039,Alabama,Covington,37570,18596,2669165738,1030.5648914418,36.4557344345761,18.0444726522592,2537,11716,0.311844556827256,5846,0.314368681436868,31243614,12.0631593654,0.0117053855274685,971.221522083532,484.615996765135,513,25854,0.688155443172744,12750,0.685631318563132,2637922124,1018.5017320764,0.988294614472532,25.3843456380697,12.518388136667,2024
01,041,Alabama,Crenshaw,13194,6516,1576952763,608.8614617943,21.669954214408,10.7019419176203,926,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13194,1.0,6516,1.0,1576952763,608.8614617943,1.0,21.669954214408,10.7019419176203,926
01,043,Alabama,Cullman,87866,39145,1902962812,734.7339417132,119.588867495519,53.2777891119668,3822,21440,0.244007921152664,9500,0.242687444118023,56659998,21.8764252278,0.0297746217859353,980.050432223022,434.257420994343,1003,66426,0.755992078847336,29645,0.757312555881977,1846302814,712.8575164854,0.970225378214065,93.1827166914084,41.5861505482311,2819
01,045,Alabama,Dale,49326,22761,1453276166,561.1099276926,87.9079081755668,40.5642439683752,1971,24440,0.495479057697766,11233,0.493519616888537,79873196,30.8390409756,0.0549607830009647,792.501946456021,364.246086928825,657,24886,0.504520942302234,11528,0.506480383111463,1373402970,530.270886717,0.945039216999035,46.9307303557123,21.7398320156173,1314
01,047,Alabama,Dallas,38462,18880,2534919608,978.7324606488,39.2977668018731,19.2902562846281,2008,21207,0.551375383495398,10472,0.554661016949153,47365604,18.2878597044,0.0186852489722033,1159.62175688048,572.620315841578,740,17255,0.448624616504602,8408,0.445338983050847,2487554004,960.4446009444,0.981314751027797,17.9656379795703,8.75427899925978,1268
01,049,Alabama,DeKalb,71608,30584,2012620262,777.0726831582,92.1509680522661,39.3579656869415,3636,8380,0.117026030611105,3335,0.109043944546168,22392683,8.6458149063,0.0111261341360778,969.255077840458,385.735761885194,409,63228,0.882973969388895,27249,0.890956055453832,1990227579,768.4268682519,0.988873865863922,82.2823909630305,35.4607590205545,3227
01,051,Alabama,Elmore,87977,36818,1601945705,618.5112367005,142.23993806373,59.5268085935006,2487,25305,0.287631994725894,10544,0.286381661144006,52240320,20.169987552,0.0326105434391111,1254.58679311336,522.756891783728,520,62672,0.712368005274106,26274,0.713618338855994,1549705385,598.3412491485,0.967389456560889,104.742903968577,43.9113967779934,1967
01,053,Alabama,Escambia,36757,16684,2448595161,945.4025916621,38.8797326389575,17.6475082119968,2315,12761,0.347171967244334,6211,0.3722728362503,29427132,11.3618156652,0.0120179654312402,1123.14795240743,546.655585957411,509,23996,0.652828032755666,10473,0.6277271637497,2419168029,934.0407759969,0.98798203456876,25.6905272410502,11.2125725869111,1806
01,055,Alabama,Etowah,103436,47306,1385916770,535.102464897,193.30129607964,88.4054982051069,4186,58783,0.568303105301829,27895,0.589671500443918,162759880,62.841589668,0.11743842308799,935.415547419439,443.89392673503,2262,44653,0.431696894698171,19411,0.410328499556082,1223156890,472.260875229,0.88256157691201,94.5515547489461,41.1022826961636,1924
01,057,Alabama,Fayette,16321,7760,1625693254,627.6801653694,26.0020961318649,12.3629842523909,1245,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,16321,1.0,7760,1.0,1625693254,627.6801653694,1.0,26.0020961318649,12.3629842523909,1245
01,059,Alabama,Franklin,32113,13912,1641845708,633.9166278588,50.6580811872203,21.9461036177439,1854,9939,0.309500825210974,3847,0.276523864289822,17999410,6.949572201,0.0109629119912405,1430.15997424559,553.559253538864,411,22174,0.690499174789026,10065,0.723476135710178,1623846298,626.9670556578,0.989037088008759,35.367089546253,16.0534750736465,1443
01,061,Alabama,Geneva,26659,12452,1487908432,574.4814455952,46.4053281518597,21.675199600396,1958,149,0.00558910686822461,55,0.00441696113074205,235368,0.0908755848,0.000158187153818079,1639.60430436757,605.223065370579,10,26510,0.994410893131775,12397,0.995583038869258,1487673064,574.3905700104,0.999841812846182,46.153264667141,21.5828752198622,1948
01,063,Alabama,Greene,7730,4205,1675782057,647.0194522077,11.9470905760629,6.49903180754781,856,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7730,1.0,4205,1.0,1675782057,647.0194522077,1.0,11.9470905760629,6.49903180754781,856
01,065,Alabama,Hale,14785,7399,1667926655,643.9864814955,22.9585564679331,11.4893716135433,874,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,14785,1.0,7399,1.0,1667926655,643.9864814955,1.0,22.9585564679331,11.4893716135433,874
01,067,Alabama,Henry,17146,9058,1454959642,561.7599177762,30.5219355412089,16.1243259146314,1112,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,17146,1.0,9058,1.0,1454959642,561.7599177762,1.0,30.5219355412089,16.1243259146314,1112
01,069,Alabama,Houston,107202,49282,1501742239,579.8226784779,184.887559557721,84.9949507483405,3612,70414,0.656834760545512,33017,0.6699606347145,133312551,51.4719759411,0.0887719260588767,1368.00654555356,641.455848475329,1696,36788,0.343165239454488,16265,0.3300393652855,1368429688,528.3507025368,0.911228073941123,69.6279948590353,30.7844769050291,1916
01,071,Alabama,Jackson,52579,24627,2792044654,1078.0084409094,48.7742006506412,22.8449046087476,3186,12982,0.246904657753095,6394,0.259633735331141,40125022,15.4922709942,0.0143711963712741,837.966235218852,412.721930980538,435,39597,0.753095342246905,18233,0.740366264668859,2751919632,1062.5161699152,0.985628803628726,37.2671975459538,17.1602094314058,2751
01,073,Alabama,Jefferson,674721,307927,2878852142,1111.5248120262,607.022886668675,277.031152762735,24469,593276,0.879290847624426,274337,0.890915704046738,979198006,378.0683501166,0.340134872407768,1569.22947878876,725.628050894479,20120,81445,0.120709152375575,33590,0.109084295953262,1899654136,733.4564619096,0.659865127592232,111.042719274642,45.7968560431608,4349
01,075,Alabama,Lamar,13972,7071,1566544684,604.8429024924,23.1002131998657,11.6906389590789,1178,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,13972,1.0,7071,1.0,1566544684,604.8429024924,1.0,23.1002131998657,11.6906389590789,1178
01,077,Alabama,Lauderdale,93564,44585,1730148679,668.0104049619,140.063686590834,66.7429723681368,3444,44758,0.478367748279253,22010,0.493663788269597,75779263,29.2583734443,0.0437992780156901,1529.75011017639,752.263280865598,1331,48806,0.521632251720747,22575,0.506336211730403,1654369416,638.7520315176,0.95620072198431,76.4083675539045,35.3423533485513,2113
01,079,Alabama,Lawrence *,33073,15225,1788864348,690.6805247628,47.8846569640258,22.0434766207267,2017,2,6.04722885737611e-05,1,6.56814449917898e-05,2724,0.01,0.0001,1901.6171732765,950.808586638249,1,33071,0.999939527711426,15224,0.999934318555008,1788861624,690.6794730264,0.9999,47.881834181477,22.0420623379639,2016
01,081,Alabama,Lee,174241,74856,1573528082,607.5391924602,286.797958324992,123.211804158468,3241,128259,0.736101147261552,55786,0.74524420220156,220284243,85.0517462223,0.139993842829937,1508.01136598382,655.906580144657,1789,45982,0.263898852738448,19070,0.25475579779844,1353243839,522.4874462379,0.860006157170063,88.0059422117931,36.498484580464,1452
01,083,Alabama,Limestone,103570,42692,1450296914,559.9596384954,184.959759382463,76.2412093034286,3568,50736,0.489871584435647,20749,0.486016115431463,106619045,41.1656132745,0.0735153222562811,1232.48497870499,504.037189040323,1015,52834,0.510128415564353,21943,0.513983884568537,1343677869,518.7940252209,0.926484677743719,101.840031749601,42.2961694492468,2553
01,085,Alabama,Lowndes,10311,4779,1854651814,716.0810653854,14.3992077132364,6.67382539632982,653,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10311,1.0,4779,1.0,1854651814,716.0810653854,1.0,14.3992077132364,6.67382539632982,653
01,087,Alabama,Macon,19532,9604,1576435594,608.6617828434,32.0900712851645,15.778877975769,1322,9003,0.460935900061438,4332,0.451062057476052,21229049,8.1965358189,0.0134664867253689,1098.39085668856,528.515960365969,265,10529,0.539064099938562,5272,0.548937942523948,1555206545,600.4652470245,0.986533513274631,17.5347366932135,8.77985866147037,1057
01,089,Alabama,Madison,388153,169820,2076136600,801.59634126,484.225014537712,211.852264361719,8447,321770,0.828977233204432,142378,0.83840537039218,533501034,205.9847492274,0.256968175408111,1562.10593845847,691.206511812288,5869,66383,0.171022766795568,27442,0.16159462960782,1542635566,595.6115920326,0.743031824591889,111.453505754412,46.073649954244,2578
01,091,Alabama,Marengo,19323,9777,2530155136,976.8928980096,19.7800598605745,10.0082619291434,1349,6227,0.322258448481085,2986,0.305410657665951,11781694,4.5489120534,0.0046565105168318,1368.89874477695,656.420692452862,270,13096,0.677741551518915,6791,0.694589342334049,2518373442,972.3439859562,0.995343489483168,13.4684845992249,6.98415385715761,1079
01,093,Alabama,Marion,29341,14073,1922660061,742.3390495521,39.5250660970931,18.9576447695849,2463,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,29341,1.0,14073,1.0,1922660061,742.3390495521,1.0,39.5250660970931,18.9576447695849,2463
01,095,Alabama,Marshall,97612,41245,1465531833,565.8418407213,172.507568326107,72.8913930214553,3775,45242,0.463488095725935,18525,0.44914535095163,107537259,41.5201356999,0.0733776343703617,1089.63998400682,446.169062015966,1481,52370,0.536511904274065,22720,0.550854649048369,1357994574,524.3217050214,0.926622365629638,99.8814268004841,43.3321752321367,2294
01,097,Alabama,Mobile,414809,184441,3184064139,1229.3671640679,337.416690573891,150.029222669081,9916,321907,0.776036681942774,145122,0.786820717736295,571733437,220.7462800257,0.17956090456757,1458.26692962854,657.415381962969,6467,92902,0.223963318057226,39319,0.213179282263705,2612330702,1008.6208840422,0.82043909543243,92.1079480604063,38.9829326579311,3449
01,099,Alabama,Monroe,19772,10127,2656469672,1025.6629403592,19.2772881050724,9.87361403196785,1158,4284,0.216670038438195,2229,0.220104670682334,12581347,4.8576580767,0.00473611542891351,881.906452112886,458.863090980304,155,15488,0.783329961561805,7898,0.779895329317666,2643888325,1020.8052822825,0.995263884571086,15.172335281582,7.73702892910216,1003
01,101,Alabama,Montgomery,228954,105293,2034045843,785.3450999823,291.53298340457,134.072269633277,4793,200646,0.87635944338164,93042,0.883648485654317,279171141,107.7879775401,0.137249188340934,1861.48775196524,863.194598538468,3434,28308,0.12364055661836,12251,0.116351514345683,1754874702,677.5571224422,0.862750811659066,41.7795032512773,18.0811323417903,1359
01,103,Alabama,Morgan,123421,53265,1501337447,579.6663882867,212.917296041247,91.8890608051875,4806,75981,0.615624569562716,33042,0.620332300760349,144519835,55.7991082935,0.0962607275857817,1361.6884269968,592.160000589992,2392,47440,0.384375430437284,20223,0.379667699239651,1356817612,523.8672799932,0.903739272414218,90.557287717255,38.6032889862152,2414
01,105,Alabama,Perry,8511,3933,1863936200,719.66576682,11.8263232633778,5.46503693982669,736,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8511,1.0,3933,1.0,1863936200,719.66576682,1.0,11.8263232633778,5.46503693982669,736
01,107,Alabama,Pickens,19123,8646,2282835039,881.4026085579,21.6961009807856,9.80936511425362,1114,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,19123,1.0,8646,1.0,2282835039,881.4026085579,1.0,21.6961009807856,9.80936511425362,1114
01,109,Alabama,Pike,33009,15977,1740645369,672.0631769709,49.1159181623029,23.7730626338003,1434,14466,0.438244115241298,6857,0.429179445452838,25412899,9.8119203039,0.0145996993141686,1474.32913761541,698.843833584187,334,18543,0.561755884758702,9120,0.570820554547162,1715232470,662.251256667,0.985400300685831,27.9999468680872,13.771208296228,1100
01,111,Alabama,Randolph,21967,12400,1503618358,580.5470480238,37.8384492260814,21.3591646744394,1419,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,21967,1.0,12400,1.0,1503618358,580.5470480238,1.0,37.8384492260814,21.3591646744394,1419
01,113,Alabama,Russell,59183,27253,1660652494,641.1779279334,92.3035516689642,42.5045822894122,1771,35302,0.596488856597334,16712,0.613216893553003,55651478,21.4870356558,0.0335118143025533,1642.94417180208,777.771316048844,866,23881,0.403511143402666,10541,0.386783106446997,1605001016,619.6908922776,0.966488185697447,38.5369549522153,17.0100934697585,905
01,115,Alabama,St. Clair,91103,37775,1635759732,631.5668325252,144.24918363072,59.8115639622237,2665,29963,0.328891474484924,12643,0.334692256783587,82178609,31.7291609349,0.0502388018193371,944.336349186047,398.466257142449,558,61140,0.671108525515076,25132,0.665307743216413,1553581123,599.8376715903,0.949761198180663,101.927576235591,41.8980020600734,2107
01,117,Alabama,Shelby,223024,89060,2034279155,785.4351817455,283.949592765078,113.389369447494,6190,169571,0.760326242915561,67495,0.75785986975073,306557172,118.3617241092,0.150695724943414,1432.65064171889,570.24346770861,2898,53453,0.239673757084439,21565,0.24214013024927,1727721983,667.0734576363,0.849304275056586,80.1306053900041,32.3277740301843,3292
01,119,Alabama,Sumter,12345,6279,2340898913,903.8210703093,13.6586769279182,6.94717152129596,916,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,12345,1.0,6279,1.0,2340898913,903.8210703093,1.0,13.6586769279182,6.94717152129596,916
01,121,Alabama,Talladega,82149,37948,1908346572,736.8126114492,111.492391312935,51.5029186666091,3904,33944,0.41320040414369,15825,0.417018024665331,90636893,34.9949043873,0.0474949856225591,969.969788296339,452.208693724651,1336,48205,0.58679959585631,22123,0.582981975334668,1817709679,701.8177070619,0.952505014377441,68.6859272927241,31.5224306502839,2568
01,123,Alabama,Tallapoosa,41311,22686,1855798005,716.5236097305,57.6547645311199,31.6612037508892,2128,8920,0.215923119750188,4428,0.195186458608834,25354836,9.7895021796,0.0136624977134836,911.180143418128,452.321264019671,291,32391,0.784076880249812,18258,0.804813541391166,1830443169,706.7341075509,0.986337502286516,45.8319467730898,25.8343269483213,1837
01,125,Alabama,Tuscaloosa,227036,101460,3420981170,1320.840829737,171.887478709457,76.8147059931531,6567,156450,0.689097764231223,71635,0.706041789867928,228331801,88.1589083661,0.06674453604198,1774.63631185524,812.566776604348,3405,70586,0.310902235768777,29825,0.293958210132072,3192649369,1232.6819213709,0.93325546395802,57.262136140927,24.1952116624139,3162
01,127,Alabama,Walker,65342,29975,2048757700,791.02534797,82.6041797114169,37.8938552056828,3334,13274,0.203146521379817,5781,0.192860717264387,43254699,16.7006392839,0.0211126474350774,794.819873320454,346.154413715952,576,52068,0.796853478620183,24194,0.807139282735613,2005503001,774.3247086861,0.978887352564923,67.243107982891,31.2452899004775,2758
01,129,Alabama,Washington,15388,7712,2797712949,1080.1969696089,14.245550055164,7.13943865514845,1025,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,15388,1.0,7712,1.0,2797712949,1080.1969696089,1.0,14.245550055164,7.13943865514845,1025
01,131,Alabama,Wilcox,10600,5261,2299540559,887.8526098299,11.9389185576994,5.92553306906192,748,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10600,1.0,5261,1.0,2299540559,887.8526098299,1.0,11.9389185576994,5.92553306906192,748
01,133,Alabama,Winston,23540,13015,1587657470,612.994549167,38.401646526855,21.2318364293551,1350,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,23540,1.0,13015,1.0,1587657470,612.994549167,1.0,38.401646526855,21.2318364293551,1350
02,013,Alaska,Aleutians East,3420,679,18091672533,6985.1947649913,0.489606963737146,0.0972055930928428,610,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,3420,1.0,679,1.0,18091672533,6985.1947649913,1.0,0.489606963737146,0.0972055930928428,610
02,016,Alaska,Aleutians West,5232,1331,11377885025,4393.0014081525,1.19098527723904,0.302981919725757,653,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,5232,1.0,1331,1.0,11377885025,4393.0014081525,1.0,1.19098527723904,0.302981919725757,653
02,020,Alaska,Anchorage,291247,118640,4420591349,1706.7903198489,170.64017566363,69.5105887467788,3709,278813,0.957307714757577,113189,0.954054281861092,283271854,109.3712628294,0.0640800815176187,2549.23453187973,1034.90621824999,3250,12434,0.0426922852424231,5451,0.0459457181389076,4137319495,1597.4190570195,0.935919918482381,7.78380597461986,3.41237947302982,459
02,050,Alaska,Bethel,18666,5984,105223804364,40626.9108649404,0.459449158269823,0.147291533434406,1092,5097,0.273063323690132,1756,0.293449197860963,38849240,14.999691564,0.000369205810746103,339.806987247195,117.069073887792,72,13569,0.726936676309868,4228,0.706550802139037,105184955124,40611.9111733764,0.999630794189254,0.334113800802739,0.104107388149015,1020
02,060,Alaska,Bristol Bay,844,857,1248315815,481.9747361715,1.75112912909958,1.77810149720183,92,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,844,1.0,857,1.0,1248315815,481.9747361715,1.0,1.75112912909958,1.77810149720183,92
02,063,Alaska,Chugach,7102,3565,24682168359,9529.7852034099,0.745242400370031,0.374090278417229,1084,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,7102,1.0,3565,1.0,24682168359,9529.7852034099,1.0,0.745242400370031,0.374090278417229,1084
02,066,Alaska,Copper River,2617,2769,63952335592,24691.9967720712,0.105985758225923,0.112141598978823,449,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2617,1.0,2769,1.0,63952335592,24691.9967720712,1.0,0.105985758225923,0.112141598978823,449
02,068,Alaska,Denali,1619,1606,32740165582,12640.9779312102,0.128075534093192,0.127047132645872,280,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1619,1.0,1606,1.0,32740165582,12640.9779312102,1.0,0.128075534093192,0.127047132645872,280
02,070,Alaska,Dillingham,4857,2405,47484825242,18333.8910259362,0.264919213991673,0.131177827805224,314,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,4857,1.0,2405,1.0,47484825242,18333.8910259362,1.0,0.264919213991673,0.131177827805224,314
02,090,Alaska,Fairbanks North Star,95655,42659,18997068212,7334.7680366532,13.041312216282,5.8159985137669,2867,71396,0.746390674820971,30180,0.707470873672613,192442666,74.3021133426,0.0101301244935489,960.887877721591,406.1795639761,1812,24259,0.253609325179029,12479,0.292529126327387,18804625546,7260.4659233106,0.989869875506451,3.34124562476267,1.7187602189461,1055
02,100,Alaska,Haines,2080,1370,6069358955,2343.3794925255,0.887606982409131,0.584625752836783,213,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2080,1.0,1370,1.0,6069358955,2343.3794925255,1.0,0.887606982409131,0.584625752836783,213
02,105,Alaska,Hoonah-Angoon,2365,1777,16978039504,6555.2210524944,0.36078112104245,0.271081628791727,640,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,2365,1.0,1777,1.0,16978039504,6555.2210524944,1.0,0.36078112104245,0.271081628791727,640
02,110,Alaska,Juneau,32255,14093,7003406836,2704.0153793796,11.9285564150158,5.21187864073223,588,24756,0.767508913346768,10960,0.777691052295466,38274460,14.777769006,0.00546512017597717,1675.21903948754,741.654575568888,360,7499,0.232491086653232,3133,0.222308947704534,6965132376,2689.2376103736,0.994534879824023,2.78852265455197,1.16501419878802,228
02,122,Alaska,Kenai Peninsula,58799,32622,41484923347,16017.3289042767,3.6709616410699,2.0366691721795,2700,13288,0.225990237929216,6210,0.190362332168475,46914606,18.1137293766,0.00113088327553563,733.587199175336,342.833873184741,336,45511,0.774009762070784,26412,0.809637667831525,41438008741,15999.2151749001,0.998869116724464,2.84457703096578,1.6508309758491,2364
02,130,Alaska,Ketchikan Gateway,13948,6614,12579382524,4856.8995925164,2.87179088929311,1.36177408530145,632,11975,0.858546028104388,5458,0.825219231932265,61324183,23.6772670563,0.00487497561052783,505.759383949412,230.516469110304,153,1973,0.141453971895612,1156,0.174780768067735,12518058341,4833.2223254601,0.995125024389472,0.408216272114521,0.239177907027059,479
02,150,Alaska,Kodiak Island,13101,5825,17324067231,6688.8223578891,1.95864074406881,0.87085583804296,977,9530,0.72742538737501,3798,0.652017167381974,12907517,4.9835923137,0.000745062740053505,1912.27520232781,762.100862375764,107,3571,0.27257461262499,2027,0.347982832618026,17311159714,6683.8387655754,0.999254937259946,0.534273809594594,0.303268835633784,870
02,158,Alaska,Kusilvak,8368,2342,44229388640,17076.966953904,0.490016758982307,0.137143791770622,642,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,8368,1.0,2342,1.0,44229388640,17076.966953904,1.0,0.490016758982307,0.137143791770622,642
02,164,Alaska,Lake and Peninsula,1476,1469,61724164724,23831.6999999364,0.0619343143797521,0.0616405879565419,638,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,1476,1.0,1469,1.0,61724164724,23831.6999999364,1.0,0.0619343143797521,0.0616405879565419,638
02,170,Alaska,Matanuska-Susitna,107081,51077,63990747114,24706.8274607154,4.33406515548231,2.06732329681801,2534,53444,0.499098813048066,20504,0.401433130371792,149262656,57.6303114816,0.00233256623389765,927.359207785358,355.78499357142,818,53637,0.500901186951934,30573,0.598566869628208,63841484458,24649.1971492338,0.997667433766102,2.17601407767016,1.24032437303745,1716
02,180,Alaska,Nome,10046,4095,59490634310,22969.333907091,0.437365752121294,0.178281182056211,848,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,10046,1.0,4095,1.0,59490634310,22969.333907091,1.0,0.437365752121294,0.178281182056211,848
