GeoFIPS,GeoName,proximity_to_hazardous_waste_sites
1117,"Shelby, AL",0.0650855614209791
1119,"Sumter, AL",-0.06396440986234286
1121,"Talladega, AL",-0.012106688883216532
1123,"Tallapoosa, AL",-0.03698208160887928
1125,"Tuscaloosa, AL",0.1548244445081668
1127,"Walker, AL",-0.03910364118784193
1129,"Washington, AL",-0.05543828887753022
1131,"Wilcox, AL",-0.06957949394030183
1133,"Winston, AL",-0.023704566587850473
2013,"Aleutians East Borough, AK",-0.07123441849453949
2016,"Aleutians West Census Area, AK",-0.06986240945501954
2020,"Anchorage Municipality, AK",-0.012967276720664556
2050,"Bethel Census Area, AK",-0.07123441849453949
2060,"Bristol Bay Borough, AK",-0.07123441849453949
2068,"Denali Borough, AK",-0.056327066399128545
2070,"Dillingham Census Area, AK",-0.07123441849453949
2090,"Fairbanks North Star Borough, AK",0.006078240225607878
2100,"Haines Borough, AK",-0.056327066399128545
2110,"Juneau City and Borough, AK",-0.06957949394030183
2122,"Kenai Peninsula Borough, AK",-0.06088217438429966
2130,"Ketchikan Gateway Borough, AK*",-0.07123441849453949
2150,"Kodiak Island Borough, AK",-0.03663648274903408
2164,"Lake and Peninsula Borough, AK",-0.05798480227434799
2170,"Matanuska-Susitna Borough, AK",-0.06796924651938085
2180,"Nome Census Area, AK",-0.07123441849453949
2185,"North Slope Borough, AK",-0.06650964298305195
2188,"Northwest Arctic Borough, AK",-0.07123441849453949
2220,"Sitka City and Borough, AK",-0.07123441849453949
2240,"Southeast Fairbanks Census Area, AK",-0.06269159584506723
2290,"Yukon-Koyukuk Census Area, AK",-0.07045147851635658
4001,"Apache, AZ",-0.06987412291067707
4003,"Cochise, AZ",-0.05799755012615049
4005,"Coconino, AZ",0.058113532953944835
4007,"Gila, AZ",-0.029951297535453225
4009,"Graham, AZ",-0.04951141943324355
4011,"Greenlee, AZ",-0.03472031974647616
4012,"La Paz, AZ",-0.017693516388202934
4013,"Maricopa, AZ",0.2628447166082042
4015,"Mohave, AZ",0.013696319623608844
4017,"Navajo, AZ",-0.05522907532655774
4019,"Pima, AZ",0.07840761046586198
4021,"Pinal, AZ",-0.01719396141762941
4023,"Santa Cruz, AZ",-0.06848506740119409
4025,"Yavapai, AZ",-0.0011242391193659884
4027,"Yuma, AZ",-0.00893103103025783
5001,"Arkansas, AR",-0.067646940461484
5003,"Ashley, AR",0.060424100224751864
5005,"Baxter, AR",-0.02529621800256876
5007,"Benton, AR",0.001476401217151535
5009,"Boone, AR",-0.034585479129059515
5011,"Bradley, AR",-0.03132953442790465
5013,"Calhoun, AR",-0.036800973903649115
5015,"Carroll, AR",-0.06661542017695199
5017,"Chicot, AR",-0.06704078613251618
5019,"Clark, AR",-0.054403982760102165
5021,"Clay, AR",-0.06422789781730764
5023,"Cleburne, AR",-0.06756603638218184
5025,"Cleveland, AR",-0.050257883155085725
5027,"Columbia, AR",0.023045728248567432
5029,"Conway, AR",-0.06584265775381193
5031,"Craighead, AR",0.06989198212437175
5033,"Crawford, AR",-0.024014042575022376
5035,"Crittenden, AR",0.039917603049224315
5037,"Cross, AR",0.02638351834521968
5039,"Dallas, AR",-0.06584969252472805
5041,"Desha, AR",-0.06871802911808411
5043,"Drew, AR",-0.06608418765329949
5045,"Faulkner, AR",0.007133291053282642
5047,"Franklin, AR",-0.0672671103364636
5049,"Fulton, AR",-0.06697855318048418
5051,"Garland, AR",0.02608629444804178
5053,"Grant, AR",-0.021316849646543456
5055,"Greene, AR",0.09824686880577471
5057,"Hempstead, AR",-0.05604978516215342
5059,"Hot Spring, AR",-0.05889891996550334
5061,"Howard, AR",-0.003842769972513649
5063,"Independence, AR",-0.021096448372363463
5065,"Izard, AR",-0.05095829148355102
5067,"Jackson, AR",-0.04191164685984361
5069,"Jefferson, AR",-6.348944658929323e-05
5071,"Johnson, AR",-0.06701464930337342
5073,"Lafayette, AR",-0.06522596785390344
5075,"Lawrence, AR",-0.06675247127670647
5077,"Lee, AR",-0.06416226984712314
5079,"Lincoln, AR",-0.06732938942175037
5081,"Little River, AR",-0.0576762915897705
5083,"Logan, AR",-0.06755431098299036
5085,"Lonoke, AR",-0.058128714670461545
5087,"Madison, AR",-0.025873597093284406
5089,"Marion, AR",-0.017811164835681903
5091,"Miller, AR",0.009929459749495217
5093,"Mississippi, AR",-0.02451863299317858
5095,"Monroe, AR",-0.0674737836251007
5097,"Montgomery, AR",-0.06792418631809916
5099,"Nevada, AR",-0.03976991658934026
5101,"Newton, AR",-0.06622356807448848
5103,"Ouachita, AR",0.06071724251605892
5105,"Perry, AR",-0.0659921754973567
5107,"Phillips, AR",0.06554008107748133
5109,"Pike, AR",-0.06644123242663025
5111,"Poinsett, AR",-0.06474158099939398
5113,"Polk, AR",-0.036906080229763494
5115,"Pope, AR",0.003844376533233662
5117,"Prairie, AR",-0.00755677041955205
5119,"Pulaski, AR",0.11911296248546277
5121,"Randolph, AR",-0.05982775007557606
5123,"St. Francis, AR",-0.015286072577372356
5125,"Saline, AR",0.025236747734738163
5127,"Scott, AR",-0.06763475597508228
5129,"Searcy, AR",-0.06792418631809916
5131,"Sebastian, AR",0.03573589040756597
5133,"Sevier, AR",-0.03953366412540127
5135,"Sharp, AR",-0.06673059470411724
5137,"Stone, AR",-0.06654883515273935
5139,"Union, AR",0.03342358442118121
5141,"Van Buren, AR",-0.06917748859348716
5143,"Washington, AR",0.11382828283056146
5145,"White, AR",0.06249018885999846
5147,"Woodruff, AR",-0.03928396782405985
5149,"Yell, AR",-0.024067301140213937
6001,"Alameda, CA",0.7466791072271579
6003,"Alpine, CA",-0.06626850465565182
6005,"Amador, CA",-0.024513590865525403
6007,"Butte, CA",0.19966731221181733
6009,"Calaveras, CA",-0.055315969084942185
6011,"Colusa, CA",-0.04451124849697241
6013,"Contra Costa, CA",0.4455606998180961
6015,"Del Norte, CA",-0.03516340288891073
6017,"El Dorado, CA",0.0008001795492360575
6019,"Fresno, CA",0.407576070301241
6021,"Glenn, CA",0.10071680670668126
6023,"Humboldt, CA",0.05922845467374516
6025,"Imperial, CA",0.07369832795544196
6027,"Inyo, CA",-0.06929831085265425
6029,"Kern, CA",0.3734458374135958
6031,"Kings, CA",0.12182413841932038
6033,"Lake, CA",-0.06513316022567095
6035,"Lassen, CA",-0.03571216154097612
6037,"Los Angeles, CA",0.8815182019910586
6039,"Madera, CA",0.1619551044867924
6041,"Marin, CA",0.3239434391849598
6043,"Mariposa, CA",-0.036759292028748725
6045,"Mendocino, CA",0.011329356466662777
6047,"Merced, CA",0.08030677556634047
6049,"Modoc, CA",0.017609121207213807
6051,"Mono, CA",0.058317669441341424
6053,"Monterey, CA",0.14149895686910918
6055,"Napa, CA",0.14917157149387195
6057,"Nevada, CA",-0.03982710376775833
6059,"Orange, CA",0.8584476854690684
6061,"Placer, CA",0.2026305972613358
6063,"Plumas, CA",-0.06881948331163101
6065,"Riverside, CA",0.28871099713955406
6067,"Sacramento, CA",0.40722563600205586
6069,"San Benito, CA",0.07598696421513496
6071,"San Bernardino, CA",0.4322510405384594
6073,"San Diego, CA",0.5947604129509618
6075,"San Francisco, CA",0.8904558629109924
6077,"San Joaquin, CA",0.3363443333474818
6079,"San Luis Obispo, CA",0.1121267876033365
6081,"San Mateo, CA",0.6467550400191124
6083,"Santa Barbara, CA",0.2818780007968429
6085,"Santa Clara, CA",0.7514762130885477
6087,"Santa Cruz, CA",0.16623338396020304
6089,"Shasta, CA",0.0786013671956578
6091,"Sierra, CA",-0.06626850465565182
6093,"Siskiyou, CA",-0.013856008343872572
6095,"Solano, CA",0.1889098160037248
6097,"Sonoma, CA",0.1960675092687405
6099,"Stanislaus, CA",0.2564680112772142
6101,"Sutter, CA",0.04702460782938478
6103,"Tehama, CA",-0.040087523146312476
6105,"Trinity, CA",-0.06871760815462091
6107,"Tulare, CA",0.19169846006210567
6109,"Tuolumne, CA",-0.027646246330101598
6111,"Ventura, CA",0.39067373420786544
6113,"Yolo, CA",0.40028059993947007
6115,"Yuba, CA",0.09632613939268131
8001,"Adams, CO*",0.04606040864739347
8003,"Alamosa, CO",-0.07123441849453949
8005,"Arapahoe, CO",0.07602374556816693
8007,"Archuleta, CO",-0.0710723522106308
8009,"Baca, CO",-0.07123441849453949
8011,"Bent, CO",-0.07123441849453949
8013,"Boulder, CO*",0.21380753941869113
8015,"Chaffee, CO",-0.06957949394030183
8017,"Cheyenne, CO",-0.07123441849453949
8019,"Clear Creek, CO",-0.05831456570497373
8021,"Conejos, CO",-0.07123441849453949
8023,"Costilla, CO",-0.07123441849453949
8025,"Crowley, CO",-0.06792418631809916
8027,"Custer, CO",-0.06957949394030183
8029,"Delta, CO",-0.04298545702875167
8031,"Denver, CO",0.21259645773777236
8033,"Dolores, CO",-0.06957949394030183
8035,"Douglas, CO",0.015513656346276772
8037,"Eagle, CO",-0.06729203638549575
8039,"Elbert, CO",-0.06363857416913687
8041,"El Paso, CO",0.04960304790012504
8043,"Fremont, CO",-0.06691660204569816
8045,"Garfield, CO",-0.05246535066526892
8047,"Gilpin, CO",-0.06461245798889914
8049,"Grand, CO",-0.06886065041544331
8051,"Gunnison, CO",-0.06957949394030183
8053,"Hinsdale, CO",-0.06957949394030183
8055,"Huerfano, CO",-0.06957949394030183
8057,"Jackson, CO",-0.06957949394030183
8059,"Jefferson, CO*",0.11556306527704452
8061,"Kiowa, CO",-0.07123441849453949
8063,"Kit Carson, CO",-0.07099421520830551
8065,"Lake, CO",-0.06792418631809916
8067,"La Plata, CO",-0.06940486480686037
8069,"Larimer, CO",0.09307471897082098
8071,"Las Animas, CO",-0.07123441849453949
8073,"Lincoln, CO",-0.06957949394030183
8075,"Logan, CO",-0.03984883383774507
8077,"Mesa, CO",0.012387157341054333
8079,"Mineral, CO",-0.07123441849453949
8081,"Moffat, CO",-0.06957949394030183
8083,"Montezuma, CO",-0.06957949394030183
8085,"Montrose, CO",-0.03439054724896762
8087,"Morgan, CO",-0.06941030626954836
8089,"Otero, CO",-0.06933559487340213
8091,"Ouray, CO",-0.06626850465565182
8093,"Park, CO",-0.0663896329353234
8095,"Phillips, CO",-0.06910107568687307
8097,"Pitkin, CO",-0.06889252169909932
8099,"Prowers, CO",-0.07123441849453949
8101,"Pueblo, CO",0.014034723670976357
8103,"Rio Blanco, CO",-0.06957949394030183
8105,"Rio Grande, CO",-0.07123441849453949
8107,"Routt, CO",-0.07094282828979381
8109,"Saguache, CO",-0.07038892900533389
8111,"San Juan, CO",-0.06957949394030183
8113,"San Miguel, CO",-0.06844617652487794
8115,"Sedgwick, CO",-0.06957949394030183
8117,"Summit, CO",-0.015941766798024837
8119,"Teller, CO",-0.060720268619041895
8121,"Washington, CO",-0.06888484132689043
8123,"Weld, CO*",0.0029096066837892565
8125,"Yuma, CO",-0.07031112987726507
10001,"Kent, DE",0.03954829312333841
10003,"New Castle, DE",0.3313001632667101
10005,"Sussex, DE",-0.010822788805011196
11001,"District of Columbia, DC",0.991011489502984
12001,"Alachua, FL",0.020029839092322144
12003,"Baker, FL",-0.06261476167225499
12005,"Bay, FL",-0.03388054713062649
12007,"Bradford, FL",-0.06583732590936664
12009,"Brevard, FL",0.012970908954424765
12011,"Broward, FL",-0.005061007288432062
12013,"Calhoun, FL",-0.06957949394030183
12015,"Charlotte, FL",-0.06913742578069748
12017,"Citrus, FL",-0.06716542135242543
12019,"Clay, FL",-0.041845251261087624
12021,"Collier, FL",-0.042765892655187265
12023,"Columbia, FL",-0.03665586113187658
12027,"DeSoto, FL",-0.0679627215984453
12029,"Dixie, FL",-0.06890640050285313
12031,"Duval, FL",0.04263759571465364
12033,"Escambia, FL",-0.02060024961718332
12035,"Flagler, FL",-0.03272108700632026
12037,"Franklin, FL",-0.06957949394030183
12039,"Gadsden, FL",-0.0644673994030428
12041,"Gilchrist, FL",-0.06459123966661273
12043,"Glades, FL",-0.06957949394030183
12045,"Gulf, FL",-0.06752061084045358
12047,"Hamilton, FL",-0.06400085789571597
12049,"Hardee, FL",-0.0076268201447031725
12051,"Hendry, FL",-0.06871218303077664
12053,"Hernando, FL",-0.03716548996509528
12055,"Highlands, FL",-0.06761224469482874
12057,"Hillsborough, FL",0.06179811428859261
12059,"Holmes, FL",-0.06480252276522946
12061,"Indian River, FL",-0.02553165217198894
12063,"Jackson, FL",-0.06823639148585292
12065,"Jefferson, FL",-0.06742872488856766
12067,"Lafayette, FL",-0.06792418631809916
12069,"Lake, FL",-0.057185179754071114
12071,"Lee, FL",-0.04207438897386173
12073,"Leon, FL",-0.011534235848856378
12075,"Levy, FL",-0.06708415938034107
12077,"Liberty, FL",-0.06914314048789094
12079,"Madison, FL",-0.06606981609018125
12081,"Manatee, FL",0.0012481912121071748
12083,"Marion, FL",-0.035130447014323996
12085,"Martin, FL",0.01146477233720189
12086,"Miami-Dade, FL",0.15370999802551588
12087,"Monroe, FL",-0.05659775646677501
12089,"Nassau, FL",-0.06230761564624243
12091,"Okaloosa, FL",-0.006205933127703456
12093,"Okeechobee, FL",-0.06879517701892202
12095,"Orange, FL",0.008535120104613547
12097,"Osceola, FL",-0.05368165168433492
12099,"Palm Beach, FL",-0.02667279134941758
12101,"Pasco, FL",-0.051391802736083014
12103,"Pinellas, FL",0.07314866193568914
12105,"Polk, FL",-0.02185859017404801
12107,"Putnam, FL",-0.04498636430745262
12109,"St. Johns, FL",-0.043426017523887084
12111,"St. Lucie, FL",-0.04199161589390432
12113,"Santa Rosa, FL",-0.049846210433790894
12115,"Sarasota, FL",-0.060207239143118096
12117,"Seminole, FL",-0.025960117125328974
12119,"Sumter, FL",-0.034084471659405646
12121,"Suwannee, FL",-0.06673544528040132
12123,"Taylor, FL",-0.0600435262655743
12125,"Union, FL",-0.06544090514276646
12127,"Volusia, FL",-0.03250043318515994
12129,"Wakulla, FL",-0.0565688658256871
12131,"Walton, FL",-0.056562503358943195
12133,"Washington, FL",-0.06819766831525964
13001,"Appling, GA",-0.06838688464384757
13003,"Atkinson, GA",-0.06367020719914218
13005,"Bacon, GA",-0.06667310978370755
13007,"Baker, GA",-0.06687277608150777
13009,"Baldwin, GA",-0.03638672650990871
13011,"Banks, GA",-0.055988888122126323
13013,"Barrow, GA",-0.011288249958604224
13015,"Bartow, GA",0.015418184920303002
13017,"Ben Hill, GA",-0.00710504268282619
13019,"Berrien, GA",-0.02832473626527321
13021,"Bibb, GA",-0.015858333326999596
13023,"Bleckley, GA",-0.06626850465565182
13025,"Brantley, GA",-0.06584605106447639
13027,"Brooks, GA",-0.0613862431758978
13029,"Bryan, GA",-0.048869563374529745
13031,"Bulloch, GA",-0.0665027411667728
13033,"Burke, GA",-0.0628391672078461
13035,"Butts, GA",-0.06354508457214403
13037,"Calhoun, GA",-0.06792418631809916
13039,"Camden, GA",-0.04655097005610098
13043,"Candler, GA",-0.06588638388930912
13045,"Carroll, GA",-0.027777240392305336
13047,"Catoosa, GA",-0.021136402290898193
13049,"Charlton, GA",-0.06585554277922367
13051,"Chatham, GA",0.025997441720679637
13053,"Chattahoochee, GA",-0.047753893408043036
13055,"Chattooga, GA",-0.0650778987179429
13057,"Cherokee, GA",-0.045288339783157716
13059,"Clarke, GA",0.07966681307615153
13061,"Clay, GA",-0.06792418631809916
13063,"Clayton, GA",0.07063264229871957
13065,"Clinch, GA",-0.02685418292891284
13067,"Cobb, GA",0.015669718088093143
13069,"Coffee, GA",-0.006002666722459971
13071,"Colquitt, GA",-0.06605699529351616
13073,"Columbia, GA",-0.026817573204976464
13075,"Cook, GA",-0.05036831938158304
13077,"Coweta, GA",-0.0033243634486904705
13079,"Crawford, GA",-0.03919007447579215
13081,"Crisp, GA",-0.026111319138904854
13083,"Dade, GA",-0.059719263941685585
13085,"Dawson, GA",-0.03903499326271409
13087,"Decatur, GA",-0.06818545495719563
13089,"DeKalb, GA",0.05263424870425437
13091,"Dodge, GA",-0.05098767987227237
13093,"Dooly, GA",-0.05940525778617045
13095,"Dougherty, GA",-0.023338385653993488
13097,"Douglas, GA",-0.016445003362636212
13099,"Early, GA",-0.06079684767124882
13101,"Echols, GA",-0.056724352017945456
13103,"Effingham, GA",-0.048341834934563566
13105,"Elbert, GA",-0.06513075651278355
13107,"Emanuel, GA",-0.06705461925962297
13109,"Evans, GA",-0.03200486586968443
13111,"Fannin, GA",-0.06767698225587915
13113,"Fayette, GA",-0.03185290308441546
13115,"Floyd, GA",0.0017960477539804565
13117,"Forsyth, GA",0.027250724978636454
13119,"Franklin, GA",-0.02292720718800767
13121,"Fulton, GA",0.07686977942631534
13123,"Gilmer, GA",-0.06792418631809916
13125,"Glascock, GA",-0.06295605536180515
13127,"Glynn, GA",0.012652262537350412
13129,"Gordon, GA",-0.02719386451917616
13131,"Grady, GA",-0.06423594887296558
13133,"Greene, GA",-0.06792418631809916
13135,"Gwinnett, GA",-0.020006760985959993
13137,"Habersham, GA",-0.020251394538837952
13139,"Hall, GA",-0.013775279875648416
13141,"Hancock, GA",-0.0655217237931498
13143,"Haralson, GA",-0.042772576410847085
13145,"Harris, GA",-0.05794660087171388
13147,"Hart, GA",-0.024633768168763837
13149,"Heard, GA",-0.04052730065538179
13151,"Henry, GA",-0.015763247536819902
13153,"Houston, GA",-0.04969002733655581
13155,"Irwin, GA",-0.0600309170698714
13157,"Jackson, GA",-0.03731114346382369
13159,"Jasper, GA",-0.062177249536557344
13161,"Jeff Davis, GA",-0.06777103260768158
13163,"Jefferson, GA",-0.06720240206297612
13165,"Jenkins, GA",-0.030333603135479392
13167,"Johnson, GA",-0.06568565703634777
13169,"Jones, GA",-0.05853752295376313
13171,"Lamar, GA",-0.062165344445209825
13173,"Lanier, GA",-0.05928138287695217
13175,"Laurens, GA",-0.04681624838830889
13177,"Lee, GA",-0.04235732602808728
13179,"Liberty, GA",0.008902034748982768
13181,"Lincoln, GA",-0.06699923352870518
13183,"Long, GA",-0.060233921598760065
13185,"Lowndes, GA",0.026738722057253694
13187,"Lumpkin, GA",-0.06148457070344315
13189,"McDuffie, GA",1.7887855545684062e-06
13191,"McIntosh, GA",-0.06308368116442964
13193,"Macon, GA",-0.0659847432926155
13195,"Madison, GA",-0.056986726173487656
13197,"Marion, GA",-0.06707891588572112
13199,"Meriwether, GA",-0.06363573618249052
13201,"Miller, GA",-0.06606362890456219
13205,"Mitchell, GA",-0.06536175876727546
13207,"Monroe, GA",-0.06513568353659338
13209,"Montgomery, GA",-0.06110577058852262
13211,"Morgan, GA",-0.06293851121268423
13213,"Murray, GA",-0.05895941430425122
13215,"Muscogee, GA",0.04561078822541509
13217,"Newton, GA",-0.03963883585708228
13219,"Oconee, GA",-0.055659788656681086
13221,"Oglethorpe, GA",-0.06145155771053756
13223,"Paulding, GA",-0.05767860780050438
13225,"Peach, GA",-0.024639885668937156
13227,"Pickens, GA",-0.06685856193935624
13229,"Pierce, GA",-0.06138288302170014
13231,"Pike, GA",-0.061765258795474565
13233,"Polk, GA",0.055151664207579554
13235,"Pulaski, GA",-0.06722762280299177
13237,"Putnam, GA",-0.06510974497432132
13239,"Quitman, GA",-0.06957949394030183
13241,"Rabun, GA",-0.06631526070508953
13243,"Randolph, GA",-0.06918546400307568
13245,"Richmond, GA",-0.019772592681621348
13247,"Rockdale, GA",-0.031032343062302403
13249,"Schley, GA",-0.06886237785893623
13251,"Screven, GA",-0.06542472235745078
13253,"Seminole, GA",-0.06566651045403649
13255,"Spalding, GA",-0.0351687264147682
13257,"Stephens, GA",-0.011121922675298657
13259,"Stewart, GA",-0.06792418631809916
13261,"Sumter, GA",-0.0676103049368767
13263,"Talbot, GA",-0.06642227513387822
13265,"Taliaferro, GA",-0.06626850465565182
13267,"Tattnall, GA",-0.06328648940407544
13269,"Taylor, GA",-0.06479938316634537
13271,"Telfair, GA",-0.06656693662253832
13273,"Terrell, GA",-0.06601378093517074
13275,"Thomas, GA",-0.03848964200186189
13277,"Tift, GA",-0.02388232299891191
13279,"Toombs, GA",-0.0411124374619487
13281,"Towns, GA",-0.06454502247217586
13283,"Treutlen, GA",-0.06506190489991415
13285,"Troup, GA",-0.030828716470470918
13287,"Turner, GA",-0.06461245798889914
13289,"Twiggs, GA",-0.05683838122945306
13291,"Union, GA",-0.06464723524593818
13293,"Upson, GA",-0.0670635127227247
13295,"Walker, GA",-0.04295653419823309
13297,"Walton, GA",-0.04741009429659038
13299,"Ware, GA",-0.011305931424106186
13301,"Warren, GA",-0.01857631493289602
13303,"Washington, GA",-0.034304873684678605
13305,"Wayne, GA",-0.06792418631809916
13307,"Webster, GA",-0.06792418631809916
13309,"Wheeler, GA",-0.06626850465565182
13311,"White, GA",-0.04038826805301199
13313,"Whitfield, GA",-0.013564533094046038
13315,"Wilcox, GA",-0.06514436896865372
13317,"Wilkes, GA",-0.06792418631809916
13319,"Wilkinson, GA",-0.06549088769104128
13321,"Worth, GA",-0.061905408306256016
15001,"Hawaii, HI",0.015542538426912111
15003,"Honolulu, HI",0.5264882225627971
15007,"Kauai, HI",0.01745757830685979
16001,"Ada, ID",-0.017984183742373316
16003,"Adams, ID",-0.07024078313395732
16005,"Bannock, ID",0.02601878708494998
16007,"Bear Lake, ID",-0.06792418631809916
16009,"Benewah, ID",-0.06866348788268706
16011,"Bingham, ID",-0.06172188368652065
16013,"Blaine, ID",-0.06957949394030183
16015,"Boise, ID",-0.06792418631809916
16017,"Bonner, ID",-0.052397543582863526
16019,"Bonneville, ID",-0.04815356602428256
16021,"Boundary, ID",-0.06957949394030183
16023,"Butte, ID",-0.06626850465565182
16025,"Camas, ID",-0.06957949394030183
16027,"Canyon, ID",-0.02179054710302064
16029,"Caribou, ID",-0.042417497690074635
16031,"Cassia, ID",-0.07103331945546842
16033,"Clark, ID",-0.06957949394030183
16035,"Clearwater, ID",-0.06957949394030183
16037,"Custer, ID",-0.021456896992519514
16039,"Elmore, ID",-0.05222247675219782
16041,"Franklin, ID",-0.06708458644842863
16043,"Fremont (includes Yellowstone Park), ID",-0.06971525805690215
16045,"Gem, ID",-0.06626850465565182
16047,"Gooding, ID",-0.06957949394030183
16049,"Idaho, ID",-0.06970818268768952
16051,"Jefferson, ID",-0.06648002583407708
16053,"Jerome, ID",-0.07123441849453949
16055,"Kootenai, ID",-0.046933825046564626
16057,"Latah, ID",0.02818669698297005
16059,"Lemhi, ID",-0.07123441849453949
16061,"Lewis, ID",-0.06865527685329509
16063,"Lincoln, ID",-0.07123441849453949
16065,"Madison, ID",-0.06817970408861163
16067,"Minidoka, ID",-0.07029730159365366
16069,"Nez Perce, ID",0.10312174564656496
16071,"Oneida, ID",-0.06792418631809916
16073,"Owyhee, ID",-0.06472887466768107
16075,"Payette, ID",-0.012314352620695468
16077,"Power, ID",-0.06164532709746995
16079,"Shoshone, ID",-0.0672588854568148
16081,"Teton, ID",-0.06957949394030183
16083,"Twin Falls, ID",-0.07123441849453949
16085,"Valley, ID",-0.0708549127384881
16087,"Washington, ID",-0.06621449989359973
17001,"Adams, IL",0.11657501392470682
17003,"Alexander, IL",0.028267421134893667
17005,"Bond, IL",0.04353929599780981
17007,"Boone, IL",0.04907538071440509
17009,"Brown, IL",-0.06957949394030183
17011,"Bureau, IL",-0.03998063202327373
17013,"Calhoun, IL",-0.06402709875552315
17015,"Carroll, IL",-0.06617887721531923
17017,"Cass, IL",-0.06865721640920375
17019,"Champaign, IL",0.252837656154544
17021,"Christian, IL",0.031095401996773298
17023,"Clark, IL",-0.06467294857686778
17025,"Clay, IL",0.06975396612755702
17027,"Clinton, IL",-0.0030032605102650045
17029,"Coles, IL",0.04486777344328141
17031,"Cook, IL",0.6247278824384004
17033,"Crawford, IL",-0.026060177945708585
17035,"Cumberland, IL",-0.045876373200079756
17037,"DeKalb, IL",0.061883356908140064
17039,"De Witt, IL",0.02754351891905671
17041,"Douglas, IL",-0.02489021475765818
17043,"DuPage, IL",0.3448336578500346
17045,"Edgar, IL",0.06309998232914515
17047,"Edwards, IL",-0.06626850465565182
17049,"Effingham, IL",-0.00339293511342309
17051,"Fayette, IL",-0.03820177383441814
17053,"Ford, IL",-0.06362053093522047
17055,"Franklin, IL",0.02389069758742024
17057,"Fulton, IL",-0.002730000546561917
17059,"Gallatin, IL",-0.0630626984605992
17061,"Greene, IL",-0.011595019178573418
17063,"Grundy, IL",0.01591982850790541
17065,"Hamilton, IL",-0.06416172282321864
17067,"Hancock, IL",-0.05879590113064159
17069,"Hardin, IL",-0.06709660184262245
17071,"Henderson, IL",-0.060869551403740285
17073,"Henry, IL",0.047619940675178496
17075,"Iroquois, IL",-0.015200008242138408
17077,"Jackson, IL",0.020355080435612738
17079,"Jasper, IL",0.019239841812579428
17081,"Jefferson, IL",0.05692638026832464
17083,"Jersey, IL",-0.06338942536572101
17085,"Jo Daviess, IL",-0.05883205361942623
17087,"Johnson, IL",-0.06459376676342876
17089,"Kane, IL",0.21630556238961396
17091,"Kankakee, IL",0.09928578482108352
17093,"Kendall, IL",0.002303440791299405
17095,"Knox, IL",-0.00881031865929649
17097,"Lake, IL",0.2141234248892927
17099,"LaSalle, IL",0.08112034280916336
17101,"Lawrence, IL",0.023251879269784448
17103,"Lee, IL",0.011329623553971713
17105,"Livingston, IL",-0.00619817768866282
17107,"Logan, IL",-0.06651656924889149
17109,"McDonough, IL",0.02763667757725008
