GeoFIPS,GeoName,expected_agricultural_loss_rate
5021,"Clay, AR",-0.03537828393953735
5023,"Cleburne, AR",0.002055527995588058
5025,"Cleveland, AR",-0.040807217772835025
5027,"Columbia, AR",0.04054660344143657
5029,"Conway, AR",0.012850923612086396
5031,"Craighead, AR",-0.026129906407646564
5033,"Crawford, AR",0.16031540062958438
5035,"Crittenden, AR",-0.02738063808283242
5037,"Cross, AR",-0.01599312990633861
5039,"Dallas, AR",-0.050729508803347256
5041,"Desha, AR",-0.06419664791898372
5043,"Drew, AR",-0.05243526995266756
5045,"Faulkner, AR",0.014883461030480882
5047,"Franklin, AR",0.1602139844915691
5049,"Fulton, AR",-0.03694816394684375
5051,"Garland, AR",-0.017031142807947264
5053,"Grant, AR",0.0026018315902440747
5055,"Greene, AR",-0.04605337345926985
5057,"Hempstead, AR",0.07499340739355653
5059,"Hot Spring, AR",-0.027615761072941725
5061,"Howard, AR",0.06955038803023972
5063,"Independence, AR",-0.00931335955254764
5065,"Izard, AR",-0.04097790460150774
5067,"Jackson, AR",0.00704887784099939
5069,"Jefferson, AR",-0.05773571028194313
5071,"Johnson, AR",0.014252350498978217
5073,"Lafayette, AR",0.056569432032840705
5075,"Lawrence, AR",-0.05648246753048558
5077,"Lee, AR",0.00791125533056558
5079,"Lincoln, AR",-0.052225181970143475
5081,"Little River, AR",0.048323476550787614
5083,"Logan, AR",0.09078441692021144
5085,"Lonoke, AR",-0.005094365039745918
5087,"Madison, AR",0.006531084014979482
5089,"Marion, AR",0.003672263691966382
5091,"Miller, AR",-0.01681932654390006
5093,"Mississippi, AR",0.046078763550814195
5095,"Monroe, AR",-0.0724940194070024
5097,"Montgomery, AR",0.05636609054813402
5099,"Nevada, AR",0.05889298220869077
5101,"Newton, AR",0.032454700470863296
5103,"Ouachita, AR",-0.028309597957361432
5105,"Perry, AR",0.014381711001959063
5107,"Phillips, AR",-0.046572525064266235
5109,"Pike, AR",0.04611285037196211
5111,"Poinsett, AR",-0.0070260666452968135
5113,"Polk, AR",0.054394220672328686
5115,"Pope, AR",0.020839327797626872
5117,"Prairie, AR",0.004291429903782618
5119,"Pulaski, AR",-0.054487678781523496
5121,"Randolph, AR",-0.05822566006859131
5123,"St. Francis, AR",-0.001488498167026897
5125,"Saline, AR",-0.004121501272542183
5127,"Scott, AR",0.16410880089455837
5129,"Searcy, AR",0.01548039437039228
5131,"Sebastian, AR",0.09979860600209922
5133,"Sevier, AR",0.07406215766789925
5135,"Sharp, AR",-0.039351725410106786
5137,"Stone, AR",-0.020992329085543937
5139,"Union, AR",-0.03362959599151327
5141,"Van Buren, AR",0.006578855548018181
5143,"Washington, AR",-0.014469336025979995
5145,"White, AR",-0.005631192574795718
5147,"Woodruff, AR",-0.0724940194070024
5149,"Yell, AR",-0.007261470527479941
6001,"Alameda, CA",0.046362893529386495
6003,"Alpine, CA",-0.0724940194070024
6005,"Amador, CA",0.9446350697382571
6007,"Butte, CA",0.5102127297684103
6009,"Calaveras, CA",0.9790325239382258
6011,"Colusa, CA",0.7650881582888516
6013,"Contra Costa, CA",0.3627309918625341
6015,"Del Norte, CA",-0.0655464611630906
6017,"El Dorado, CA",0.6205606086852122
6019,"Fresno, CA",-0.030005233532081954
6021,"Glenn, CA",0.7593476034453068
6023,"Humboldt, CA",-0.0724940194070024
6025,"Imperial, CA",-0.06423488430671376
6027,"Inyo, CA",-0.05994514225772096
6029,"Kern, CA",-0.05804052410886107
6031,"Kings, CA",0.010214832238870208
6033,"Lake, CA",0.44727560039824343
6035,"Lassen, CA",0.802688114447887
6037,"Los Angeles, CA",-0.07227185649807866
6039,"Madera, CA",0.01187075121575809
6041,"Marin, CA",0.06662250603891162
6043,"Mariposa, CA",-0.013601721583957338
6045,"Mendocino, CA",0.25156873501989296
6047,"Merced, CA",0.007346252972108447
6049,"Modoc, CA",0.8356713225500727
6051,"Mono, CA",0.18369607618508565
6053,"Monterey, CA",-0.056339304643082566
6055,"Napa, CA",0.5448107795657837
6057,"Nevada, CA",0.2765429739690852
6059,"Orange, CA",-0.07161216046323127
6061,"Placer, CA",0.5264736030329296
6063,"Plumas, CA",0.6011511669230163
6065,"Riverside, CA",-0.0696027843472693
6067,"Sacramento, CA",0.2653572015494552
6069,"San Benito, CA",-0.03089382707566901
6071,"San Bernardino, CA",-0.060462499209748
6073,"San Diego, CA",-0.07032566501948123
6075,"San Francisco, CA",-0.0724940194070024
6077,"San Joaquin, CA",-0.027396798615597073
6079,"San Luis Obispo, CA",-0.007561365194893255
6081,"San Mateo, CA",0.005153182053323713
6083,"Santa Barbara, CA",0.5120986503301033
6085,"Santa Clara, CA",-0.06685358090609439
6087,"Santa Cruz, CA",-0.04140209141302731
6089,"Shasta, CA",0.26353954254522516
6091,"Sierra, CA",0.6249193107603097
6093,"Siskiyou, CA",0.29526478547535984
6095,"Solano, CA",0.46316667162298764
6097,"Sonoma, CA",0.4207705796722401
6099,"Stanislaus, CA",-0.017483972345465504
6101,"Sutter, CA",0.7957878324363805
6103,"Tehama, CA",0.7287358008271101
6105,"Trinity, CA",0.14809620203354146
6107,"Tulare, CA",-0.0724940194070024
6109,"Tuolumne, CA",0.9148127077268193
6111,"Ventura, CA",-0.07062163887232609
6113,"Yolo, CA",0.5743950017555695
6115,"Yuba, CA",0.6783162750026939
8001,"Adams, CO*",-0.06370720928930762
8003,"Alamosa, CO",-0.03534032752677596
8005,"Arapahoe, CO",-0.07154602275859356
8007,"Archuleta, CO",-0.056210317349183025
8009,"Baca, CO",-0.01512496763956217
8011,"Bent, CO",0.0009983230713119795
8013,"Boulder, CO*",-0.06323429178103135
8015,"Chaffee, CO",-0.04833053749610661
8017,"Cheyenne, CO",-0.014459913237664823
8019,"Clear Creek, CO",-0.06903397142635515
8021,"Conejos, CO",-0.03051379513485486
8023,"Costilla, CO",-0.024180689718766413
8025,"Crowley, CO",0.009734781743674148
8027,"Custer, CO",-0.010210911647786536
8029,"Delta, CO",-0.045519610384579634
8031,"Denver, CO",-0.0724940194070024
8033,"Dolores, CO",-0.04677000309592827
8035,"Douglas, CO",-0.06050488242990226
8037,"Eagle, CO",-0.05983037842273509
8039,"Elbert, CO",-0.036806564069267855
8041,"El Paso, CO",-0.0645734715926376
8043,"Fremont, CO",-0.0345590855472937
8045,"Garfield, CO",-0.048424000157466396
8047,"Gilpin, CO",-0.06102475377992156
8049,"Grand, CO",-0.058279760292753835
8051,"Gunnison, CO",-0.05312804482220135
8053,"Hinsdale, CO",-0.0724940194070024
8055,"Huerfano, CO",-0.004204373117174698
8057,"Jackson, CO",-0.049898738976679846
8059,"Jefferson, CO*",-0.06733768365135073
8061,"Kiowa, CO",-0.009441299036031303
8063,"Kit Carson, CO",-0.048219530734630034
8065,"Lake, CO",-0.0724940194070024
8067,"La Plata, CO",-0.05462857080730865
8069,"Larimer, CO",-0.06577049779970046
8071,"Las Animas, CO",-0.046161912286020845
8073,"Lincoln, CO",-0.054696974998217573
8075,"Logan, CO",-0.0624559208638964
8077,"Mesa, CO",-0.05286115497645427
8079,"Mineral, CO",-0.06639068203973053
8081,"Moffat, CO",-0.0627913912002146
8083,"Montezuma, CO",-0.0461198355094099
8085,"Montrose, CO",-0.042963037652810065
8087,"Morgan, CO",-0.0641900959316345
8089,"Otero, CO",-0.0011045120587508395
8091,"Ouray, CO",-0.04569964730149878
8093,"Park, CO",-0.060428468165501736
8095,"Phillips, CO",-0.03683517958979865
8097,"Pitkin, CO",-0.05726933992091421
8099,"Prowers, CO",-0.04107185190456908
8101,"Pueblo, CO",-0.0575297709215018
8103,"Rio Blanco, CO",-0.027407292554586404
8105,"Rio Grande, CO",-0.022203367071382263
8107,"Routt, CO",-0.05745208463676765
8109,"Saguache, CO",-0.03411321302696135
8111,"San Juan, CO",-0.0724940194070024
8113,"San Miguel, CO",-0.05302890304779473
8115,"Sedgwick, CO",-0.046198070456189844
8117,"Summit, CO",-0.056883323712688894
8119,"Teller, CO",-0.053263024397482095
8121,"Washington, CO",-0.061663696166018744
8123,"Weld, CO*",-0.06834322242880164
8125,"Yuma, CO",-0.04416326541791782
9001,"Fairfield, CT",-0.05754293405900601
9003,"Hartford, CT",0.0699019223890518
9005,"Litchfield, CT",0.24631914536609956
9007,"Middlesex, CT",0.009862078565737509
9009,"New Haven, CT",-0.006363880003980693
9011,"New London, CT",-0.052669868615843884
9013,"Tolland, CT",-0.016504114777393553
9015,"Windham, CT",-0.062007517292570924
10001,"Kent, DE",-0.05622378879189838
10003,"New Castle, DE",-0.04407116511456577
10005,"Sussex, DE",-0.06370788024237439
11001,"District of Columbia, DC",-0.0724940194070024
12001,"Alachua, FL",-0.06777515979405879
12003,"Baker, FL",-0.06095479782634039
12005,"Bay, FL",-0.05607655525199462
12007,"Bradford, FL",-0.0611740762001739
12009,"Brevard, FL",-0.05206439370172666
12011,"Broward, FL",-0.06018139895102259
12013,"Calhoun, FL",0.11467325069658774
12015,"Charlotte, FL",-0.059872364505626385
12017,"Citrus, FL",-0.06873005953650257
12019,"Clay, FL",-0.06970159398397613
12021,"Collier, FL",-0.04614453737012103
12023,"Columbia, FL",-0.0606044669370529
12027,"DeSoto, FL",0.08103115196850208
12029,"Dixie, FL",-0.0628646215426425
12031,"Duval, FL",-0.07199148373992259
12033,"Escambia, FL",-0.05312184197402303
12035,"Flagler, FL",-0.07011840046192463
12037,"Franklin, FL",-0.0724940194070024
12039,"Gadsden, FL",0.1010441568507574
12041,"Gilchrist, FL",-0.0646656593232452
12043,"Glades, FL",0.19459963883984366
12045,"Gulf, FL",-0.0724940194070024
12047,"Hamilton, FL",-0.06011318158352619
12049,"Hardee, FL",0.0848099702423677
12051,"Hendry, FL",0.03490084938743099
12053,"Hernando, FL",-0.07117921789914339
12055,"Highlands, FL",0.08939550028881516
12057,"Hillsborough, FL",-0.03935538164169505
12059,"Holmes, FL",0.0777067676101133
12061,"Indian River, FL",0.03617924780051651
12063,"Jackson, FL",0.0833262701245927
12065,"Jefferson, FL",0.07423410706585787
12067,"Lafayette, FL",-0.06547188878856258
12069,"Lake, FL",-0.06728446063341698
12071,"Lee, FL",-0.052873983327467844
12073,"Leon, FL",-0.05067241482204543
12075,"Levy, FL",-0.06001051853038586
12077,"Liberty, FL",0.07105757201407337
12079,"Madison, FL",-0.06970393256056207
12081,"Manatee, FL",-0.03767262651226988
12083,"Marion, FL",-0.06524404764043468
12085,"Martin, FL",-0.021689734111894676
12086,"Miami-Dade, FL",-0.02273333325667537
12087,"Monroe, FL",-0.06618082869007536
12089,"Nassau, FL",-0.0674281203082241
12091,"Okaloosa, FL",-0.05186702238034968
12093,"Okeechobee, FL",0.05934499322184106
12095,"Orange, FL",-0.029995852163828607
12097,"Osceola, FL",0.006547416788839966
12099,"Palm Beach, FL",-0.05661094659766308
12101,"Pasco, FL",-0.025096233380120347
12103,"Pinellas, FL",-0.07120563355212606
12105,"Polk, FL",0.024486880155209167
12107,"Putnam, FL",-0.06141743830342694
12109,"St. Johns, FL",-0.0661993137386977
12111,"St. Lucie, FL",-0.0356152266671963
12113,"Santa Rosa, FL",-0.025320202263629965
12115,"Sarasota, FL",-0.05883725454560462
12117,"Seminole, FL",-0.04841089880457483
12119,"Sumter, FL",-0.06867607003807175
12121,"Suwannee, FL",-0.06597347209596316
12123,"Taylor, FL",-0.06067278486788186
12125,"Union, FL",-0.06463360159882314
12127,"Volusia, FL",-0.05172215908866029
12129,"Wakulla, FL",0.03648010799024659
12131,"Walton, FL",0.013053550088440113
12133,"Washington, FL",0.07361137306110965
13001,"Appling, GA",-0.016229811470706346
13003,"Atkinson, GA",-0.009619063040563924
13005,"Bacon, GA",-0.01551775504451347
13007,"Baker, GA",0.018850959342568974
13009,"Baldwin, GA",0.14590327081839494
13011,"Banks, GA",-0.03473443807999199
13013,"Barrow, GA",-0.01882258871624931
13015,"Bartow, GA",-0.036853848345021034
13017,"Ben Hill, GA",-0.0242146030160445
13019,"Berrien, GA",-0.05568846270904437
13021,"Bibb, GA",-0.026523765438404623
13023,"Bleckley, GA",0.15352599017458712
13025,"Brantley, GA",-0.0724940194070024
13027,"Brooks, GA",-0.05690987467002229
13029,"Bryan, GA",-0.055721995201210905
13031,"Bulloch, GA",0.1709264496666052
13033,"Burke, GA",0.283193627638761
13035,"Butts, GA",0.28297636708752205
13037,"Calhoun, GA",0.009250181594592233
13039,"Camden, GA",-0.06966339595755222
13043,"Candler, GA",0.2363237779222076
13045,"Carroll, GA",-0.031499273909999514
13047,"Catoosa, GA",-0.027034394701309417
13049,"Charlton, GA",-0.06198043821528898
13051,"Chatham, GA",-0.054889697832321116
13053,"Chattahoochee, GA",-0.07071807813289621
13055,"Chattooga, GA",-0.022049127862324158
13057,"Cherokee, GA",-0.04467778736826289
13059,"Clarke, GA",-0.05353355393321502
13061,"Clay, GA",0.17438337926275782
13063,"Clayton, GA",-0.06173925636627453
13065,"Clinch, GA",-0.03323083504219204
13067,"Cobb, GA",-0.0724940194070024
13069,"Coffee, GA",-0.016547694693273884
13071,"Colquitt, GA",-0.06897688440634131
13073,"Columbia, GA",0.0514756283303317
13075,"Cook, GA",-0.054102665896996194
13077,"Coweta, GA",-0.014517437009790135
13079,"Crawford, GA",-0.035119457321594494
13081,"Crisp, GA",0.06455067797318481
13083,"Dade, GA",-0.02690798090622759
13085,"Dawson, GA",-0.040504447967116386
13087,"Decatur, GA",0.0006976992074849697
13089,"DeKalb, GA",-0.06611909163018459
13091,"Dodge, GA",0.0030772243733911964
13093,"Dooly, GA",0.04445882010781643
13095,"Dougherty, GA",-0.03377237923846632
13097,"Douglas, GA",-0.029704896585300622
13099,"Early, GA",-0.006736856097579236
13101,"Echols, GA",-0.03796190540491562
13103,"Effingham, GA",0.1776462995656436
13105,"Elbert, GA",-0.04501547013614293
13107,"Emanuel, GA",0.04856935169342602
13109,"Evans, GA",-0.013026861001572354
13111,"Fannin, GA",-0.012737073139021726
13113,"Fayette, GA",0.0476020794339016
13115,"Floyd, GA",-0.024785841620231897
13117,"Forsyth, GA",-0.043205244433611734
13119,"Franklin, GA",-0.002649267294411839
13121,"Fulton, GA",-0.06813146743011067
13123,"Gilmer, GA",-0.021805517514218997
13125,"Glascock, GA",0.061659767635049434
13127,"Glynn, GA",-0.07032578228419684
13129,"Gordon, GA",-0.003049851279918969
13131,"Grady, GA",0.01582285254625937
13133,"Greene, GA",-0.03951719158612199
13135,"Gwinnett, GA",-0.05510381583472945
13137,"Habersham, GA",-0.009376377484976661
13139,"Hall, GA",-0.05620114553006961
13141,"Hancock, GA",0.04203245991548665
13143,"Haralson, GA",-0.031551233333327544
13145,"Harris, GA",0.14239380445886507
13147,"Hart, GA",-0.04745097443264512
13149,"Heard, GA",-0.006274619214027277
13151,"Henry, GA",0.11204453003076575
13153,"Houston, GA",-0.0065715452855972245
13155,"Irwin, GA",-0.04878475807352278
13157,"Jackson, GA",-0.03628112506566583
13159,"Jasper, GA",0.004950940872939569
13161,"Jeff Davis, GA",-0.01865738967993713
13163,"Jefferson, GA",-0.0015613999030295034
13165,"Jenkins, GA",0.2636280363057797
13167,"Johnson, GA",0.03700567120125675
13169,"Jones, GA",0.11498895857582392
13171,"Lamar, GA",-0.008438677947009587
13173,"Lanier, GA",-0.03634172731263219
13175,"Laurens, GA",0.001642014877036857
13177,"Lee, GA",-0.002896479020965348
13179,"Liberty, GA",-0.06874239006012384
13181,"Lincoln, GA",-0.048917481419362696
13183,"Long, GA",-0.02322799467206016
13185,"Lowndes, GA",-0.05107183004429661
13187,"Lumpkin, GA",-0.017117204623367077
13189,"McDuffie, GA",-0.0724940194070024
13191,"McIntosh, GA",-0.0724940194070024
13193,"Macon, GA",-0.029515532612074624
13195,"Madison, GA",-0.04187516629299792
13197,"Marion, GA",0.04242427628392664
13199,"Meriwether, GA",0.07315944917753003
13201,"Miller, GA",0.008089497472782314
13205,"Mitchell, GA",0.0024854457662686347
13207,"Monroe, GA",-0.019611638168602452
13209,"Montgomery, GA",-0.015061660597303517
13211,"Morgan, GA",-0.0238889603534278
13213,"Murray, GA",-0.02194559440882815
13215,"Muscogee, GA",-0.06748491939910839
13217,"Newton, GA",0.0038674018766042817
13219,"Oconee, GA",-0.01761934565744583
13221,"Oglethorpe, GA",-0.05392161945995522
13223,"Paulding, GA",-0.025561059586575063
13225,"Peach, GA",0.03445395095363879
13227,"Pickens, GA",-0.029087828084722878
13229,"Pierce, GA",-0.02221741307328573
13231,"Pike, GA",0.030334900227171335
13233,"Polk, GA",-0.020480266993952445
13235,"Pulaski, GA",0.04642193330790767
13237,"Putnam, GA",-0.002104133831339894
13239,"Quitman, GA",-0.0724940194070024
13241,"Rabun, GA",-0.0724940194070024
13243,"Randolph, GA",-0.009946403321987485
13245,"Richmond, GA",-0.024787379481703953
13247,"Rockdale, GA",-0.057779624387933604
13249,"Schley, GA",0.03819929885704765
13251,"Screven, GA",0.23278901973798538
13253,"Seminole, GA",0.01006951876866058
13255,"Spalding, GA",0.003102278924378865
13257,"Stephens, GA",-0.013283382404090105
13259,"Stewart, GA",0.20993023172152303
13261,"Sumter, GA",0.025358137191587193
13263,"Talbot, GA",0.24358288918498539
13265,"Taliaferro, GA",-0.04156433233098722
13267,"Tattnall, GA",-0.023990991034391285
13269,"Taylor, GA",0.04916166323332538
13271,"Telfair, GA",-0.02716562904362696
13273,"Terrell, GA",-0.003447353549190235
13275,"Thomas, GA",-0.0019025528865640462
13277,"Tift, GA",0.0378225083931214
13279,"Toombs, GA",-0.05794977471166041
13281,"Towns, GA",0.024332437574896115
13283,"Treutlen, GA",0.16538759741249698
13285,"Troup, GA",0.060026325247189094
13287,"Turner, GA",0.008651797334612077
13289,"Twiggs, GA",0.09066085905900634
13291,"Union, GA",-0.021778573449555028
13293,"Upson, GA",-0.009001807730820044
13295,"Walker, GA",-0.030342280401611244
13297,"Walton, GA",0.015374278990967438
13299,"Ware, GA",-0.0337326203351358
13301,"Warren, GA",0.17026583176468946
13303,"Washington, GA",0.05638488212968351
13305,"Wayne, GA",-0.0357195906448059
13307,"Webster, GA",0.02501523328337396
13309,"Wheeler, GA",-0.008894946469414022
13311,"White, GA",-0.030708108768802922
13313,"Whitfield, GA",-0.054452782750367246
13315,"Wilcox, GA",-0.02980262447293558
13317,"Wilkes, GA",-0.04740192775651486
13319,"Wilkinson, GA",0.035788800862315284
13321,"Worth, GA",0.13049760192565762
15001,"Hawaii, HI",-0.07158542949681157
15003,"Honolulu, HI",-0.07222705644267124
15007,"Kauai, HI",-0.056502008842769014
16001,"Ada, ID",-0.06277866812872734
16003,"Adams, ID",-0.05142393133542289
16005,"Bannock, ID",-0.04529199635325787
16007,"Bear Lake, ID",-0.006191445394117312
16009,"Benewah, ID",-0.06339789684347408
16011,"Bingham, ID",0.022531012082899204
16013,"Blaine, ID",-0.0012633953298308853
16015,"Boise, ID",-0.06759709046081541
16017,"Bonner, ID",-0.05675677655505884
16019,"Bonneville, ID",-0.006160638338427948
16021,"Boundary, ID",-0.044736782650955154
16023,"Butte, ID",0.0638210876036911
16025,"Camas, ID",0.005100546930481675
16027,"Canyon, ID",-0.05550910908700357
16029,"Caribou, ID",0.01608927383458214
16031,"Cassia, ID",0.007834053889333337
16033,"Clark, ID",0.07263122780207953
16035,"Clearwater, ID",-0.06462102515253532
16037,"Custer, ID",-0.012437804413556686
16039,"Elmore, ID",-0.03757108297757328
16041,"Franklin, ID",0.003176275494808145
16043,"Fremont (includes Yellowstone Park), ID",0.028235504793634902
16045,"Gem, ID",-0.060749486391424745
16047,"Gooding, ID",0.007268673434168038
16049,"Idaho, ID",-0.06763492668474946
16051,"Jefferson, ID",0.042789970148890966
16053,"Jerome, ID",-0.003254418673035442
16055,"Kootenai, ID",-0.06520049860793786
16057,"Latah, ID",-0.06221708050237529
16059,"Lemhi, ID",-0.010858128019901492
16061,"Lewis, ID",-0.061662416835643
16063,"Lincoln, ID",-0.004774292557986004
16065,"Madison, ID",0.021432349294068676
16067,"Minidoka, ID",0.013522783591019882
16069,"Nez Perce, ID",-0.06607801938649949
16071,"Oneida, ID",0.009325410972922388
16073,"Owyhee, ID",-0.04222411096057144
16075,"Payette, ID",-0.054328965144069485
16077,"Power, ID",0.00943287871308196
16079,"Shoshone, ID",-0.06947211411992149
16081,"Teton, ID",0.010848253333614055
16083,"Twin Falls, ID",-0.012411730962657797
16085,"Valley, ID",-0.05383320982391526
16087,"Washington, ID",-0.043324949100570276
17001,"Adams, IL",-0.04376486084452036
17003,"Alexander, IL",-0.007157662017625577
17005,"Bond, IL",-0.03100114764811901
17007,"Boone, IL",-0.061727879871503966
17009,"Brown, IL",-0.027732837835730106
17011,"Bureau, IL",-0.02438975149930367
17013,"Calhoun, IL",-0.031064331932475375
17015,"Carroll, IL",-0.021127107315534355
17017,"Cass, IL",-0.009839076955674653
17019,"Champaign, IL",-0.03941162002903553
17021,"Christian, IL",-0.04846332447424406
17023,"Clark, IL",-0.02355075437667331
17025,"Clay, IL",-0.02535746561481611
17027,"Clinton, IL",-0.02254200088416536
17029,"Coles, IL",-0.012120146383334363
17031,"Cook, IL",-0.0696287098051126
17033,"Crawford, IL",-0.029272235598996388
17035,"Cumberland, IL",-0.015968685346445577
17037,"DeKalb, IL",-0.05887496557049832
17039,"De Witt, IL",-0.03628229449416431
17041,"Douglas, IL",-0.011059988533714371
17043,"DuPage, IL",-0.07137536308127024
17045,"Edgar, IL",-0.0724940194070024
17047,"Edwards, IL",-0.017764791391450263
17049,"Effingham, IL",-0.014267737316003726
17051,"Fayette, IL",-0.03701641793762189
17053,"Ford, IL",-0.04738931816945635
17055,"Franklin, IL",-0.05141262202560859
17057,"Fulton, IL",-0.05790107113152454
17059,"Gallatin, IL",-0.053560053853415335
17061,"Greene, IL",-0.045724857962328724
17063,"Grundy, IL",-0.04669152530505427
17065,"Hamilton, IL",-0.05006015305901934
17067,"Hancock, IL",-0.047053650451253315
17069,"Hardin, IL",-0.0724940194070024
17071,"Henderson, IL",-0.03346380086458245
17073,"Henry, IL",-0.01201312054483028
17075,"Iroquois, IL",-0.0589609500543774
17077,"Jackson, IL",-0.05502860042834068
17079,"Jasper, IL",-0.02971151587472287
17081,"Jefferson, IL",-0.03841858440781287
17083,"Jersey, IL",-0.0350474362635852
17085,"Jo Daviess, IL",-0.04760988330158411
17087,"Johnson, IL",-6.36423096433969e-05
17089,"Kane, IL",-0.05817312406357833
17091,"Kankakee, IL",-0.06194260619875003
17093,"Kendall, IL",-0.06212444882589285
17095,"Knox, IL",-0.05758543049071718
17097,"Lake, IL",-0.06479379243689343
