GeoFIPS,GeoName,homeownership_rate
2060,"Bristol Bay Borough, AK",-0.3701286533595427
2068,"Denali Borough, AK",0.2191734200525377
2070,"Dillingham Census Area, AK",-0.17858910908216286
2090,"Fairbanks North Star Borough, AK",-0.2714681896370653
2100,"Haines Borough, AK",-0.07763888545313202
2110,"Juneau City and Borough, AK",-0.15832201374369936
2122,"Kenai Peninsula Borough, AK",0.07622118392825317
2130,"Ketchikan Gateway Borough, AK*",-0.1456088866127716
2150,"Kodiak Island Borough, AK",-0.36154969964771067
2164,"Lake and Peninsula Borough, AK",-0.15542600071383883
2170,"Matanuska-Susitna Borough, AK",0.07934890365149205
2180,"Nome Census Area, AK",-0.2013120741386495
2185,"North Slope Borough, AK",-0.44377170987260917
2188,"Northwest Arctic Borough, AK",-0.26713907551359994
2220,"Sitka City and Borough, AK",-0.18408092525433506
2240,"Southeast Fairbanks Census Area, AK",-0.010689632585767495
2290,"Yukon-Koyukuk Census Area, AK",0.03213292055623662
4001,"Apache, AZ",0.1553683657734175
4003,"Cochise, AZ",-0.05137184062567579
4005,"Coconino, AZ",-0.25161935850128236
4007,"Gila, AZ",0.07501025546731177
4009,"Graham, AZ",-0.02780851412994323
4011,"Greenlee, AZ",-0.36179075955411144
4012,"La Paz, AZ",-0.018244773161523398
4013,"Maricopa, AZ",-0.17638778062212346
4015,"Mohave, AZ",-0.020653115877159567
4017,"Navajo, AZ",-0.035445205325910445
4019,"Pima, AZ",-0.16979387810961055
4021,"Pinal, AZ",0.10775998334860226
4023,"Santa Cruz, AZ",-0.10696549415670231
4025,"Yavapai, AZ",-0.010562938818721723
4027,"Yuma, AZ",-0.08594777769347961
5001,"Arkansas, AR",-0.1194676385361717
5003,"Ashley, AR",0.021126155032124005
5005,"Baxter, AR",0.05936219292036271
5007,"Benton, AR",-0.11449835426907096
5009,"Boone, AR",-0.0448995333696236
5011,"Bradley, AR",-0.15533822414858567
5013,"Calhoun, AR",0.23697369367084264
5015,"Carroll, AR",0.06563104085635385
5017,"Chicot, AR",-0.09527306595632812
5019,"Clark, AR",-0.2565713221430209
5021,"Clay, AR",-0.04188854840063316
5023,"Cleburne, AR",0.09608062587762278
5025,"Cleveland, AR",0.18381850532457356
5027,"Columbia, AR",-0.019975780895106432
5029,"Conway, AR",-0.11274729169310838
5031,"Craighead, AR",-0.27850503635733814
5033,"Crawford, AR",0.06870226412955271
5035,"Crittenden, AR",-0.3018201759490412
5037,"Cross, AR",-0.13467523157512762
5039,"Dallas, AR",0.018107131098897167
5041,"Desha, AR",-0.18409704312352526
5043,"Drew, AR",-0.09761845968297223
5045,"Faulkner, AR",-0.20842874634434194
5047,"Franklin, AR",-0.04715215790328675
5049,"Fulton, AR",0.21415781864365302
5051,"Garland, AR",-0.09937890180123943
5053,"Grant, AR",0.07660110946300414
5055,"Greene, AR",-0.13897771018957672
5057,"Hempstead, AR",-0.0858390204052647
5059,"Hot Spring, AR",0.12191575218210793
5061,"Howard, AR",-0.08646316093428852
5063,"Independence, AR",-0.045795994397669904
5065,"Izard, AR",0.09909037307653179
5067,"Jackson, AR",-0.08338260437231193
5069,"Jefferson, AR",-0.1752961905167233
5071,"Johnson, AR",-0.04910446713340466
5073,"Lafayette, AR",0.10672907055843939
5075,"Lawrence, AR",-0.06434296028680231
5077,"Lee, AR",-0.2290677047465326
5079,"Lincoln, AR",0.13393728062742882
5081,"Little River, AR",0.16051186739151624
5083,"Logan, AR",-0.013106192888161061
5085,"Lonoke, AR",-0.007975226409636993
5087,"Madison, AR",0.1561728463508354
5089,"Marion, AR",0.15163477851451712
5091,"Miller, AR",-0.15375962684292044
5093,"Mississippi, AR",-0.28427281072805277
5095,"Monroe, AR",-0.18056518478426797
5097,"Montgomery, AR",0.13781434959033922
5099,"Nevada, AR",-0.09570866069785267
5101,"Newton, AR",0.1260789085634757
5103,"Ouachita, AR",-0.013797808696760616
5105,"Perry, AR",0.10329820996192507
5107,"Phillips, AR",-0.3826726773233512
5109,"Pike, AR",0.08096059472334893
5111,"Poinsett, AR",-0.16085039798051237
5113,"Polk, AR",0.08998963647421121
5115,"Pope, AR",-0.01515590801461264
5117,"Prairie, AR",0.05394441217836343
5119,"Pulaski, AR",-0.278732358565679
5121,"Randolph, AR",0.010780156570400212
5123,"St. Francis, AR",-0.3595669088536022
5125,"Saline, AR",0.11269948664429763
5127,"Scott, AR",0.023466512537987816
5129,"Searcy, AR",0.019740921848734994
5131,"Sebastian, AR",-0.25545379524761136
5133,"Sevier, AR",-0.17058262844901306
5135,"Sharp, AR",0.12590556277867004
5137,"Stone, AR",0.01804851348511627
5139,"Union, AR",0.036868469418322114
5141,"Van Buren, AR",0.08769884419665397
5143,"Washington, AR",-0.35031976839390044
5145,"White, AR",-0.09828689657521239
5147,"Woodruff, AR",-0.048652876754662455
5149,"Yell, AR",-0.08449119574773689
6001,"Alameda, CA",-0.36062724224504583
6003,"Alpine, CA",0.18052128193141326
6005,"Amador, CA",0.11464931139534285
6007,"Butte, CA",-0.28495591081122895
6009,"Calaveras, CA",0.174591327592849
6011,"Colusa, CA",-0.21953193780653968
6013,"Contra Costa, CA",-0.11407645703274227
6015,"Del Norte, CA",-0.08903151597873171
6017,"El Dorado, CA",0.07000625684462336
6019,"Fresno, CA",-0.35715048639361047
6021,"Glenn, CA",-0.23312548225412255
6023,"Humboldt, CA",-0.29460173802073786
6025,"Imperial, CA",-0.28755674145876975
6027,"Inyo, CA",-0.16521166936530773
6029,"Kern, CA",-0.26313367803910626
6031,"Kings, CA",-0.3489763780914782
6033,"Lake, CA",-0.07242163988375239
6035,"Lassen, CA",-0.05434730696197454
6037,"Los Angeles, CA",-0.48596436978461555
6039,"Madera, CA",-0.12998406754285452
6041,"Marin, CA",-0.1776361859787955
6043,"Mariposa, CA",-0.023129316409910006
6045,"Mendocino, CA",-0.24430115838183708
6047,"Merced, CA",-0.39910556967412814
6049,"Modoc, CA",0.036280558643103644
6051,"Mono, CA",-0.1384976194656694
6053,"Monterey, CA",-0.3982704923992103
6055,"Napa, CA",-0.14290068585920634
6057,"Nevada, CA",0.053320107252327054
6059,"Orange, CA",-0.30564991717508083
6061,"Placer, CA",0.013583645517053045
6063,"Plumas, CA",-0.008032013736478993
6065,"Riverside, CA",-0.09154027234806361
6067,"Sacramento, CA",-0.290699421548982
6069,"San Benito, CA",-0.1016976614419276
6071,"San Bernardino, CA",-0.24016819905947673
6073,"San Diego, CA",-0.3575348289466854
6075,"San Francisco, CA",-0.5991782781430033
6077,"San Joaquin, CA",-0.2658989669463816
6079,"San Luis Obispo, CA",-0.2035150067247795
6081,"San Mateo, CA",-0.2540791920711868
6083,"Santa Barbara, CA",-0.3826823646258002
6085,"Santa Clara, CA",-0.32064977470479217
6087,"Santa Cruz, CA",-0.2409276791699737
6089,"Shasta, CA",-0.1622233494387163
6091,"Sierra, CA",0.12351573625506473
6093,"Siskiyou, CA",-0.11670893480049105
6095,"Solano, CA",-0.20159343237623306
6097,"Sonoma, CA",-0.22285080048647854
6099,"Stanislaus, CA",-0.258232415584181
6101,"Sutter, CA",-0.2518415359458491
6103,"Tehama, CA",-0.1100919598926996
6105,"Trinity, CA",-0.04770971368411603
6107,"Tulare, CA",-0.2979904026703545
6109,"Tuolumne, CA",0.040454483030137656
6111,"Ventura, CA",-0.18178049155123865
6113,"Yolo, CA",-0.3975355257479317
6115,"Yuba, CA",-0.21959872989240992
8001,"Adams, CO*",-0.0951758851903044
8003,"Alamosa, CO",-0.3352600183881659
8005,"Arapahoe, CO",-0.1559792441474902
8007,"Archuleta, CO",-0.017662666185829123
8009,"Baca, CO",-0.006093051133357896
8011,"Bent, CO",-0.2650080396625586
8013,"Boulder, CO*",-0.19880424472913305
8015,"Chaffee, CO",-0.012421546683587414
8017,"Cheyenne, CO",0.042508978606452086
8019,"Clear Creek, CO",0.14382634235268377
8021,"Conejos, CO",0.11511215096258232
8023,"Costilla, CO",0.05510631459216997
8025,"Crowley, CO",-0.1194833041486677
8027,"Custer, CO",0.2811324138139859
8029,"Delta, CO",0.019662685747248165
8031,"Denver, CO",-0.43337743381130156
8033,"Dolores, CO",0.3171807995186733
8035,"Douglas, CO",0.11369284475818642
8037,"Eagle, CO",-0.03089473721752789
8039,"Elbert, CO",0.379564306919834
8041,"El Paso, CO",-0.1350450590947918
8043,"Fremont, CO",0.044109332751888664
8045,"Garfield, CO",-0.08033554632400286
8047,"Gilpin, CO",0.22329357652381088
8049,"Grand, CO",-0.016286327942469536
8051,"Gunnison, CO",-0.17554697447597478
8053,"Hinsdale, CO",0.1560704661034309
8055,"Huerfano, CO",0.04392136775251787
8057,"Jackson, CO",0.0397729143567207
8059,"Jefferson, CO*",-0.03871016202625188
8061,"Kiowa, CO",0.04953820315222934
8063,"Kit Carson, CO",-0.1470575922706555
8065,"Lake, CO",0.11720713221502943
8067,"La Plata, CO",-0.013553523344485563
8069,"Larimer, CO",-0.14321739744304507
8071,"Las Animas, CO",-0.05599513824068114
8073,"Lincoln, CO",-0.10078080397185141
8075,"Logan, CO",-0.08072441329085112
8077,"Mesa, CO",-0.04556208920591254
8079,"Mineral, CO",0.017553105972060612
8081,"Moffat, CO",-0.12895249933224184
8083,"Montezuma, CO",-0.005401934341084269
8085,"Montrose, CO",0.049795439536292285
8087,"Morgan, CO",-0.1753101579037758
8089,"Otero, CO",-0.0919986444521168
8091,"Ouray, CO",0.06788667235506263
8093,"Park, CO",0.3525406582918742
8095,"Phillips, CO",-0.01966113995837193
8097,"Pitkin, CO",-0.08804611278413621
8099,"Prowers, CO",-0.04946089360127548
8101,"Pueblo, CO",-0.14161743306114338
8103,"Rio Blanco, CO",0.06861504421475506
8105,"Rio Grande, CO",-0.017315046609548634
8107,"Routt, CO",0.07057371168838777
8109,"Saguache, CO",-0.022719721186938657
8111,"San Juan, CO",-0.2927652340353205
8113,"San Miguel, CO",-0.23809647767552222
8115,"Sedgwick, CO",-0.08543951703371067
8117,"Summit, CO",-0.08484001433525123
8119,"Teller, CO",0.140471716774224
8121,"Washington, CO",-0.06381496198565373
8123,"Weld, CO*",0.04192445539383205
8125,"Yuma, CO",-0.029268432949444145
9001,"Fairfield, CT",-0.12120265001171371
9003,"Hartford, CT",-0.1578670121278929
9005,"Litchfield, CT",0.07157041413652743
9007,"Middlesex, CT",0.028307701690949205
9009,"New Haven, CT",-0.20911589576224476
9011,"New London, CT",-0.10857277273222077
9013,"Tolland, CT",-0.04781264878979308
9015,"Windham, CT",-0.07033568615493702
10001,"Kent, DE",-0.049174215058231496
10003,"New Castle, DE",-0.10258652430766513
10005,"Sussex, DE",0.16905608747190004
11001,"District of Columbia, DC",-0.5551672377544791
12001,"Alachua, FL",-0.33868252807530785
12003,"Baker, FL",0.08053680817723619
12005,"Bay, FL",-0.09896335828535752
12007,"Bradford, FL",-0.10633144440615905
12009,"Brevard, FL",0.06968794785870935
12011,"Broward, FL",-0.1980335435888757
12013,"Calhoun, FL",0.13185287796915235
12015,"Charlotte, FL",0.18625440011296468
12017,"Citrus, FL",0.21702103992582034
12019,"Clay, FL",0.07062774234741931
12021,"Collier, FL",0.02085339711128209
12023,"Columbia, FL",-0.020530438079223834
12027,"DeSoto, FL",-0.037048577492622026
12029,"Dixie, FL",0.25727652488863595
12031,"Duval, FL",-0.3009603317046221
12033,"Escambia, FL",-0.19552428327128402
12035,"Flagler, FL",0.11182003323924894
12037,"Franklin, FL",0.11071109102914378
12039,"Gadsden, FL",0.010675868424467216
12041,"Gilchrist, FL",0.18579834394904915
12043,"Glades, FL",0.17849564183631572
12045,"Gulf, FL",0.11533650625759106
12047,"Hamilton, FL",-0.013932819632571425
12049,"Hardee, FL",-0.11989269037319672
12051,"Hendry, FL",-0.06764010771266238
12053,"Hernando, FL",0.12743984174649214
12055,"Highlands, FL",0.07843140357570788
12057,"Hillsborough, FL",-0.2533539649856609
12059,"Holmes, FL",0.06805209443064086
12061,"Indian River, FL",0.13687276873589194
12063,"Jackson, FL",0.005888224865733704
12065,"Jefferson, FL",0.07409053613660599
12067,"Lafayette, FL",0.08668220576569041
12069,"Lake, FL",0.052990428957383484
12071,"Lee, FL",-0.0009339906594689751
12073,"Leon, FL",-0.3817536872069185
12075,"Levy, FL",0.13831121222575815
12077,"Liberty, FL",0.12190655471596501
12079,"Madison, FL",-0.016700590083336908
12081,"Manatee, FL",0.03799045977389892
12083,"Marion, FL",0.06910464630620905
12085,"Martin, FL",0.12963096693075582
12086,"Miami-Dade, FL",-0.3945851748484922
12087,"Monroe, FL",-0.22596467712291857
12089,"Nassau, FL",0.18313409715511608
12091,"Okaloosa, FL",-0.1408743959319123
12093,"Okeechobee, FL",0.0024053944344379907
12095,"Orange, FL",-0.3132129066301633
12097,"Osceola, FL",-0.1335367268840082
12099,"Palm Beach, FL",-0.0655797052709356
12101,"Pasco, FL",0.019795809202066916
12103,"Pinellas, FL",-0.08109132575894751
12105,"Polk, FL",-0.0713824252578219
12107,"Putnam, FL",-0.017160502657242116
12109,"St. Johns, FL",0.17503866556896308
12111,"St. Lucie, FL",0.06316116443563469
12113,"Santa Rosa, FL",0.10856338974575186
12115,"Sarasota, FL",0.06376678304381
12117,"Seminole, FL",-0.13358396626158286
12119,"Sumter, FL",0.28071145919752105
12121,"Suwannee, FL",0.017503545525685782
12123,"Taylor, FL",0.08909727262232803
12125,"Union, FL",-0.0805615782481719
12127,"Volusia, FL",-0.023758118820124685
12129,"Wakulla, FL",0.21486723540868358
12131,"Walton, FL",0.07805875222101011
12133,"Washington, FL",0.14710934447954727
13001,"Appling, GA",0.006012537448911948
13003,"Atkinson, GA",-0.06463116404756242
13005,"Bacon, GA",0.00496941626312708
13007,"Baker, GA",-0.12814271757360285
13009,"Baldwin, GA",-0.20166296721308719
13011,"Banks, GA",0.054676776374776415
13013,"Barrow, GA",0.1154708570056906
13015,"Bartow, GA",-0.03808158124941863
13017,"Ben Hill, GA",-0.27102396535886375
13019,"Berrien, GA",-0.07935290268133188
13021,"Bibb, GA",-0.37763128487132
13023,"Bleckley, GA",-0.003162875101912488
13025,"Brantley, GA",0.11087387822526518
13027,"Brooks, GA",-0.06704095441459834
13029,"Bryan, GA",0.0013942894761396207
13031,"Bulloch, GA",-0.3737397086349602
13033,"Burke, GA",0.010912948510830134
13035,"Butts, GA",-0.01566338599469208
13037,"Calhoun, GA",-0.09096651525167154
13039,"Camden, GA",-0.18738953493043953
13043,"Candler, GA",-0.27647366119094485
13045,"Carroll, GA",-0.08089304646338125
13047,"Catoosa, GA",0.018587849061199258
13049,"Charlton, GA",0.016248760427808095
13051,"Chatham, GA",-0.3145037467155206
13053,"Chattahoochee, GA",-0.7510708855482413
13055,"Chattooga, GA",-0.09824745079801123
13057,"Cherokee, GA",0.07782501549331355
13059,"Clarke, GA",-0.5571686658936221
13061,"Clay, GA",0.006358784621646851
13063,"Clayton, GA",-0.39240080521199194
13065,"Clinch, GA",-0.02077558252182199
13067,"Cobb, GA",-0.1288944320757256
13069,"Coffee, GA",-0.15971208401873005
13071,"Colquitt, GA",-0.1609203789606526
13073,"Columbia, GA",0.14246813821552462
13075,"Cook, GA",-0.16470864855514689
13077,"Coweta, GA",0.060954308937903656
13079,"Crawford, GA",0.09724747027199565
13081,"Crisp, GA",-0.33837920909174046
13083,"Dade, GA",-0.010206214493117538
13085,"Dawson, GA",0.13278460218502852
13087,"Decatur, GA",-0.21482085841950238
13089,"DeKalb, GA",-0.308628762679964
13091,"Dodge, GA",-0.09157810984118586
13093,"Dooly, GA",-0.002364915450809635
13095,"Dougherty, GA",-0.4924570725931977
13097,"Douglas, GA",-0.13818172773400872
13099,"Early, GA",-0.07828671261956865
13101,"Echols, GA",-0.02831354135326003
13103,"Effingham, GA",0.07193808224677789
13105,"Elbert, GA",-0.043590914389779356
13107,"Emanuel, GA",-0.2462405838236742
13109,"Evans, GA",-0.20221542396776693
13111,"Fannin, GA",0.10280662051806866
13113,"Fayette, GA",0.16512747242529136
13115,"Floyd, GA",-0.19770093423062662
13117,"Forsyth, GA",0.2299169460362147
13119,"Franklin, GA",-0.030174640425382315
13121,"Fulton, GA",-0.3745666216573734
13123,"Gilmer, GA",0.04262745229234133
13125,"Glascock, GA",-0.018653940381515466
13127,"Glynn, GA",-0.11977643657873283
13129,"Gordon, GA",-0.08627865430878678
13131,"Grady, GA",-0.14684695982663454
13133,"Greene, GA",0.1081778660529833
13135,"Gwinnett, GA",-0.1161800454254216
13137,"Habersham, GA",0.10226895071024544
13139,"Hall, GA",-0.05771304276662714
13141,"Hancock, GA",0.033717306958560345
13143,"Haralson, GA",-0.06372842761266773
13145,"Harris, GA",0.3072889853375065
13147,"Hart, GA",0.017715505024410882
13149,"Heard, GA",-0.05202167340961217
13151,"Henry, GA",-0.021651260426394092
13153,"Houston, GA",-0.13077771547564798
13155,"Irwin, GA",-6.362757067712721e-05
13157,"Jackson, GA",0.1279151821792892
13159,"Jasper, GA",0.14542378599577854
13161,"Jeff Davis, GA",-0.06905801516197607
13163,"Jefferson, GA",-0.155453279035895
13165,"Jenkins, GA",0.13705637654892944
13167,"Johnson, GA",0.013705579407495394
13169,"Jones, GA",0.17514434531536494
13171,"Lamar, GA",0.01984940848518124
13173,"Lanier, GA",-0.155968585254173
13175,"Laurens, GA",-0.15980261130220863
13177,"Lee, GA",0.06453501168448139
13179,"Liberty, GA",-0.4647173606226739
13181,"Lincoln, GA",0.009623148457969632
13183,"Long, GA",-0.20584950421772585
13185,"Lowndes, GA",-0.3605207791594499
13187,"Lumpkin, GA",0.07141291473347833
13189,"McDuffie, GA",-0.05514538105749767
13191,"McIntosh, GA",0.17210341214161584
13193,"Macon, GA",-0.2605772311990905
13195,"Madison, GA",-0.012558458680404061
13197,"Marion, GA",0.05705997465961121
13199,"Meriwether, GA",-0.0785374672166873
13201,"Miller, GA",-0.130090508750214
13205,"Mitchell, GA",-0.20577670436199436
13207,"Monroe, GA",0.19655382749251205
13209,"Montgomery, GA",0.046986416858239455
13211,"Morgan, GA",0.05398217551488105
13213,"Murray, GA",0.014269026543290098
13215,"Muscogee, GA",-0.4504333870432585
13217,"Newton, GA",-0.0006478165809410408
13219,"Oconee, GA",0.21544343917558328
13221,"Oglethorpe, GA",0.11559641616412741
13223,"Paulding, GA",0.12079740497877633
13225,"Peach, GA",-0.14594732003142474
13227,"Pickens, GA",0.14964532164967914
13229,"Pierce, GA",0.062078255238665614
13231,"Pike, GA",0.23395293311398868
13233,"Polk, GA",-0.17575251376185363
13235,"Pulaski, GA",-0.0863587985880202
13237,"Putnam, GA",0.11173376449864758
13239,"Quitman, GA",0.08938263176749195
13241,"Rabun, GA",0.08531637868199304
13243,"Randolph, GA",-0.39583340083451457
13245,"Richmond, GA",-0.40355559760487003
13247,"Rockdale, GA",-0.14308157776200525
13249,"Schley, GA",-0.027834814802906283
13251,"Screven, GA",0.03962207499106363
13253,"Seminole, GA",-0.005863425578672032
13255,"Spalding, GA",-0.17395705596886524
13257,"Stephens, GA",0.012609607516884669
13259,"Stewart, GA",-0.08948417710468803
13261,"Sumter, GA",-0.2631185558456576
13263,"Talbot, GA",0.15065890932214265
13265,"Taliaferro, GA",0.04693777191455961
13267,"Tattnall, GA",-0.08007937707820378
13269,"Taylor, GA",-0.2534448885268047
13271,"Telfair, GA",-0.06008254601282237
13273,"Terrell, GA",-0.25864291975512965
13275,"Thomas, GA",-0.18685043992578432
13277,"Tift, GA",-0.22194686878037606
13279,"Toombs, GA",-0.19492098117726364
13281,"Towns, GA",0.11898329967786037
13283,"Treutlen, GA",-0.16499635519580758
13285,"Troup, GA",-0.2761465685778426
13287,"Turner, GA",-0.11764352473647188
13289,"Twiggs, GA",0.29907408380475764
13291,"Union, GA",0.15918017842144772
13293,"Upson, GA",-0.15263428098143383
13295,"Walker, GA",0.03354622220492831
13297,"Walton, GA",0.05643145655244308
13299,"Ware, GA",-0.1879119660210049
13301,"Warren, GA",-0.12528265115145287
13303,"Washington, GA",-0.128935155531959
13305,"Wayne, GA",-0.22780488763754236
13307,"Webster, GA",0.2201179548597929
13309,"Wheeler, GA",-0.049139891219003085
13311,"White, GA",0.09629208780255816
13313,"Whitfield, GA",-0.12580986400541216
13315,"Wilcox, GA",0.029319280233192524
13317,"Wilkes, GA",-0.1410705348385537
13319,"Wilkinson, GA",0.1036578695509347
13321,"Worth, GA",-0.032625003344257886
15001,"Hawaii, HI",-0.05858765458837545
15003,"Honolulu, HI",-0.27878119209193997
15007,"Kauai, HI",-0.17216445294449623
16001,"Ada, ID",-0.03476300643374708
16003,"Adams, ID",0.1737021547918569
16005,"Bannock, ID",-0.08844953884586004
16007,"Bear Lake, ID",0.1482395573682609
16009,"Benewah, ID",0.03459524904408662
16011,"Bingham, ID",0.0878652582077355
16013,"Blaine, ID",0.048795933508857914
16015,"Boise, ID",0.243359801749218
16017,"Bonner, ID",0.10425528572049925
16019,"Bonneville, ID",-0.04505483000577526
16021,"Boundary, ID",0.08857332038341492
16023,"Butte, ID",0.13453067209749014
16025,"Camas, ID",-0.1046987422067307
16027,"Canyon, ID",-0.005624081592869534
16029,"Caribou, ID",0.168399323041994
16031,"Cassia, ID",-0.09776064165906673
16033,"Clark, ID",-0.1967198118676845
16035,"Clearwater, ID",0.0946611752221811
16037,"Custer, ID",0.09728018963323382
16039,"Elmore, ID",-0.1985809027249541
16041,"Franklin, ID",0.183846560858703
16043,"Fremont (includes Yellowstone Park), ID",0.2091187770434113
16045,"Gem, ID",0.058718397005042666
16047,"Gooding, ID",-0.018142781764746263
16049,"Idaho, ID",0.09229321526185696
16051,"Jefferson, ID",0.19213696857937923
16053,"Jerome, ID",-0.07512169481637421
16055,"Kootenai, ID",0.0014653181617734212
16057,"Latah, ID",-0.29258393783918246
16059,"Lemhi, ID",0.1936524059514424
16061,"Lewis, ID",0.03967513625400376
16063,"Lincoln, ID",-0.04254472440805768
16065,"Madison, ID",-0.4135617143523732
16067,"Minidoka, ID",-0.02858068605505859
16069,"Nez Perce, ID",0.002557339367678102
16071,"Oneida, ID",0.3030733651714921
16073,"Owyhee, ID",-0.0344396639880008
16075,"Payette, ID",-0.02439546437114959
16077,"Power, ID",-0.028799754212154083
16079,"Shoshone, ID",0.003935717227045554
16081,"Teton, ID",0.06266533246127204
16083,"Twin Falls, ID",-0.040707298272700476
16085,"Valley, ID",0.16664273229710047
16087,"Washington, ID",-0.005089667970513134
17001,"Adams, IL",-0.013920258974936761
17003,"Alexander, IL",0.05762638764344863
17005,"Bond, IL",0.058751145829006424
17007,"Boone, IL",0.19412382838373587
17009,"Brown, IL",0.019529594195492717
17011,"Bureau, IL",0.0477076410683146
17013,"Calhoun, IL",0.3535527633011668
17015,"Carroll, IL",0.11593360259296137
17017,"Cass, IL",0.103251458246012
17019,"Champaign, IL",-0.3692890601117016
17021,"Christian, IL",0.05860935488378338
17023,"Clark, IL",0.1456700786048828
17025,"Clay, IL",0.09949926607375637
17027,"Clinton, IL",0.14018440417373923
17029,"Coles, IL",-0.247524906679374
17031,"Cook, IL",-0.29633629018852603
17033,"Crawford, IL",0.10451984405648629
17035,"Cumberland, IL",0.15929321369418403
17037,"DeKalb, IL",-0.29097395782604996
17039,"De Witt, IL",0.07525718313433272
17041,"Douglas, IL",0.08567666144327846
17043,"DuPage, IL",0.010317846816768395
17045,"Edgar, IL",-0.009441499950090249
17047,"Edwards, IL",0.13742854606292032
17049,"Effingham, IL",0.08025393630981492
17051,"Fayette, IL",0.11738772991941748
17053,"Ford, IL",0.07049624563500201
17055,"Franklin, IL",0.03849383273245888
17057,"Fulton, IL",0.10171552307735054
17059,"Gallatin, IL",0.12751581109846288
17061,"Greene, IL",0.11675645855738304
17063,"Grundy, IL",0.0268035310306165
17065,"Hamilton, IL",0.10145579169590513
17067,"Hancock, IL",0.18083204529357966
17069,"Hardin, IL",0.09696614366505307
17071,"Henderson, IL",0.24636948349284915
17073,"Henry, IL",0.138658675589733
17075,"Iroquois, IL",0.0997975823060464
17077,"Jackson, IL",-0.43958788059779574
17079,"Jasper, IL",0.21229525912317615
17081,"Jefferson, IL",-0.022664228174310908
17083,"Jersey, IL",0.16535798561383852
17085,"Jo Daviess, IL",0.1273592414712228
17087,"Johnson, IL",0.24712404932437693
17089,"Kane, IL",0.048184046630985744
17091,"Kankakee, IL",-0.09921135599803754
17093,"Kendall, IL",0.2252916847916917
17095,"Knox, IL",-0.09982068162459923
17097,"Lake, IL",0.022273530244897755
17099,"LaSalle, IL",-0.005756626126923625
17101,"Lawrence, IL",0.05024323136055653
17103,"Lee, IL",-0.019654214000375814
17105,"Livingston, IL",-0.009782323029662532
17107,"Logan, IL",-0.029750503452616095
