GeoFIPS,GeoName,proximity_to_risk_management_plan_facilities
2170,"Matanuska-Susitna Borough, AK",-0.12110177313427495
2180,"Nome Census Area, AK",-0.15883015704741577
2185,"North Slope Borough, AK",-0.14585041249019737
2188,"Northwest Arctic Borough, AK",-0.15883015704741577
2220,"Sitka City and Borough, AK",0.13958783232171812
2240,"Southeast Fairbanks Census Area, AK",-0.15883015704741577
2290,"Yukon-Koyukuk Census Area, AK",-0.1581143925498646
4001,"Apache, AZ",-0.1527808130054885
4003,"Cochise, AZ",-0.14353386191206052
4005,"Coconino, AZ",-0.09829109162994543
4007,"Gila, AZ",-0.12674918430315296
4009,"Graham, AZ",-0.10251871583797056
4011,"Greenlee, AZ",-0.09159087647192565
4012,"La Paz, AZ",-0.13562682485416488
4013,"Maricopa, AZ",0.11459861135894611
4015,"Mohave, AZ",-0.12023808035265171
4017,"Navajo, AZ",-0.1434623428038294
4019,"Pima, AZ",-0.09371495318136469
4021,"Pinal, AZ",-0.0766248891868212
4023,"Santa Cruz, AZ",-0.10609078973204578
4025,"Yavapai, AZ",-0.15000620950222288
4027,"Yuma, AZ",0.22172292525784365
5001,"Arkansas, AR",-0.02673871762047242
5003,"Ashley, AR",-0.029437970073014186
5005,"Baxter, AR",-0.05409463363799494
5007,"Benton, AR",0.18233294274245226
5009,"Boone, AR",-0.1057949346287197
5011,"Bradley, AR",-0.15371259562491635
5013,"Calhoun, AR",-0.14652657385085022
5015,"Carroll, AR",0.022862521775117495
5017,"Chicot, AR",-0.14650157243403128
5019,"Clark, AR",-0.12384017362027566
5021,"Clay, AR",-0.14725071168692427
5023,"Cleburne, AR",-0.1331205357996138
5025,"Cleveland, AR",-0.1509871420314537
5027,"Columbia, AR",0.00816467926993436
5029,"Conway, AR",-0.0873737854654556
5031,"Craighead, AR",0.05803346899566142
5033,"Crawford, AR",0.0812412918547949
5035,"Crittenden, AR",-0.00028437994351016016
5037,"Cross, AR",-0.0999674825355491
5039,"Dallas, AR",-0.15200686980652955
5041,"Desha, AR",-0.14592765359318516
5043,"Drew, AR",-0.15398374490144284
5045,"Faulkner, AR",-0.002812943935610268
5047,"Franklin, AR",-0.0934819725648226
5049,"Fulton, AR",-0.15407320051968498
5051,"Garland, AR",-0.07988987642810841
5053,"Grant, AR",-0.14629104041914875
5055,"Greene, AR",0.01380631048660863
5057,"Hempstead, AR",-0.11772157732817456
5059,"Hot Spring, AR",-0.03539549077678972
5061,"Howard, AR",0.04956265928870551
5063,"Independence, AR",0.10947314766340699
5065,"Izard, AR",-0.1514145348931537
5067,"Jackson, AR",-0.1497409933389302
5069,"Jefferson, AR",-0.10578074328828202
5071,"Johnson, AR",0.016307429376053673
5073,"Lafayette, AR",-0.134987086208326
5075,"Lawrence, AR",-0.14378876432637855
5077,"Lee, AR",-0.14833686641188515
5079,"Lincoln, AR",-0.15168440297805896
5081,"Little River, AR",-0.04934961037146046
5083,"Logan, AR",-0.1034221795556598
5085,"Lonoke, AR",-0.14188757442062905
5087,"Madison, AR",-0.0921927947566884
5089,"Marion, AR",-0.14733881642342417
5091,"Miller, AR",-0.010887113159881445
5093,"Mississippi, AR",0.00942323411667334
5095,"Monroe, AR",-0.15194884645082818
5097,"Montgomery, AR",-0.1520379097318164
5099,"Nevada, AR",-0.14670555951701159
5101,"Newton, AR",-0.14965865551485014
5103,"Ouachita, AR",0.1085204711567842
5105,"Perry, AR",-0.14124042771407708
5107,"Phillips, AR",-0.017757256073436478
5109,"Pike, AR",-0.14943887363934527
5111,"Poinsett, AR",-0.14686212468915028
5113,"Polk, AR",-0.10026321274782524
5115,"Pope, AR",0.19151261543356046
5117,"Prairie, AR",-0.1483776363022692
5119,"Pulaski, AR",0.12404522279468022
5121,"Randolph, AR",-0.1257453531391466
5123,"St. Francis, AR",-0.058631854337634626
5125,"Saline, AR",-0.03130488020347033
5127,"Scott, AR",-0.019590536387124602
5129,"Searcy, AR",-0.15189111462398008
5131,"Sebastian, AR",0.18218000188589278
5133,"Sevier, AR",-0.03691804443456903
5135,"Sharp, AR",-0.1514658221745876
5137,"Stone, AR",-0.1497409933389302
5139,"Union, AR",0.18173874710755644
5141,"Van Buren, AR",-0.10436934695891154
5143,"Washington, AR",0.2503846859971133
5145,"White, AR",0.14229873793151326
5147,"Woodruff, AR",-0.023713207987358986
5149,"Yell, AR",0.05330593256999161
6001,"Alameda, CA",0.12322808807839314
6003,"Alpine, CA",-0.14366736026455074
6005,"Amador, CA",-0.01751043311076317
6007,"Butte, CA",-0.05848194222896774
6009,"Calaveras, CA",-0.05359312165200025
6011,"Colusa, CA",0.06873727941518193
6013,"Contra Costa, CA",0.11417915171978743
6015,"Del Norte, CA",-0.15687140625505258
6017,"El Dorado, CA",-0.0653321165941434
6019,"Fresno, CA",0.34982892334872484
6021,"Glenn, CA",0.06970360541071674
6023,"Humboldt, CA",-0.038225858976973726
6025,"Imperial, CA",0.42348920789241795
6027,"Inyo, CA",-0.14977761688243507
6029,"Kern, CA",0.26968000107099743
6031,"Kings, CA",0.2476011973129888
6033,"Lake, CA",-0.12192963237779442
6035,"Lassen, CA",-0.09884129072241288
6037,"Los Angeles, CA",0.33712952657863715
6039,"Madera, CA",0.08595908350501791
6041,"Marin, CA",-0.0951239269874381
6043,"Mariposa, CA",-0.1525821947116055
6045,"Mendocino, CA",0.0010881724175133556
6047,"Merced, CA",0.046409206071919895
6049,"Modoc, CA",-0.08552271139464063
6051,"Mono, CA",-0.03188679261876892
6053,"Monterey, CA",0.5022080926578434
6055,"Napa, CA",-0.07369289948584834
6057,"Nevada, CA",0.04520948035216543
6059,"Orange, CA",0.1899087918535587
6061,"Placer, CA",0.048501401218555174
6063,"Plumas, CA",-0.15441255960493372
6065,"Riverside, CA",0.09577107221415937
6067,"Sacramento, CA",0.22290289633874893
6069,"San Benito, CA",-0.09176637515128494
6071,"San Bernardino, CA",0.12917111109508683
6073,"San Diego, CA",-0.019965312519471312
6075,"San Francisco, CA",0.008736349852684455
6077,"San Joaquin, CA",0.42459343989219245
6079,"San Luis Obispo, CA",-0.10390242667412442
6081,"San Mateo, CA",-0.0275475607041189
6083,"Santa Barbara, CA",0.22418235187473834
6085,"Santa Clara, CA",0.03271489176579356
6087,"Santa Cruz, CA",0.15055752123282717
6089,"Shasta, CA",-0.007685235660219725
6091,"Sierra, CA",-0.14670555951701159
6093,"Siskiyou, CA",-0.0983812406661616
6095,"Solano, CA",0.1335109994942365
6097,"Sonoma, CA",-0.09553357053807687
6099,"Stanislaus, CA",0.4945111344820572
6101,"Sutter, CA",0.4981999912358974
6103,"Tehama, CA",-0.08535136191700443
6105,"Trinity, CA",-0.1531444881231444
6107,"Tulare, CA",0.3052865641103495
6109,"Tuolumne, CA",-0.13975591427495393
6111,"Ventura, CA",0.30765207899796154
6113,"Yolo, CA",0.3158450955908292
6115,"Yuba, CA",0.0054378380252979586
8001,"Adams, CO*",0.19232883441393422
8003,"Alamosa, CO",-0.1426779953900157
8005,"Arapahoe, CO",-0.006547754476276979
8007,"Archuleta, CO",-0.1530805304927606
8009,"Baca, CO",0.18544985706618666
8011,"Bent, CO",0.07554482847716115
8013,"Boulder, CO*",0.030551581719123755
8015,"Chaffee, CO",-0.15580334641003535
8017,"Cheyenne, CO",0.25607782617585406
8019,"Clear Creek, CO",-0.1488640578673539
8021,"Conejos, CO",-0.15114497576979047
8023,"Costilla, CO",-0.15580334641003535
8025,"Crowley, CO",-0.13758288498639315
8027,"Custer, CO",-0.15277360710753018
8029,"Delta, CO",0.02214255371521756
8031,"Denver, CO",0.3165916179311221
8033,"Dolores, CO",-0.057702603950840925
8035,"Douglas, CO",-0.11288337142709903
8037,"Eagle, CO",-0.07728418539964121
8039,"Elbert, CO",-0.14668206025834551
8041,"El Paso, CO",-0.06680741726820749
8043,"Fremont, CO",-0.0722323305919107
8045,"Garfield, CO",-0.062422585009097364
8047,"Gilpin, CO",-0.14366736026455074
8049,"Grand, CO",-0.15277360710753018
8051,"Gunnison, CO",-0.15458184635684258
8053,"Hinsdale, CO",-0.15580334641003535
8055,"Huerfano, CO",-0.15580334641003535
8057,"Jackson, CO",-0.12843680856228745
8059,"Jefferson, CO*",-0.005038787847244652
8061,"Kiowa, CO",0.1308005584107117
8063,"Kit Carson, CO",0.35780887999295286
8065,"Lake, CO",-0.15277360710753018
8067,"La Plata, CO",-0.13054592554767286
8069,"Larimer, CO",-0.06338068989635903
8071,"Las Animas, CO",-0.1582895541938124
8073,"Lincoln, CO",0.07733921730536286
8075,"Logan, CO",0.30844490627249943
8077,"Mesa, CO",0.014312321883409362
8079,"Mineral, CO",-0.15580334641003535
8081,"Moffat, CO",-0.11935017143697357
8083,"Montezuma, CO",-0.13940354104110186
8085,"Montrose, CO",0.022239178327090103
8087,"Morgan, CO",0.10610474689944915
8089,"Otero, CO",-0.03177133729410275
8091,"Ouray, CO",-0.15277360710753018
8093,"Park, CO",-0.15284859274090756
8095,"Phillips, CO",0.02034912522979737
8097,"Pitkin, CO",0.027263949665495613
8099,"Prowers, CO",0.024019487055533917
8101,"Pueblo, CO",0.006449020876121647
8103,"Rio Blanco, CO",-0.12907937055649799
8105,"Rio Grande, CO",-0.07424724536136063
8107,"Routt, CO",-0.10092422783666177
8109,"Saguache, CO",0.25609894329177885
8111,"San Juan, CO",-0.15580334641003535
8113,"San Miguel, CO",-0.15372925334202014
8115,"Sedgwick, CO",0.04772015087696446
8117,"Summit, CO",-0.15277360710753018
8119,"Teller, CO",-0.14485315831735146
8121,"Washington, CO",0.1318475415325886
8123,"Weld, CO*",0.22130105797668986
8125,"Yuma, CO",0.46315669120026315
10001,"Kent, DE",-0.040544550628768494
10003,"New Castle, DE",0.04522335462833782
10005,"Sussex, DE",-0.03717896742077431
11001,"District of Columbia, DC",0.040552738346366635
12001,"Alachua, FL",-0.009934916890379175
12003,"Baker, FL",-0.1200939428862331
12005,"Bay, FL",-0.04619066702697239
12007,"Bradford, FL",-0.014670608368914984
12009,"Brevard, FL",-0.02700348149679055
12011,"Broward, FL",0.16133758057506076
12013,"Calhoun, FL",-0.15277360710753018
12015,"Charlotte, FL",-0.10132106196983592
12017,"Citrus, FL",-0.1106521612614022
12019,"Clay, FL",-0.05145237631893118
12021,"Collier, FL",-0.04259264739042368
12023,"Columbia, FL",-0.010175075523467525
12027,"DeSoto, FL",0.043789307760070395
12029,"Dixie, FL",-0.14648422947926842
12031,"Duval, FL",0.3206744466363196
12033,"Escambia, FL",-0.027423338831967237
12035,"Flagler, FL",-0.08270773740081738
12037,"Franklin, FL",-0.1530877201149783
12039,"Gadsden, FL",0.01655776931593822
12041,"Gilchrist, FL",-0.054486049445527596
12043,"Glades, FL",-0.12727785907981637
12045,"Gulf, FL",0.015671412866407053
12047,"Hamilton, FL",-0.14100442789485512
12049,"Hardee, FL",-0.14017867955465724
12051,"Hendry, FL",-0.08188382082143875
12053,"Hernando, FL",-0.1385275690820651
12055,"Highlands, FL",-0.0982321636225254
12057,"Hillsborough, FL",0.1077721055398988
12059,"Holmes, FL",-0.14618620193592757
12061,"Indian River, FL",0.0519842610874548
12063,"Jackson, FL",-0.15232653211103997
12065,"Jefferson, FL",-0.1089369302203862
12067,"Lafayette, FL",-0.1488366654237775
12069,"Lake, FL",0.014439307363117493
12071,"Lee, FL",-0.02896983405912945
12073,"Leon, FL",-0.06371613073948479
12075,"Levy, FL",-0.1440975047457158
12077,"Liberty, FL",-0.15197439314833783
12079,"Madison, FL",-0.0835406681963462
12081,"Manatee, FL",-0.0074444582912636115
12083,"Marion, FL",-0.05970131060649453
12085,"Martin, FL",0.10219260224897342
12086,"Miami-Dade, FL",0.042915630713546093
12087,"Monroe, FL",-0.10145242663366816
12089,"Nassau, FL",0.04108871103173506
12091,"Okaloosa, FL",-0.05185980631682652
12093,"Okeechobee, FL",0.121410229187626
12095,"Orange, FL",0.27110603746387807
12097,"Osceola, FL",-0.03601623937644627
12099,"Palm Beach, FL",0.1549805607918564
12101,"Pasco, FL",-0.009011755564275137
12103,"Pinellas, FL",0.17637144642200475
12105,"Polk, FL",0.11904480305035436
12107,"Putnam, FL",-0.06917821780616706
12109,"St. Johns, FL",-0.08157134065403193
12111,"St. Lucie, FL",0.08131341156526517
12113,"Santa Rosa, FL",-0.06411561847882075
12115,"Sarasota, FL",0.08923665498458688
12117,"Seminole, FL",0.45727685654015615
12119,"Sumter, FL",-0.05598413559156079
12121,"Suwannee, FL",-0.14059081023007614
12123,"Taylor, FL",0.10459508602362488
12125,"Union, FL",-0.1330089928935595
12127,"Volusia, FL",0.012154058245944066
12129,"Wakulla, FL",-0.13193281769163911
12131,"Walton, FL",-0.10807738394022315
12133,"Washington, FL",-0.1512004664964699
13001,"Appling, GA",-0.1485340682014541
13003,"Atkinson, GA",-0.14670555951701159
13005,"Bacon, GA",-0.06015622521761832
13007,"Baker, GA",-0.14588516682224517
13009,"Baldwin, GA",-0.011104431915447632
13011,"Banks, GA",-0.10288539979773714
13013,"Barrow, GA",0.08747991381999376
13015,"Bartow, GA",0.05663352217136253
13017,"Ben Hill, GA",-0.05771313707425685
13019,"Berrien, GA",-0.14079307742617353
13021,"Bibb, GA",0.00037557982599878414
13023,"Bleckley, GA",-0.13670523891903497
13025,"Brantley, GA",-0.14529840836424723
13027,"Brooks, GA",-0.1306903157783249
13029,"Bryan, GA",-0.14299332954724242
13031,"Bulloch, GA",-0.11403435725587396
13033,"Burke, GA",-0.09702229871938384
13035,"Butts, GA",-0.06993345221538327
13037,"Calhoun, GA",-0.1512359775036628
13039,"Camden, GA",0.14286887777034907
13043,"Candler, GA",-0.13659003680930204
13045,"Carroll, GA",0.02132340679963529
13047,"Catoosa, GA",-0.1014921852514018
13049,"Charlton, GA",-0.14898425893412548
13051,"Chatham, GA",0.10834267652447682
13053,"Chattahoochee, GA",0.14270960103034147
13055,"Chattooga, GA",-0.08164285723994025
13057,"Cherokee, GA",-0.06944881616758103
13059,"Clarke, GA",0.1984062552215049
13061,"Clay, GA",-0.14670555951701159
13063,"Clayton, GA",0.18748885223531175
13065,"Clinch, GA",-0.15277360710753018
13067,"Cobb, GA",0.061247850409577254
13069,"Coffee, GA",0.10253229019293109
13071,"Colquitt, GA",0.16424376104727179
13073,"Columbia, GA",-0.06449201207508615
13075,"Cook, GA",-0.08578327063284186
13077,"Coweta, GA",-0.026011937636309712
13079,"Crawford, GA",-0.14171457753860972
13081,"Crisp, GA",0.047457159144048466
13083,"Dade, GA",-0.06620117978390838
13085,"Dawson, GA",-0.13975331960567172
13087,"Decatur, GA",-0.00012594245072494736
13089,"DeKalb, GA",0.08600994552986085
13091,"Dodge, GA",-0.14808743686735304
13093,"Dooly, GA",-0.00356609665838048
13095,"Dougherty, GA",0.15105827651252768
13097,"Douglas, GA",-0.04360779935964365
13099,"Early, GA",-0.15192398643550453
13101,"Echols, GA",-0.14480175815647955
13103,"Effingham, GA",-0.11207546642658728
13105,"Elbert, GA",-0.022196632822936713
13107,"Emanuel, GA",-0.09441457821182209
13109,"Evans, GA",0.04034268188725654
13111,"Fannin, GA",-0.12345573662987219
13113,"Fayette, GA",0.005535475120604927
13115,"Floyd, GA",0.039949364913939966
13117,"Forsyth, GA",-0.044621856652714786
13119,"Franklin, GA",-0.14799068631933143
13121,"Fulton, GA",0.15393261573788997
13123,"Gilmer, GA",-0.10130787220160709
13125,"Glascock, GA",-0.1497409933389302
13127,"Glynn, GA",0.1218967231527559
13129,"Gordon, GA",0.06570055364966954
13131,"Grady, GA",-0.14092100704402255
13133,"Greene, GA",-0.14954704311800338
13135,"Gwinnett, GA",0.08107585045897991
13137,"Habersham, GA",-0.059078551953953284
13139,"Hall, GA",0.310928748243124
13141,"Hancock, GA",-0.1470033441478149
13143,"Haralson, GA",-0.14173795693270497
13145,"Harris, GA",-0.12049584751986131
13147,"Hart, GA",-0.1476100154370844
13149,"Heard, GA",-0.12576032556853722
13151,"Henry, GA",-0.030730632405943648
13153,"Houston, GA",-0.07211869918379421
13155,"Irwin, GA",-0.038663537058802544
13157,"Jackson, GA",-0.07347401599437442
13159,"Jasper, GA",-0.1189122148301558
13161,"Jeff Davis, GA",-0.1326268043778288
13163,"Jefferson, GA",-0.1297749663175104
13165,"Jenkins, GA",-0.14869118000562842
13167,"Johnson, GA",-0.14821877057830524
13169,"Jones, GA",-0.12341749863875406
13171,"Lamar, GA",-0.08378728037637795
13173,"Lanier, GA",-0.14485603759785026
13175,"Laurens, GA",-0.04319458744746363
13177,"Lee, GA",-0.11793249471558487
13179,"Liberty, GA",-0.1397281756221731
13181,"Lincoln, GA",-0.10656700962509591
13183,"Long, GA",-0.14345107800856216
13185,"Lowndes, GA",-0.05156336459720279
13187,"Lumpkin, GA",-0.13914839227279086
13189,"McDuffie, GA",-0.0496209809494359
13191,"McIntosh, GA",-0.14684653517900226
13193,"Macon, GA",-0.011128453136331706
13195,"Madison, GA",-0.13636818864539657
13197,"Marion, GA",-0.06097905264634862
13199,"Meriwether, GA",-0.14070313275224566
13201,"Miller, GA",-0.14584955518394216
13205,"Mitchell, GA",-0.06985786684438777
13207,"Monroe, GA",-0.13259968617949458
13209,"Montgomery, GA",-0.1295520717952232
13211,"Morgan, GA",-0.11263781326758127
13213,"Murray, GA",-0.1266118666231414
13215,"Muscogee, GA",0.18803273349556404
13217,"Newton, GA",-0.004584306648541814
13219,"Oconee, GA",-0.10684622039088831
13221,"Oglethorpe, GA",-0.1384486652686443
13223,"Paulding, GA",-0.12640349822957253
13225,"Peach, GA",-0.13696219032537238
13227,"Pickens, GA",-0.1420178491204881
13229,"Pierce, GA",-0.09604997175924201
13231,"Pike, GA",-0.12727092365877835
13233,"Polk, GA",0.09333565473424033
13235,"Pulaski, GA",-0.10174253192606642
13237,"Putnam, GA",-0.1463685529975518
13239,"Quitman, GA",-0.10394432758651062
13241,"Rabun, GA",-0.11188158665339465
13243,"Randolph, GA",-0.1513300675667727
13245,"Richmond, GA",0.21782710964579177
13247,"Rockdale, GA",-0.05802093621939319
13249,"Schley, GA",-0.14103256463671887
13251,"Screven, GA",-0.12086813442702593
13253,"Seminole, GA",-0.14663840634476655
13255,"Spalding, GA",-0.09553928227409358
13257,"Stephens, GA",-0.1108048252222733
13259,"Stewart, GA",-0.14756346196669934
13261,"Sumter, GA",0.03980515988757216
13263,"Talbot, GA",-0.14673967018287704
13265,"Taliaferro, GA",-0.14366736026455074
13267,"Tattnall, GA",-0.14659021988472276
13269,"Taylor, GA",-0.1497409933389302
13271,"Telfair, GA",-0.0913247474033102
13273,"Terrell, GA",-0.07507156015633731
13275,"Thomas, GA",0.03646268627581439
13277,"Tift, GA",0.015407349630848444
13279,"Toombs, GA",-0.08416615149404938
13281,"Towns, GA",-0.1497409933389302
13283,"Treutlen, GA",-0.10166120894250841
13285,"Troup, GA",-0.0716316470015066
13287,"Turner, GA",-0.14852493888211582
13289,"Twiggs, GA",-0.13929935161424178
13291,"Union, GA",-0.1512325231413313
13293,"Upson, GA",0.03174368694621199
13295,"Walker, GA",-0.08132774863787395
13297,"Walton, GA",-0.0824914093272463
13299,"Ware, GA",0.15740247533407037
13301,"Warren, GA",-0.14212284215827897
13303,"Washington, GA",-0.03145942267886337
13305,"Wayne, GA",-0.011036517553868475
13307,"Webster, GA",-0.14818873527102472
13309,"Wheeler, GA",-0.14475526409718675
13311,"White, GA",-0.14333905220738274
13313,"Whitfield, GA",0.13330292451274128
13315,"Wilcox, GA",-0.11251239612669828
13317,"Wilkes, GA",-0.10497246569136309
13319,"Wilkinson, GA",-0.1473934086763159
13321,"Worth, GA",-0.14301693786657965
15001,"Hawaii, HI",-0.09452387988679567
15003,"Honolulu, HI",-0.06035421214354508
15007,"Kauai, HI",0.05150552166539901
16001,"Ada, ID",-0.03734935349835422
16003,"Adams, ID",-0.15701309518493833
16005,"Bannock, ID",0.01722467622770485
16007,"Bear Lake, ID",-0.15147700791011343
16009,"Benewah, ID",-0.14101028902450796
16011,"Bingham, ID",0.06343643986002312
16013,"Blaine, ID",-0.15580334641003535
16015,"Boise, ID",-0.1497409933389302
16017,"Bonner, ID",-0.15248487001678812
16019,"Bonneville, ID",-0.055612642187205075
16021,"Boundary, ID",-0.0899903137183572
16023,"Butte, ID",-0.15580334641003535
16025,"Camas, ID",-0.15277360710753018
16027,"Canyon, ID",0.13920904727410122
16029,"Caribou, ID",0.08867436799191086
16031,"Cassia, ID",0.3683507331734186
16033,"Clark, ID",-0.15580334641003535
16035,"Clearwater, ID",-0.139640290738824
16037,"Custer, ID",-0.15883015704741577
16039,"Elmore, ID",-0.14937361679753358
16041,"Franklin, ID",-0.13595152426046964
16043,"Fremont (includes Yellowstone Park), ID",-0.08904566201895925
16045,"Gem, ID",-0.14567805705067938
16047,"Gooding, ID",-0.12860768257201383
16049,"Idaho, ID",-0.028797394084941752
16051,"Jefferson, ID",-0.11778697281676365
16053,"Jerome, ID",0.018978074975427583
16055,"Kootenai, ID",-0.1031887368758645
16057,"Latah, ID",-0.07074802053789286
16059,"Lemhi, ID",-0.15883015704741577
16061,"Lewis, ID",0.03301878213094667
16063,"Lincoln, ID",-0.14670555951701159
16065,"Madison, ID",0.12282854348474648
16067,"Minidoka, ID",0.31374432672553065
16069,"Nez Perce, ID",0.21570992266849043
16071,"Oneida, ID",-0.15277360710753018
16073,"Owyhee, ID",-0.13585127371087335
16075,"Payette, ID",0.023677299562954612
16077,"Power, ID",-0.10584819288297687
16079,"Shoshone, ID",-0.15491099373363126
16081,"Teton, ID",-0.15580334641003535
16083,"Twin Falls, ID",0.1955522334664357
16085,"Valley, ID",-0.15813625050782387
16087,"Washington, ID",-0.14964203958872957
17001,"Adams, IL",0.04764480428182716
17003,"Alexander, IL",0.09563535197445283
17005,"Bond, IL",-0.04376771835944848
17007,"Boone, IL",0.223910450017617
17009,"Brown, IL",0.2217363220325399
17011,"Bureau, IL",0.08139469491963824
17013,"Calhoun, IL",-0.11620823440663508
17015,"Carroll, IL",0.01653567367577291
17017,"Cass, IL",0.16452876968514807
17019,"Champaign, IL",0.22896982620899653
17021,"Christian, IL",0.1241953456433369
17023,"Clark, IL",0.22087901315701552
17025,"Clay, IL",0.1452368638385937
17027,"Clinton, IL",-0.019129713340384713
17029,"Coles, IL",0.10284484977198649
17031,"Cook, IL",0.3506560744516707
17033,"Crawford, IL",0.07995146595027025
17035,"Cumberland, IL",0.058800380968262234
17037,"DeKalb, IL",0.10489493113672643
17039,"De Witt, IL",0.04731820509125839
17041,"Douglas, IL",0.05940670833971762
17043,"DuPage, IL",0.08203939749617262
17045,"Edgar, IL",0.094782807018579
17047,"Edwards, IL",0.041263211754129614
17049,"Effingham, IL",0.22286044300545083
17051,"Fayette, IL",0.061776296669161956
17053,"Ford, IL",0.07532971813071043
17055,"Franklin, IL",-0.11993753398577922
17057,"Fulton, IL",0.03092488845053687
17059,"Gallatin, IL",0.12621538283982492
17061,"Greene, IL",0.11133391737978915
17063,"Grundy, IL",0.16314052575495452
17065,"Hamilton, IL",-0.09328964171624932
17067,"Hancock, IL",0.10010737652482016
17069,"Hardin, IL",-0.14822324022014766
17071,"Henderson, IL",0.1852792126389926
17073,"Henry, IL",0.040673255767252225
17075,"Iroquois, IL",0.03362734147424895
17077,"Jackson, IL",-0.1298172238647265
17079,"Jasper, IL",0.061207138542358264
17081,"Jefferson, IL",-0.06722733839507389
17083,"Jersey, IL",0.08125242762273777
17085,"Jo Daviess, IL",0.046732098362753494
17087,"Johnson, IL",-0.046663006011127606
17089,"Kane, IL",0.2266153558446855
17091,"Kankakee, IL",0.23844803994400987
17093,"Kendall, IL",-0.024754539843074963
17095,"Knox, IL",0.010725878560982727
17097,"Lake, IL",-0.01972062476669334
17099,"LaSalle, IL",0.1590453793121105
17101,"Lawrence, IL",-0.09210248413686539
17103,"Lee, IL",0.03209461128561819
17105,"Livingston, IL",0.25311506049445254
17107,"Logan, IL",0.16497121852429908
17109,"McDonough, IL",0.29841861268819536
17111,"McHenry, IL",-0.0705277764367298
17113,"McLean, IL",0.01882003113692421
17115,"Macon, IL",0.18012490545694648
