GeoFIPS,GeoName,expected_building_loss_rate
5123,"St. Francis, AR",-0.05941144369859663
5125,"Saline, AR",-0.031093951172920242
5127,"Scott, AR",0.03555528033834254
5129,"Searcy, AR",0.1076662974821938
5131,"Sebastian, AR",-0.068729222864228
5133,"Sevier, AR",-0.040630520193931985
5135,"Sharp, AR",0.18498226144528873
5137,"Stone, AR",0.1732167647930416
5139,"Union, AR",-0.0007985570670361319
5141,"Van Buren, AR",0.13590228733643483
5143,"Washington, AR",-0.03223500183496064
5145,"White, AR",-0.045092684538113326
5147,"Woodruff, AR",0.06951809635277661
5149,"Yell, AR",0.08811516453922397
6001,"Alameda, CA",-0.12399830812255253
6003,"Alpine, CA",0.022022873830926937
6005,"Amador, CA",0.042993710463211876
6007,"Butte, CA",0.021815172985979236
6009,"Calaveras, CA",0.22927749218505622
6011,"Colusa, CA",-0.08578167706738216
6013,"Contra Costa, CA",-0.11455893867084166
6015,"Del Norte, CA",-0.028116733196440147
6017,"El Dorado, CA",0.001926872557676873
6019,"Fresno, CA",-0.10235841817536784
6021,"Glenn, CA",-0.11056326605661237
6023,"Humboldt, CA",-0.07599970028660774
6025,"Imperial, CA",-0.12907203693537517
6027,"Inyo, CA",-0.06641621345060555
6029,"Kern, CA",-0.08835196962566472
6031,"Kings, CA",-0.12175458956308338
6033,"Lake, CA",0.046698300789379754
6035,"Lassen, CA",0.1652577825400876
6037,"Los Angeles, CA",-0.11647151479831197
6039,"Madera, CA",0.11065764337224282
6041,"Marin, CA",-0.029309116423571258
6043,"Mariposa, CA",0.6326412227058542
6045,"Mendocino, CA",0.0013066990574146509
6047,"Merced, CA",-0.10666624130903346
6049,"Modoc, CA",0.38347695888049516
6051,"Mono, CA",0.029268905050299887
6053,"Monterey, CA",-0.10257238055703433
6055,"Napa, CA",-0.022990555020318104
6057,"Nevada, CA",0.05630311162019708
6059,"Orange, CA",-0.1109796055999892
6061,"Placer, CA",-0.09400146045613356
6063,"Plumas, CA",0.1845264241471849
6065,"Riverside, CA",0.046900333345982315
6067,"Sacramento, CA",-0.12762266754098506
6069,"San Benito, CA",0.06090618464213482
6071,"San Bernardino, CA",-0.05728669921332086
6073,"San Diego, CA",-0.02190769002027204
6075,"San Francisco, CA",-0.12983514917440941
6077,"San Joaquin, CA",-0.12854058468938023
6079,"San Luis Obispo, CA",-0.048350267571781624
6081,"San Mateo, CA",-0.11865802944536408
6083,"Santa Barbara, CA",-0.0968519755949
6085,"Santa Clara, CA",-0.11787967919909015
6087,"Santa Cruz, CA",0.01878240384454788
6089,"Shasta, CA",-0.03358886219988966
6091,"Sierra, CA",0.5355723860136574
6093,"Siskiyou, CA",0.050490517106059896
6095,"Solano, CA",-0.12261530729788728
6097,"Sonoma, CA",-0.04435007806806812
6099,"Stanislaus, CA",-0.12770870823570646
6101,"Sutter, CA",-0.12633444820194306
6103,"Tehama, CA",-0.018493995370286842
6105,"Trinity, CA",0.21866074000796676
6107,"Tulare, CA",-0.11169866980767396
6109,"Tuolumne, CA",0.20795383293500014
6111,"Ventura, CA",0.012735796835283919
6113,"Yolo, CA",-0.12683381356017498
6115,"Yuba, CA",-0.06762022323011951
8001,"Adams, CO*",0.026962283870705317
8003,"Alamosa, CO",-0.11668069061637043
8005,"Arapahoe, CO",0.07712138109658495
8007,"Archuleta, CO",-0.0358558965129826
8009,"Baca, CO",-0.03406655411769255
8011,"Bent, CO",-0.03905258035440751
8013,"Boulder, CO*",0.011274801086595065
8015,"Chaffee, CO",-0.09482734358710332
8017,"Cheyenne, CO",0.028398600732867818
8019,"Clear Creek, CO",0.16789222722724406
8021,"Conejos, CO",-0.12163183859814164
8023,"Costilla, CO",-0.08504523887546422
8025,"Crowley, CO",-0.029249024206020824
8027,"Custer, CO",0.08439634596659973
8029,"Delta, CO",-0.10564867157713709
8031,"Denver, CO",0.008635491919437799
8033,"Dolores, CO",-0.07548974280081167
8035,"Douglas, CO",-0.06300218922394918
8037,"Eagle, CO",-0.12141908993435357
8039,"Elbert, CO",-0.034864273036636195
8041,"El Paso, CO",-0.04257352951801141
8043,"Fremont, CO",-0.05704295893282729
8045,"Garfield, CO",-0.09412363878883934
8047,"Gilpin, CO",0.037222607520487117
8049,"Grand, CO",-0.08103545384307664
8051,"Gunnison, CO",-0.12463734971155804
8053,"Hinsdale, CO",-0.10833272911394232
8055,"Huerfano, CO",0.021949505606982944
8057,"Jackson, CO",-0.09959469103589702
8059,"Jefferson, CO*",0.08455076255711336
8061,"Kiowa, CO",-0.05545576077185843
8063,"Kit Carson, CO",-0.04224145256388501
8065,"Lake, CO",-0.12282963449688189
8067,"La Plata, CO",-0.016308307440486725
8069,"Larimer, CO",0.09454675135497848
8071,"Las Animas, CO",-0.02654740734239447
8073,"Lincoln, CO",0.02257890230284132
8075,"Logan, CO",0.06815866581667218
8077,"Mesa, CO",-0.11769397153930039
8079,"Mineral, CO",-0.07890454596718233
8081,"Moffat, CO",-0.09729878083525112
8083,"Montezuma, CO",-0.07576499220679445
8085,"Montrose, CO",-0.1153711852019097
8087,"Morgan, CO",0.1130949883637995
8089,"Otero, CO",-0.10316199606533294
8091,"Ouray, CO",-0.04321692592574555
8093,"Park, CO",0.0968738574313377
8095,"Phillips, CO",0.004227135976880403
8097,"Pitkin, CO",-0.11142820989723679
8099,"Prowers, CO",-0.023497071832809024
8101,"Pueblo, CO",-0.0098592960195526
8103,"Rio Blanco, CO",-0.027558579294828744
8105,"Rio Grande, CO",-0.089976408323026
8107,"Routt, CO",-0.10634029232735387
8109,"Saguache, CO",-0.11614816854309473
8111,"San Juan, CO",-0.08061125847161499
8113,"San Miguel, CO",-0.08876005740734194
8115,"Sedgwick, CO",0.05216043130197834
8117,"Summit, CO",-0.07997624900811695
8119,"Teller, CO",0.1299452667453671
8121,"Washington, CO",0.0986163617796676
8123,"Weld, CO*",-0.0069844275862287475
8125,"Yuma, CO",0.006735096659837625
10001,"Kent, DE",-0.10724387656269085
10003,"New Castle, DE",-0.11336008878128656
10005,"Sussex, DE",-0.0784255056858798
11001,"District of Columbia, DC",-0.11265106097129929
12001,"Alachua, FL",0.05919594128898109
12003,"Baker, FL",0.06407937470827618
12005,"Bay, FL",0.15619334159838005
12007,"Bradford, FL",0.01726842601734213
12009,"Brevard, FL",0.029247022997054062
12011,"Broward, FL",-0.10075663234892884
12013,"Calhoun, FL",0.4867329387213304
12015,"Charlotte, FL",0.15502783702079026
12017,"Citrus, FL",0.013357919188747402
12019,"Clay, FL",-0.012368775443109992
12021,"Collier, FL",-0.04564370543135221
12023,"Columbia, FL",-0.00877651001503732
12027,"DeSoto, FL",0.18048424643569438
12029,"Dixie, FL",0.22256099524594974
12031,"Duval, FL",-0.11491132889608513
12033,"Escambia, FL",0.23033836431323884
12035,"Flagler, FL",-0.004623641924338506
12037,"Franklin, FL",0.5044406612843904
12039,"Gadsden, FL",0.32253197809878276
12041,"Gilchrist, FL",0.06503512214133544
12043,"Glades, FL",0.340542505364684
12045,"Gulf, FL",0.4954546313795951
12047,"Hamilton, FL",-0.05169508747066853
12049,"Hardee, FL",0.02517709958526848
12051,"Hendry, FL",0.13299198150195135
12053,"Hernando, FL",-0.06539208607707525
12055,"Highlands, FL",0.1582203317052735
12057,"Hillsborough, FL",-0.0996666542441067
12059,"Holmes, FL",0.1373442713269064
12061,"Indian River, FL",0.4022986905985968
12063,"Jackson, FL",0.18205370621655947
12065,"Jefferson, FL",0.03144950095321053
12067,"Lafayette, FL",0.28295279465214684
12069,"Lake, FL",-0.03907102708132926
12071,"Lee, FL",0.10052758124104666
12073,"Leon, FL",-0.041352605787009944
12075,"Levy, FL",-0.013635917823951571
12077,"Liberty, FL",0.6543118985271847
12079,"Madison, FL",0.025063196247725683
12081,"Manatee, FL",-0.09661798331387927
12083,"Marion, FL",-0.023033971732179914
12085,"Martin, FL",0.3583301537438379
12086,"Miami-Dade, FL",-0.07250810149915599
12087,"Monroe, FL",0.007244022703300157
12089,"Nassau, FL",-0.02324351131554181
12091,"Okaloosa, FL",-0.07876289340230835
12093,"Okeechobee, FL",0.42010657045544164
12095,"Orange, FL",-0.07273276747798363
12097,"Osceola, FL",-0.018263262034676542
12099,"Palm Beach, FL",0.08579118494788895
12101,"Pasco, FL",-0.08010958049607475
12103,"Pinellas, FL",-0.1005056907627837
12105,"Polk, FL",-0.0465676302972009
12107,"Putnam, FL",0.07514298825394028
12109,"St. Johns, FL",0.058313476143842635
12111,"St. Lucie, FL",0.4333268552892233
12113,"Santa Rosa, FL",-0.048073973366477896
12115,"Sarasota, FL",-0.09534969049465092
12117,"Seminole, FL",0.030435659176072827
12119,"Sumter, FL",-0.058676682643527545
12121,"Suwannee, FL",0.018148375170120357
12123,"Taylor, FL",0.06632522730135881
12125,"Union, FL",0.09939970449397628
12127,"Volusia, FL",0.07814133181967664
12129,"Wakulla, FL",0.5682041390720833
12131,"Walton, FL",-0.02633148406988428
12133,"Washington, FL",0.3214512582825648
13001,"Appling, GA",-0.0962385185886504
13003,"Atkinson, GA",-0.08609678196889259
13005,"Bacon, GA",-0.0898616200655028
13007,"Baker, GA",0.18999386451902334
13009,"Baldwin, GA",-0.08825153524874974
13011,"Banks, GA",-0.06517392485697038
13013,"Barrow, GA",-0.07094837194075065
13015,"Bartow, GA",-0.048423949754229145
13017,"Ben Hill, GA",-0.07360777612000557
13019,"Berrien, GA",-0.09273287327411495
13021,"Bibb, GA",-0.08783978167291573
13023,"Bleckley, GA",-0.10247483095484877
13025,"Brantley, GA",-0.0547449243591428
13027,"Brooks, GA",-0.06145374604555065
13029,"Bryan, GA",-0.008466243303142496
13031,"Bulloch, GA",-0.1038990494086135
13033,"Burke, GA",-0.06828952637036989
13035,"Butts, GA",-0.07253773739567071
13037,"Calhoun, GA",0.151403423925502
13039,"Camden, GA",0.011443754559415265
13043,"Candler, GA",-0.09139303314535585
13045,"Carroll, GA",-0.014438169916049293
13047,"Catoosa, GA",-0.048492862809717874
13049,"Charlton, GA",-0.039201460040619085
13051,"Chatham, GA",-0.05955056700112604
13053,"Chattahoochee, GA",-0.09661137896877536
13055,"Chattooga, GA",0.012695590235510368
13057,"Cherokee, GA",-0.03688209207085824
13059,"Clarke, GA",-0.08196569629038442
13061,"Clay, GA",-0.060346839145082876
13063,"Clayton, GA",-0.05608487502416737
13065,"Clinch, GA",-0.05614909913141819
13067,"Cobb, GA",-0.0759520736571414
13069,"Coffee, GA",-0.09604357484018089
13071,"Colquitt, GA",-0.07046251512278212
13073,"Columbia, GA",-0.09880776107586109
13075,"Cook, GA",-0.060082012222949954
13077,"Coweta, GA",-0.0837563785024511
13079,"Crawford, GA",-0.09113122622623993
13081,"Crisp, GA",-0.09307546938358768
13083,"Dade, GA",-0.011547228794644648
13085,"Dawson, GA",-0.06367360644693221
13087,"Decatur, GA",0.27174431247892494
13089,"DeKalb, GA",-0.09999559976938599
13091,"Dodge, GA",-0.12027437344443126
13093,"Dooly, GA",-0.09195907101555512
13095,"Dougherty, GA",0.05369026351193962
13097,"Douglas, GA",-0.041001362258609175
13099,"Early, GA",0.19717975968675105
13101,"Echols, GA",-0.02123803177136152
13103,"Effingham, GA",-0.09778546043539671
13105,"Elbert, GA",-0.09951560649669411
13107,"Emanuel, GA",-0.09690527233422586
13109,"Evans, GA",-0.09406404061472129
13111,"Fannin, GA",-0.05565236204317825
13113,"Fayette, GA",-0.05832581969943973
13115,"Floyd, GA",-0.0477822854860791
13117,"Forsyth, GA",-0.07665809099092413
13119,"Franklin, GA",-0.08491098428853572
13121,"Fulton, GA",-0.09819292392695012
13123,"Gilmer, GA",-0.015435680404974672
13125,"Glascock, GA",-0.055211135010374335
13127,"Glynn, GA",0.0305609232076276
13129,"Gordon, GA",-0.06103484054403452
13131,"Grady, GA",0.08657538478357107
13133,"Greene, GA",-0.07760149257341309
13135,"Gwinnett, GA",-0.09283985711762244
13137,"Habersham, GA",-0.09849742293968
13139,"Hall, GA",-0.08128714860467479
13141,"Hancock, GA",-0.0830796477542054
13143,"Haralson, GA",-0.05554986128377204
13145,"Harris, GA",-0.08603503522284028
13147,"Hart, GA",-0.08134179652766227
13149,"Heard, GA",-0.04580547306338467
13151,"Henry, GA",-0.06967548614557395
13153,"Houston, GA",-0.10048052730447499
13155,"Irwin, GA",-0.0818238782770826
13157,"Jackson, GA",-0.07233676920895793
13159,"Jasper, GA",-0.08483712291798517
13161,"Jeff Davis, GA",-0.09354449078686422
13163,"Jefferson, GA",-0.06671984932568165
13165,"Jenkins, GA",-0.08268368242313606
13167,"Johnson, GA",-0.0743458316229002
13169,"Jones, GA",-0.08797260972443643
13171,"Lamar, GA",-0.07798415399746261
13173,"Lanier, GA",-0.08050885955470866
13175,"Laurens, GA",-0.11270243842799454
13177,"Lee, GA",-0.06291917720145546
13179,"Liberty, GA",-0.08661603240842808
13181,"Lincoln, GA",-0.07518848927591659
13183,"Long, GA",-0.05641271041077034
13185,"Lowndes, GA",-0.09620918218472263
13187,"Lumpkin, GA",-0.07694510280132749
13189,"McDuffie, GA",-0.07120772510480966
13191,"McIntosh, GA",0.3239768805302292
13193,"Macon, GA",-0.10385507043848696
13195,"Madison, GA",-0.07054352065783998
13197,"Marion, GA",-0.09704570459512385
13199,"Meriwether, GA",-0.07901812795288354
13201,"Miller, GA",0.2762272438668856
13205,"Mitchell, GA",0.10199609144551536
13207,"Monroe, GA",-0.08156882724210734
13209,"Montgomery, GA",-0.09370686416215557
13211,"Morgan, GA",-0.05303291424276291
13213,"Murray, GA",-0.0398152955960992
13215,"Muscogee, GA",-0.11446513349648424
13217,"Newton, GA",-0.06800801425666259
13219,"Oconee, GA",-0.0782397445834917
13221,"Oglethorpe, GA",-0.08168631536997817
13223,"Paulding, GA",-0.05951969809119173
13225,"Peach, GA",-0.0987210484339599
13227,"Pickens, GA",-0.04697098287717938
13229,"Pierce, GA",-0.04724785585101399
13231,"Pike, GA",-0.08443387611362185
13233,"Polk, GA",-0.033140487042331856
13235,"Pulaski, GA",-0.09552140883280436
13237,"Putnam, GA",-0.0731857015732228
13239,"Quitman, GA",-0.0618136085051717
13241,"Rabun, GA",-0.05714143105554326
13243,"Randolph, GA",-0.0820737791584315
13245,"Richmond, GA",-0.09764086518704262
13247,"Rockdale, GA",-0.05890125084506137
13249,"Schley, GA",-0.09462813468028697
13251,"Screven, GA",-0.08493527238936538
13253,"Seminole, GA",0.28591427050423923
13255,"Spalding, GA",-0.08102160175504303
13257,"Stephens, GA",-0.07289673457455403
13259,"Stewart, GA",-0.0853890253168178
13261,"Sumter, GA",-0.0855561276688489
13263,"Talbot, GA",-0.08161160715163085
13265,"Taliaferro, GA",-0.06376888465193697
13267,"Tattnall, GA",-0.08845527930922992
13269,"Taylor, GA",-0.08369110206113539
13271,"Telfair, GA",-0.10619113050902118
13273,"Terrell, GA",-0.03451528620593902
13275,"Thomas, GA",-0.07668465396392132
13277,"Tift, GA",-0.10167640424578472
13279,"Toombs, GA",-0.10131637619684764
13281,"Towns, GA",-0.057087992608378935
13283,"Treutlen, GA",-0.09172775369150199
13285,"Troup, GA",-0.04758540496592678
13287,"Turner, GA",-0.06963082532191855
13289,"Twiggs, GA",-0.08887590913669996
13291,"Union, GA",-0.06799823005472116
13293,"Upson, GA",-0.10270460390557834
13295,"Walker, GA",-0.027300181420065184
13297,"Walton, GA",-0.06943179406403222
13299,"Ware, GA",-0.04751243498699942
13301,"Warren, GA",-0.07094523742798586
13303,"Washington, GA",-0.09267663394425496
13305,"Wayne, GA",-0.08936665710748748
13307,"Webster, GA",-0.07986865781664432
13309,"Wheeler, GA",-0.10413949036126913
13311,"White, GA",-0.06979664842076827
13313,"Whitfield, GA",-0.05979850462061331
13315,"Wilcox, GA",-0.09700443669291936
13317,"Wilkes, GA",-0.06916795924710506
13319,"Wilkinson, GA",-0.10852567322761131
13321,"Worth, GA",-0.009897462184957129
15001,"Hawaii, HI",-0.07381905758060037
15003,"Honolulu, HI",-0.12194233986062863
15007,"Kauai, HI",-0.10750782460950259
16001,"Ada, ID",-0.08766747394059249
16003,"Adams, ID",0.5069491626624958
16005,"Bannock, ID",-0.006493222508581087
16007,"Bear Lake, ID",-0.058950802987313256
16009,"Benewah, ID",-0.07936618296996067
16011,"Bingham, ID",-0.10929589252881289
16013,"Blaine, ID",-0.029476777286107425
16015,"Boise, ID",0.7556999650278735
16017,"Bonner, ID",-0.11138985417061376
16019,"Bonneville, ID",-0.11662245486951872
16021,"Boundary, ID",-0.08039461852093166
16023,"Butte, ID",-0.09303099146129368
16025,"Camas, ID",0.14275175553254926
16027,"Canyon, ID",-0.12404891370413251
16029,"Caribou, ID",-0.048023841032101555
16031,"Cassia, ID",-0.015994002161931364
16033,"Clark, ID",-0.008645481288209966
16035,"Clearwater, ID",-0.021134456590028328
16037,"Custer, ID",-0.03929758083206014
16039,"Elmore, ID",0.27997159387416803
16041,"Franklin, ID",-0.04174339122451398
16043,"Fremont (includes Yellowstone Park), ID",-0.11154160500021681
16045,"Gem, ID",0.09391246900852024
16047,"Gooding, ID",-0.0304766925729536
16049,"Idaho, ID",0.3301260995177251
16051,"Jefferson, ID",-0.11958551946589102
16053,"Jerome, ID",-0.09101672573323283
16055,"Kootenai, ID",-0.12587808599617212
16057,"Latah, ID",-0.11887576290820967
16059,"Lemhi, ID",0.11198698363207682
16061,"Lewis, ID",-0.08504815041302582
16063,"Lincoln, ID",0.16884696588405435
16065,"Madison, ID",-0.11854427913222032
16067,"Minidoka, ID",-0.10998203182471611
16069,"Nez Perce, ID",-0.11639599981070858
16071,"Oneida, ID",0.11645656355289113
16073,"Owyhee, ID",0.14910693632587568
16075,"Payette, ID",-0.09258220880993984
16077,"Power, ID",0.08737115874589763
16079,"Shoshone, ID",-0.0870165610839222
16081,"Teton, ID",-0.008154761814971878
16083,"Twin Falls, ID",-0.09716546401528947
16085,"Valley, ID",0.11634540343700639
16087,"Washington, ID",-0.007681458012675169
17001,"Adams, IL",-0.09580235055824382
17003,"Alexander, IL",0.05226378726067704
17005,"Bond, IL",-0.09332485524489254
17007,"Boone, IL",-0.09818590138033012
17009,"Brown, IL",-0.054079895037910664
17011,"Bureau, IL",-0.049804915648382186
17013,"Calhoun, IL",-0.058092833161639046
17015,"Carroll, IL",0.021814913860195517
17017,"Cass, IL",-0.01658523564576464
17019,"Champaign, IL",-0.06568731848666987
17021,"Christian, IL",-0.05409542689680613
17023,"Clark, IL",-0.05697887060214857
17025,"Clay, IL",-0.011503932527547334
17027,"Clinton, IL",-0.07498301077257763
17029,"Coles, IL",-0.042014089672784305
17031,"Cook, IL",-0.10659396389458697
17033,"Crawford, IL",-0.025620421520448855
17035,"Cumberland, IL",-0.05448609099172441
17037,"DeKalb, IL",-0.09045630774705282
17039,"De Witt, IL",-0.01630872580907261
17041,"Douglas, IL",-0.02697365611459901
17043,"DuPage, IL",-0.09649864278959142
17045,"Edgar, IL",-0.062276916603470234
17047,"Edwards, IL",-0.03889942894708209
17049,"Effingham, IL",-0.06701912693745171
17051,"Fayette, IL",-0.07560371546021938
17053,"Ford, IL",-0.051545616931355065
17055,"Franklin, IL",-0.026241923410451284
17057,"Fulton, IL",-0.02058951369780815
17059,"Gallatin, IL",0.021610232157537324
17061,"Greene, IL",-0.05855561741424886
17063,"Grundy, IL",-0.045339292514861795
17065,"Hamilton, IL",-0.03951401996108317
17067,"Hancock, IL",-0.04772074891127709
17069,"Hardin, IL",0.030728609040306942
17071,"Henderson, IL",0.03244643169374095
17073,"Henry, IL",-0.002892518821462353
17075,"Iroquois, IL",-0.06832341508541873
17077,"Jackson, IL",-0.057529212419050624
17079,"Jasper, IL",-0.02540152513038596
17081,"Jefferson, IL",-0.05231695914023582
17083,"Jersey, IL",-0.05880454590022732
17085,"Jo Daviess, IL",-0.037770224045848844
17087,"Johnson, IL",-0.019918681532543836
17089,"Kane, IL",-0.10345546286167007
17091,"Kankakee, IL",-0.09852309389384684
17093,"Kendall, IL",-0.09849464566284871
17095,"Knox, IL",-0.0203769349563242
17097,"Lake, IL",-0.11184304186515814
17099,"LaSalle, IL",-0.06575608970441504
17101,"Lawrence, IL",-0.036588688838573136
17103,"Lee, IL",-0.05907374136899024
17105,"Livingston, IL",-0.08999124205012143
17107,"Logan, IL",-0.016775491852874413
17109,"McDonough, IL",-0.08880694703852643
17111,"McHenry, IL",-0.10962627820011528
17113,"McLean, IL",-0.03890578764087538
