GeoFIPS,GeoName,burdens_housing
5039,"Dallas, AR",-0.0742308138968909
5041,"Desha, AR",0.015244953450626486
5043,"Drew, AR",0.06409318979955003
5045,"Faulkner, AR",0.1972021072373391
5047,"Franklin, AR",0.06229234567928765
5049,"Fulton, AR",0.04200883488388718
5051,"Garland, AR",0.05083473750653633
5053,"Grant, AR",-0.141626489807123
5055,"Greene, AR",-0.015212975031848375
5057,"Hempstead, AR",0.05158252623413606
5059,"Hot Spring, AR",-0.04481172694780888
5061,"Howard, AR",-0.006536308285531978
5063,"Independence, AR",-0.08238102924457236
5065,"Izard, AR",-0.03475080809389175
5067,"Jackson, AR",0.0998882701883399
5069,"Jefferson, AR",0.1354679567287762
5071,"Johnson, AR",-0.016457911529995983
5073,"Lafayette, AR",-0.008112919624211234
5075,"Lawrence, AR",-0.13840428516889713
5077,"Lee, AR",0.1441873905129356
5079,"Lincoln, AR",0.03844541759574893
5081,"Little River, AR",-0.16220519331627403
5083,"Logan, AR",-0.1225490849249593
5085,"Lonoke, AR",-0.005268576849228768
5087,"Madison, AR",-0.06861932005942528
5089,"Marion, AR",0.057217947699711
5091,"Miller, AR",0.11756784892122618
5093,"Mississippi, AR",0.14220082909867715
5095,"Monroe, AR",-0.00020715791322900579
5097,"Montgomery, AR",-0.178064542290285
5099,"Nevada, AR",0.058319798605121376
5101,"Newton, AR",0.004773388413101598
5103,"Ouachita, AR",0.0740430822688849
5105,"Perry, AR",-0.1967773567740535
5107,"Phillips, AR",0.2755937438296028
5109,"Pike, AR",-0.18839818423447907
5111,"Poinsett, AR",-0.04054056584067389
5113,"Polk, AR",0.011150314133845818
5115,"Pope, AR",0.07640375386131959
5117,"Prairie, AR",-0.18933823606363132
5119,"Pulaski, AR",0.23741957776728073
5121,"Randolph, AR",-0.002735829451432803
5123,"St. Francis, AR",0.21721169848173627
5125,"Saline, AR",-0.17228835333951098
5127,"Scott, AR",0.049000802700355006
5129,"Searcy, AR",0.03370394974382318
5131,"Sebastian, AR",0.09450302266465682
5133,"Sevier, AR",-0.15561261048362018
5135,"Sharp, AR",0.1289530765622906
5137,"Stone, AR",-0.05870644802474323
5139,"Union, AR",0.023310447086637653
5141,"Van Buren, AR",-0.013681146327862104
5143,"Washington, AR",0.1215714667039498
5145,"White, AR",0.030117778486426605
5147,"Woodruff, AR",0.14632036794900127
5149,"Yell, AR",-0.08997668474716014
6001,"Alameda, CA",0.19485727717374024
6003,"Alpine, CA",0.05707941162940022
6005,"Amador, CA",0.11769657344631512
6007,"Butte, CA",0.3172766950646053
6009,"Calaveras, CA",0.21901474191307124
6011,"Colusa, CA",0.09772644767931182
6013,"Contra Costa, CA",0.16742481231538386
6015,"Del Norte, CA",0.23518648902460804
6017,"El Dorado, CA",0.04690068137736714
6019,"Fresno, CA",0.3784099977541713
6021,"Glenn, CA",0.18702917104034023
6023,"Humboldt, CA",0.33170109995471875
6025,"Imperial, CA",0.41422176799899124
6027,"Inyo, CA",0.04968090401428071
6029,"Kern, CA",0.3176889246356487
6031,"Kings, CA",0.2533616023825376
6033,"Lake, CA",0.3298419461440263
6035,"Lassen, CA",-0.025513414932310186
6037,"Los Angeles, CA",0.5387663303253025
6039,"Madera, CA",0.2419584802395469
6041,"Marin, CA",0.2546464037971101
6043,"Mariposa, CA",0.02407819970063163
6045,"Mendocino, CA",0.2870709709174031
6047,"Merced, CA",0.3072858847023592
6049,"Modoc, CA",0.024188310489405174
6051,"Mono, CA",-0.19120039682965106
6053,"Monterey, CA",0.3116713009255627
6055,"Napa, CA",0.1573840801962949
6057,"Nevada, CA",0.14103866192418768
6059,"Orange, CA",0.38397928385520697
6061,"Placer, CA",0.04665761685655134
6063,"Plumas, CA",0.09077553587063214
6065,"Riverside, CA",0.23633665502873713
6067,"Sacramento, CA",0.3329877587401018
6069,"San Benito, CA",0.15619264346711503
6071,"San Bernardino, CA",0.29995568096880176
6073,"San Diego, CA",0.34538889049527577
6075,"San Francisco, CA",0.21447277162853884
6077,"San Joaquin, CA",0.2244753892877842
6079,"San Luis Obispo, CA",0.2888603524928559
6081,"San Mateo, CA",0.2261759434866737
6083,"Santa Barbara, CA",0.33914186372830346
6085,"Santa Clara, CA",0.1563088895886433
6087,"Santa Cruz, CA",0.38840926299117595
6089,"Shasta, CA",0.2491781418859953
6091,"Sierra, CA",0.1955145713468165
6093,"Siskiyou, CA",0.2540525854882012
6095,"Solano, CA",0.15196284071957855
6097,"Sonoma, CA",0.151179706688094
6099,"Stanislaus, CA",0.2539485353026043
6101,"Sutter, CA",0.12958368253143804
6103,"Tehama, CA",0.33486772332505677
6105,"Trinity, CA",0.27941862944260865
6107,"Tulare, CA",0.4244175036045519
6109,"Tuolumne, CA",0.13495278707851033
6111,"Ventura, CA",0.27077360041374643
6113,"Yolo, CA",0.3263755941477766
6115,"Yuba, CA",0.1821193562165504
8001,"Adams, CO*",0.24249798314720095
8003,"Alamosa, CO",0.35620630885842464
8005,"Arapahoe, CO",0.17111239586140425
8007,"Archuleta, CO",0.09842196413484805
8009,"Baca, CO",-0.013348884178666531
8011,"Bent, CO",0.29474686034302455
8013,"Boulder, CO*",0.22121542179437914
8015,"Chaffee, CO",0.030638154232772496
8017,"Cheyenne, CO",-0.2542350281908865
8019,"Clear Creek, CO",-0.13634645914787036
8021,"Conejos, CO",0.1056647056311315
8023,"Costilla, CO",0.3123483386391481
8025,"Crowley, CO",0.09211044919767497
8027,"Custer, CO",0.16140973171420425
8029,"Delta, CO",0.2566474727755357
8031,"Denver, CO",0.28419854775785924
8033,"Dolores, CO",-0.11845354709718647
8035,"Douglas, CO",-0.2484090158826604
8037,"Eagle, CO",0.047222226794633615
8039,"Elbert, CO",-0.08611033758559383
8041,"El Paso, CO",0.16444877934596303
8043,"Fremont, CO",0.09214631151236441
8045,"Garfield, CO",-0.05121019589208642
8047,"Gilpin, CO",-0.11845354709718647
8049,"Grand, CO",0.01903760334613569
8051,"Gunnison, CO",0.13375604949691455
8053,"Hinsdale, CO",0.12691495568542188
8055,"Huerfano, CO",0.13042690541065372
8057,"Jackson, CO",-0.350161307395778
8059,"Jefferson, CO*",0.047841731240591434
8061,"Kiowa, CO",-0.11845354709718647
8063,"Kit Carson, CO",-0.019628450600994163
8065,"Lake, CO",0.2046861974919152
8067,"La Plata, CO",0.03726929925376066
8069,"Larimer, CO",0.2270463591795302
8071,"Las Animas, CO",0.20616972168160275
8073,"Lincoln, CO",0.10691232658870353
8075,"Logan, CO",0.1303580561592692
8077,"Mesa, CO",0.1711320169386108
8079,"Mineral, CO",-0.2868827036387621
8081,"Moffat, CO",0.0776424487974412
8083,"Montezuma, CO",0.109526891020026
8085,"Montrose, CO",0.10545710564736499
8087,"Morgan, CO",0.0775836193078292
8089,"Otero, CO",0.2700077995742478
8091,"Ouray, CO",0.22915297985596284
8093,"Park, CO",0.2021279978696935
8095,"Phillips, CO",0.051593430825022324
8097,"Pitkin, CO",0.029592511872736704
8099,"Prowers, CO",0.2016174206270247
8101,"Pueblo, CO",0.2673842358137313
8103,"Rio Blanco, CO",-0.10747012731692651
8105,"Rio Grande, CO",0.19203230371383273
8107,"Routt, CO",0.006122045132223031
8109,"Saguache, CO",0.16590367071161705
8111,"San Juan, CO",-0.15303136995921596
8113,"San Miguel, CO",0.28666453852065144
8115,"Sedgwick, CO",0.05707941162940022
8117,"Summit, CO",0.10449475533766961
8119,"Teller, CO",0.05466919188258457
8121,"Washington, CO",-0.16193109986124954
8123,"Weld, CO*",-0.0060521005830559416
8125,"Yuma, CO",-0.06403737524729347
9001,"Fairfield, CT",0.24920756414873568
9003,"Hartford, CT",0.26262014945379875
9005,"Litchfield, CT",0.12262450388714807
9007,"Middlesex, CT",0.07293522917835649
9009,"New Haven, CT",0.3352916096298113
9011,"New London, CT",0.19999320966192946
9013,"Tolland, CT",0.18618935807880144
9015,"Windham, CT",0.2394313336127334
10001,"Kent, DE",0.12012590959663627
10003,"New Castle, DE",0.153809430866791
10005,"Sussex, DE",0.029043767215574556
11001,"District of Columbia, DC",0.22302308148215944
12001,"Alachua, FL",0.36642878587930316
12003,"Baker, FL",-0.21087271453468803
12005,"Bay, FL",0.113797292079308
12007,"Bradford, FL",0.07243923789112316
12009,"Brevard, FL",0.08209276951934386
12011,"Broward, FL",0.4143844138741237
12013,"Calhoun, FL",-0.024618693399451108
12015,"Charlotte, FL",0.03187377725392637
12017,"Citrus, FL",-0.018458757519472124
12019,"Clay, FL",0.013537912072036251
12021,"Collier, FL",0.15225305503983377
12023,"Columbia, FL",-0.00969732122983058
12027,"DeSoto, FL",0.1861360557179479
12029,"Dixie, FL",-0.19084475141255275
12031,"Duval, FL",0.2533244715848755
12033,"Escambia, FL",0.11455966083305236
12035,"Flagler, FL",0.06155212374136121
12037,"Franklin, FL",-0.15494173799052502
12039,"Gadsden, FL",0.036453123337522264
12041,"Gilchrist, FL",-0.10478354742806684
12043,"Glades, FL",-0.00020620918605573912
12045,"Gulf, FL",-0.08358603421931554
12047,"Hamilton, FL",0.184627572003063
12049,"Hardee, FL",0.053260375211782174
12051,"Hendry, FL",0.1328673694047633
12053,"Hernando, FL",0.10115929533092904
12055,"Highlands, FL",0.024203448905102842
12057,"Hillsborough, FL",0.17629060085214343
12059,"Holmes, FL",0.06560104008030909
12061,"Indian River, FL",0.10855102083630763
12063,"Jackson, FL",0.0012616940480221217
12065,"Jefferson, FL",0.09956956479880152
12067,"Lafayette, FL",-0.1625891374560885
12069,"Lake, FL",0.11323717482933282
12071,"Lee, FL",0.13499271465521678
12073,"Leon, FL",0.3640679046990978
12075,"Levy, FL",-0.00010769883053152185
12077,"Liberty, FL",-0.17826084446266544
12079,"Madison, FL",0.22879310185468538
12081,"Manatee, FL",0.12834529220345958
12083,"Marion, FL",-0.017805396055595724
12085,"Martin, FL",0.01715044235106622
12086,"Miami-Dade, FL",0.5805926859475847
12087,"Monroe, FL",0.31936968353215045
12089,"Nassau, FL",-0.015222429810560545
12091,"Okaloosa, FL",0.06998506953227013
12093,"Okeechobee, FL",0.01734334193033016
12095,"Orange, FL",0.29920639327518206
12097,"Osceola, FL",0.34801911972913957
12099,"Palm Beach, FL",0.305956349140901
12101,"Pasco, FL",0.06802081054034526
12103,"Pinellas, FL",0.19985446033126575
12105,"Polk, FL",0.06520073464836429
12107,"Putnam, FL",0.12691637530305955
12109,"St. Johns, FL",-0.11351250595967277
12111,"St. Lucie, FL",0.19845882673672155
12113,"Santa Rosa, FL",-0.037472370531432375
12115,"Sarasota, FL",0.0822618025565891
12117,"Seminole, FL",0.08366477869961608
12119,"Sumter, FL",-0.15320227585124124
12121,"Suwannee, FL",-0.028350618949976814
12123,"Taylor, FL",-0.10289208227549385
12125,"Union, FL",-0.09238316312882522
12127,"Volusia, FL",0.15581553635322454
12129,"Wakulla, FL",-0.10548789874667353
12131,"Walton, FL",-0.015475588321794964
12133,"Washington, FL",0.002615215356592371
13001,"Appling, GA",-0.1797779513981025
13003,"Atkinson, GA",-0.08421019584118217
13005,"Bacon, GA",0.029303315459889845
13007,"Baker, GA",-0.061835155771439276
13009,"Baldwin, GA",0.3435818293329591
13011,"Banks, GA",-0.09636447672513526
13013,"Barrow, GA",0.12512940340652356
13015,"Bartow, GA",0.1412799957124018
13017,"Ben Hill, GA",0.304579797347436
13019,"Berrien, GA",-0.001149637683882876
13021,"Bibb, GA",0.3254387675582322
13023,"Bleckley, GA",0.020818398635832347
13025,"Brantley, GA",0.09637185131256976
13027,"Brooks, GA",0.27481913019597837
13029,"Bryan, GA",0.12013322710877938
13031,"Bulloch, GA",0.29563073512234217
13033,"Burke, GA",0.08136621186304804
13035,"Butts, GA",0.14666122703304363
13037,"Calhoun, GA",0.0367392937446025
13039,"Camden, GA",0.07449651892085885
13043,"Candler, GA",0.34409844545266166
13045,"Carroll, GA",0.170932224039275
13047,"Catoosa, GA",-0.10834098436985318
13049,"Charlton, GA",-0.021929644467235887
13051,"Chatham, GA",0.20765984751496847
13053,"Chattahoochee, GA",0.2149586631448157
13055,"Chattooga, GA",-0.055442872556379585
13057,"Cherokee, GA",-0.09154678157335439
13059,"Clarke, GA",0.6286369168471606
13061,"Clay, GA",0.1955145713468165
13063,"Clayton, GA",0.4753994566859885
13065,"Clinch, GA",0.3530121306001519
13067,"Cobb, GA",0.05354952980401184
13069,"Coffee, GA",0.07418103217255867
13071,"Colquitt, GA",0.23975901610063333
13073,"Columbia, GA",-0.252577911845592
13075,"Cook, GA",0.17838570424159683
13077,"Coweta, GA",0.03096332696796944
13079,"Crawford, GA",-0.05043169228610933
13081,"Crisp, GA",0.1821676694318115
13083,"Dade, GA",-0.03568051941702266
13085,"Dawson, GA",-0.1300289161554795
13087,"Decatur, GA",0.13648776972298737
13089,"DeKalb, GA",0.3347519157014818
13091,"Dodge, GA",-0.09029890052950629
13093,"Dooly, GA",0.19066503158433323
13095,"Dougherty, GA",0.395942263617137
13097,"Douglas, GA",0.1477947233865089
13099,"Early, GA",0.1778508592664192
13101,"Echols, GA",0.11395520326991782
13103,"Effingham, GA",-0.0164794104511089
13105,"Elbert, GA",0.053828492430185504
13107,"Emanuel, GA",0.21116240760512017
13109,"Evans, GA",0.14728591348884557
13111,"Fannin, GA",-0.09347152849191231
13113,"Fayette, GA",-0.13738606024998468
13115,"Floyd, GA",0.12188324742825629
13117,"Forsyth, GA",-0.23253302353855143
13119,"Franklin, GA",0.07282489292135574
13121,"Fulton, GA",0.231099510142188
13123,"Gilmer, GA",-0.08649092270074787
13125,"Glascock, GA",-0.013319208950667183
13127,"Glynn, GA",0.04215585916495468
13129,"Gordon, GA",0.0882862825092201
13131,"Grady, GA",0.2125091577172804
13133,"Greene, GA",0.17674284840439225
13135,"Gwinnett, GA",0.20268646424278658
13137,"Habersham, GA",-0.03904071883589777
13139,"Hall, GA",0.08825363730904612
13141,"Hancock, GA",0.2969554373455885
13143,"Haralson, GA",0.032479290911125114
13145,"Harris, GA",-0.17905700550652448
13147,"Hart, GA",0.08835886209975641
13149,"Heard, GA",0.07694899948114764
13151,"Henry, GA",0.0889939084548872
13153,"Houston, GA",0.04516888691884624
13155,"Irwin, GA",0.05924939623304004
13157,"Jackson, GA",-0.10017517874440462
13159,"Jasper, GA",0.3098914955712706
13161,"Jeff Davis, GA",-0.06283571275603594
13163,"Jefferson, GA",0.20976511129160325
13165,"Jenkins, GA",0.1798944017457471
13167,"Johnson, GA",-0.022557382028727813
13169,"Jones, GA",-0.10658290121425473
13171,"Lamar, GA",0.22216733452293513
13173,"Lanier, GA",0.17782563487385472
13175,"Laurens, GA",0.15514223485085643
13177,"Lee, GA",-0.156300917624971
13179,"Liberty, GA",0.17313679412197835
13181,"Lincoln, GA",-0.006041470655324899
13183,"Long, GA",-0.05855608566849535
13185,"Lowndes, GA",0.18280733358792078
13187,"Lumpkin, GA",0.12316140947333687
13189,"McDuffie, GA",0.2988946650868569
13191,"McIntosh, GA",0.009452701827550092
13193,"Macon, GA",0.2230701096304244
13195,"Madison, GA",-0.11457842258248163
13197,"Marion, GA",-0.08358603421931554
13199,"Meriwether, GA",0.22072840952570116
13201,"Miller, GA",-0.038371178826317465
13205,"Mitchell, GA",0.2813383824084368
13207,"Monroe, GA",-0.055848370237871925
13209,"Montgomery, GA",-0.004658127947481661
13211,"Morgan, GA",-0.10470385927910009
13213,"Murray, GA",-0.09176184886931671
13215,"Muscogee, GA",0.2900892450277395
13217,"Newton, GA",0.26799607400559866
13219,"Oconee, GA",-0.29202859646293633
13221,"Oglethorpe, GA",-0.00625535849074188
13223,"Paulding, GA",0.09459930227303448
13225,"Peach, GA",0.220946993800202
13227,"Pickens, GA",0.024225031836264455
13229,"Pierce, GA",0.04831174933901061
13231,"Pike, GA",-0.0768763437624197
13233,"Polk, GA",0.14637948927603994
13235,"Pulaski, GA",0.08493941383963399
13237,"Putnam, GA",0.017190736406120566
13239,"Quitman, GA",0.41751606165772004
13241,"Rabun, GA",-0.023316691288691294
13243,"Randolph, GA",0.08545871907646352
13245,"Richmond, GA",0.3995391337892993
13247,"Rockdale, GA",0.27063025355972425
13249,"Schley, GA",0.048937446998116085
13251,"Screven, GA",0.053815480119209225
13253,"Seminole, GA",0.19357548537239455
13255,"Spalding, GA",0.4206913199655702
13257,"Stephens, GA",0.062329497597021
13259,"Stewart, GA",0.30523136828991304
13261,"Sumter, GA",0.2688784677674678
13263,"Talbot, GA",-0.022351087855023266
13265,"Taliaferro, GA",0.22915297985596284
13267,"Tattnall, GA",0.05740867820856321
13269,"Taylor, GA",0.1630496738020457
13271,"Telfair, GA",0.08942808450647677
13273,"Terrell, GA",0.1344812048363031
13275,"Thomas, GA",0.20355503507066852
13277,"Tift, GA",0.16056408480035245
13279,"Toombs, GA",0.12575171365776594
13281,"Towns, GA",0.031768442376004735
13283,"Treutlen, GA",0.060081444401955064
13285,"Troup, GA",0.23046594536297071
13287,"Turner, GA",0.38778628385145564
13289,"Twiggs, GA",0.0679027924361586
13291,"Union, GA",-0.1587009601632725
13293,"Upson, GA",0.11540785373132989
13295,"Walker, GA",0.07715096290019607
13297,"Walton, GA",0.1055000146026086
13299,"Ware, GA",0.05564280804315036
13301,"Warren, GA",0.21428533312588494
13303,"Washington, GA",0.10782906117073798
13305,"Wayne, GA",0.0013196676092790405
13307,"Webster, GA",0.07340975224604507
13309,"Wheeler, GA",0.09598203049180509
13311,"White, GA",-0.13711865771630394
13313,"Whitfield, GA",0.027993974087273443
13315,"Wilcox, GA",0.019576579288105522
13317,"Wilkes, GA",0.2303903144965911
13319,"Wilkinson, GA",-0.03297235622098127
13321,"Worth, GA",0.07308776918825055
15001,"Hawaii, HI",0.10778066086602545
15003,"Honolulu, HI",0.25567696631863
15007,"Kauai, HI",0.11206635861581282
16001,"Ada, ID",0.04864022793190981
16003,"Adams, ID",-0.07655432824543007
16005,"Bannock, ID",0.006209344297417152
16007,"Bear Lake, ID",-0.14284287742309354
16009,"Benewah, ID",-0.013319208950667183
16011,"Bingham, ID",-0.13338891250805018
16013,"Blaine, ID",0.07465475014703449
16015,"Boise, ID",-0.0485126445799946
16017,"Bonner, ID",0.04639540893269589
16019,"Bonneville, ID",-0.014364301942357605
16021,"Boundary, ID",-0.10908542864792758
16023,"Butte, ID",0.02190725726042264
16025,"Camas, ID",0.22915297985596284
16027,"Canyon, ID",0.15600464238515377
16029,"Caribou, ID",-0.18357868688063017
16031,"Cassia, ID",-0.12612381569851128
16033,"Clark, ID",0.05707941162940022
16035,"Clearwater, ID",-0.013806573573111214
16037,"Custer, ID",-0.1872384982085441
16039,"Elmore, ID",0.055143704313148634
16041,"Franklin, ID",-0.13948042273119077
16043,"Fremont (includes Yellowstone Park), ID",-0.02815168719260641
16045,"Gem, ID",0.1283827310007617
16047,"Gooding, ID",-0.1525498173342038
16049,"Idaho, ID",0.13674920352967646
16051,"Jefferson, ID",-0.21399742382609932
16053,"Jerome, ID",0.025376426822059095
16055,"Kootenai, ID",0.0823316655461035
16057,"Latah, ID",0.33165542231407596
16059,"Lemhi, ID",0.09186115279621787
16061,"Lewis, ID",0.01309773423518834
16063,"Lincoln, ID",-0.0485126445799946
16065,"Madison, ID",0.5934395267230999
16067,"Minidoka, ID",-0.09040152255507694
16069,"Nez Perce, ID",-0.03357926725724081
16071,"Oneida, ID",-0.0485126445799946
16073,"Owyhee, ID",0.07817746084379085
16075,"Payette, ID",-0.04228214468898128
16077,"Power, ID",-0.09928445151150533
16079,"Shoshone, ID",0.022845603460058372
16081,"Teton, ID",-0.15303136995921596
16083,"Twin Falls, ID",0.08151992177189138
16085,"Valley, ID",0.09388137587821888
16087,"Washington, ID",0.2368488587159221
17001,"Adams, IL",-0.08271512710731976
17003,"Alexander, IL",0.04287658897806024
17005,"Bond, IL",-0.10293284767281774
17007,"Boone, IL",-0.008066498683399925
17009,"Brown, IL",-0.34746279342201014
17011,"Bureau, IL",-0.10420610247008888
17013,"Calhoun, IL",0.06182564894084308
17015,"Carroll, IL",-0.0761207136845432
17017,"Cass, IL",-0.0774670245659399
17019,"Champaign, IL",0.40246917623733025
17021,"Christian, IL",-0.09655317899411953
17023,"Clark, IL",-0.15487415459482
17025,"Clay, IL",-0.164992172546076
17027,"Clinton, IL",-0.14442543236820748
17029,"Coles, IL",0.21778068563452613
17031,"Cook, IL",0.37941272880941357
17033,"Crawford, IL",-0.030214950476840752
17035,"Cumberland, IL",-0.2395990748070307
17037,"DeKalb, IL",0.2804439346146361
17039,"De Witt, IL",-0.15335312437237536
17041,"Douglas, IL",-0.04312707332971699
17043,"DuPage, IL",0.03592548474076307
17045,"Edgar, IL",-0.13029362978891845
17047,"Edwards, IL",-0.2415879032521019
17049,"Effingham, IL",-0.21079022117812496
17051,"Fayette, IL",-0.0829711557675642
17053,"Ford, IL",-0.04733656859441682
17055,"Franklin, IL",0.05916051491817331
17057,"Fulton, IL",-0.040851774477400404
17059,"Gallatin, IL",-0.21451608784103338
17061,"Greene, IL",-0.16688884226659517
17063,"Grundy, IL",-0.06026803448363549
17065,"Hamilton, IL",-0.2483694097168655
17067,"Hancock, IL",-0.1728568278525533
17069,"Hardin, IL",-0.17021660092960034
17071,"Henderson, IL",-0.267067772850867
17073,"Henry, IL",-0.1119810512082755
17075,"Iroquois, IL",0.0033149090302981854
17077,"Jackson, IL",0.39425177784628707
17079,"Jasper, IL",-0.11585312084458976
17081,"Jefferson, IL",0.041163542627975946
17083,"Jersey, IL",0.02343217017977617
17085,"Jo Daviess, IL",-0.1162952390404639
17087,"Johnson, IL",-0.13864338728377346
17089,"Kane, IL",0.162259078322317
17091,"Kankakee, IL",0.12194810387611943
17093,"Kendall, IL",-0.019580013369313032
17095,"Knox, IL",0.027889019232201884
17097,"Lake, IL",0.08117702876961475
17099,"LaSalle, IL",0.02510408077778803
17101,"Lawrence, IL",-0.10180003396457538
17103,"Lee, IL",-0.07750756688164595
17105,"Livingston, IL",0.013804074177943049
17107,"Logan, IL",-0.19721364923483486
17109,"McDonough, IL",0.19893071353269698
17111,"McHenry, IL",0.019136348675012238
17113,"McLean, IL",0.10473213364933187
17115,"Macon, IL",0.05227999816434048
17117,"Macoupin, IL",-0.06933615511104996
17119,"Madison, IL",0.08704688870728305
17121,"Marion, IL",-0.033157401607128434
