GeoFIPS,GeoName,diesel_matter_exposure
1091,"Marengo, AL",-0.07191560766192129
1093,"Marion, AL",-0.06340192279295298
1095,"Marshall, AL",0.010617829135428636
1097,"Mobile, AL",0.34599333360750517
1099,"Monroe, AL",-0.08634123841384966
1101,"Montgomery, AL",0.26845926852450686
1103,"Morgan, AL",0.1842219292741758
1105,"Perry, AL",-0.09042774973448453
1107,"Pickens, AL",-0.0820175624830054
1109,"Pike, AL",-0.05914830373399149
1111,"Randolph, AL",-0.05053779653143531
1113,"Russell, AL",0.12884725408390163
1115,"St. Clair, AL",0.1047367528829668
1117,"Shelby, AL",0.16167173242994481
1119,"Sumter, AL",-0.05733447102983624
1121,"Talladega, AL",0.026555789339048008
1123,"Tallapoosa, AL",-0.050256513400421254
1125,"Tuscaloosa, AL",0.23122844448120006
1127,"Walker, AL",0.03465263864084145
1129,"Washington, AL",-0.087019530253308
1131,"Wilcox, AL",-0.09276021120926248
1133,"Winston, AL",-0.07204133184242056
2013,"Aleutians East Borough, AK",-0.20868467227637022
2016,"Aleutians West Census Area, AK",0.017725442923172574
2020,"Anchorage Municipality, AK",0.5327423361265227
2050,"Bethel Census Area, AK",-0.20868467227637022
2060,"Bristol Bay Borough, AK",-0.20868467227637022
2068,"Denali Borough, AK",-0.20868467227637022
2070,"Dillingham Census Area, AK",-0.20868467227637022
2090,"Fairbanks North Star Borough, AK",-0.015873555995217004
2100,"Haines Borough, AK",-0.20868467227637022
2110,"Juneau City and Borough, AK",-0.11793953660668433
2122,"Kenai Peninsula Borough, AK",-0.15379612469407788
2130,"Ketchikan Gateway Borough, AK*",-0.08006429279661964
2150,"Kodiak Island Borough, AK",-0.14351600480539073
2164,"Lake and Peninsula Borough, AK",-0.20868467227637022
2170,"Matanuska-Susitna Borough, AK",-0.0022079755620029173
2180,"Nome Census Area, AK",-0.20868467227637022
2185,"North Slope Borough, AK",-0.20868467227637022
2188,"Northwest Arctic Borough, AK",-0.2016230257677345
2220,"Sitka City and Borough, AK",-0.16763803884581374
2240,"Southeast Fairbanks Census Area, AK",-0.20868467227637022
2290,"Yukon-Koyukuk Census Area, AK",-0.20868467227637022
4001,"Apache, AZ",-0.1790385428760366
4003,"Cochise, AZ",-0.11612112778494565
4005,"Coconino, AZ",-0.029523728504608715
4007,"Gila, AZ",-0.13727492407249897
4009,"Graham, AZ",-0.1350471101196855
4011,"Greenlee, AZ",-0.18003602576775113
4012,"La Paz, AZ",-0.10711645817243076
4013,"Maricopa, AZ",0.4739388151641404
4015,"Mohave, AZ",-0.07284026503046948
4017,"Navajo, AZ",-0.1381003673713438
4019,"Pima, AZ",0.22832816307304982
4021,"Pinal, AZ",0.0813949405564458
4023,"Santa Cruz, AZ",-0.12735081262972325
4025,"Yavapai, AZ",-0.06558650220751072
4027,"Yuma, AZ",0.1886365622235302
5001,"Arkansas, AR",-0.014649441099079064
5003,"Ashley, AR",-0.05108098083852486
5005,"Baxter, AR",-0.0371766591023488
5007,"Benton, AR",0.12687273314661884
5009,"Boone, AR",-0.04859542249093707
5011,"Bradley, AR",-0.08882563832368773
5013,"Calhoun, AR",-0.09042774973448453
5015,"Carroll, AR",-0.08874172820024862
5017,"Chicot, AR",-0.04775594279465134
5019,"Clark, AR",0.06781936434921287
5021,"Clay, AR",0.03550955620952756
5023,"Cleburne, AR",-0.06031724219497048
5025,"Cleveland, AR",-0.08030730526337915
5027,"Columbia, AR",-0.03070385802621589
5029,"Conway, AR",0.05671156999306337
5031,"Craighead, AR",0.1535546653168065
5033,"Crawford, AR",0.13335858446137827
5035,"Crittenden, AR",0.28944108073259645
5037,"Cross, AR",0.05060064166946221
5039,"Dallas, AR",-0.04813807337945952
5041,"Desha, AR",-0.040868971546009214
5043,"Drew, AR",-0.06514309750528136
5045,"Faulkner, AR",0.17430448014584887
5047,"Franklin, AR",-0.022720252777275962
5049,"Fulton, AR",-0.07569045615938275
5051,"Garland, AR",-0.009443103726094915
5053,"Grant, AR",-0.05901558909963356
5055,"Greene, AR",0.07107326652871504
5057,"Hempstead, AR",0.017228700824061693
5059,"Hot Spring, AR",0.011473824356194484
5061,"Howard, AR",-0.03722736492308576
5063,"Independence, AR",-0.04199393456425038
5065,"Izard, AR",-0.09042774973448486
5067,"Jackson, AR",0.033386529162919176
5069,"Jefferson, AR",0.06638241425951263
5071,"Johnson, AR",0.029195181817522453
5073,"Lafayette, AR",-0.06239818445560941
5075,"Lawrence, AR",0.04446984678788923
5077,"Lee, AR",-0.009435859327689755
5079,"Lincoln, AR",-0.04912819967256343
5081,"Little River, AR",-0.006830489202268919
5083,"Logan, AR",-0.07043843541369665
5085,"Lonoke, AR",0.06619924328059623
5087,"Madison, AR",-0.10306731273633485
5089,"Marion, AR",-0.09591106073997202
5091,"Miller, AR",0.14552923964613584
5093,"Mississippi, AR",0.08214705311952919
5095,"Monroe, AR",0.025918190434827793
5097,"Montgomery, AR",-0.10166557234071005
5099,"Nevada, AR",-0.025231529427361066
5101,"Newton, AR",-0.11587221451760532
5103,"Ouachita, AR",-0.027931923392633506
5105,"Perry, AR",-0.05949164465061907
5107,"Phillips, AR",-0.001530089908994836
5109,"Pike, AR",-0.07426511556347859
5111,"Poinsett, AR",0.05401065422004625
5113,"Polk, AR",-0.08357832174890467
5115,"Pope, AR",0.09254282860384477
5117,"Prairie, AR",0.0010791431690484465
5119,"Pulaski, AR",0.26981551231802947
5121,"Randolph, AR",-0.002421373384136838
5123,"St. Francis, AR",0.08104634789680198
5125,"Saline, AR",0.10466621423951805
5127,"Scott, AR",-0.09460732309703168
5129,"Searcy, AR",-0.10343885407259779
5131,"Sebastian, AR",0.15423858685454506
5133,"Sevier, AR",-0.036054536585629626
5135,"Sharp, AR",-0.05827506607847921
5137,"Stone, AR",-0.09555928019310056
5139,"Union, AR",-0.047008733494618316
5141,"Van Buren, AR",-0.08209872307326327
5143,"Washington, AR",0.13766570141982992
5145,"White, AR",0.028134883940414745
5147,"Woodruff, AR",0.006388082092956049
5149,"Yell, AR",-0.06154282700604663
6001,"Alameda, CA",0.3348382476170486
6003,"Alpine, CA",-0.19207699276522028
6005,"Amador, CA",-0.09685277939652193
6007,"Butte, CA",0.03910097678543556
6009,"Calaveras, CA",-0.10939327173361035
6011,"Colusa, CA",-0.07679951232799032
6013,"Contra Costa, CA",0.20087060507574317
6015,"Del Norte, CA",-0.17307760187408328
6017,"El Dorado, CA",-0.08710838607563864
6019,"Fresno, CA",0.42417362361758393
6021,"Glenn, CA",-0.011234782203014437
6023,"Humboldt, CA",-0.12001131311238
6025,"Imperial, CA",0.013699809765754578
6027,"Inyo, CA",-0.18343112049401844
6029,"Kern, CA",0.3561666122159346
6031,"Kings, CA",0.1869590789102773
6033,"Lake, CA",-0.16200119747444974
6035,"Lassen, CA",-0.17831355552266226
6037,"Los Angeles, CA",0.5066206247593972
6039,"Madera, CA",0.23612033663092413
6041,"Marin, CA",-0.04651392079093697
6043,"Mariposa, CA",-0.15313438587704242
6045,"Mendocino, CA",-0.15762488202876335
6047,"Merced, CA",0.30244440843265785
6049,"Modoc, CA",-0.17580853731400758
6051,"Mono, CA",-0.19921810164064047
6053,"Monterey, CA",-0.02072411426555354
6055,"Napa, CA",-0.0313870661578729
6057,"Nevada, CA",-0.09747707893612989
6059,"Orange, CA",0.41581397618425986
6061,"Placer, CA",0.14987658930493342
6063,"Plumas, CA",-0.1704596330669761
6065,"Riverside, CA",0.29899339405582803
6067,"Sacramento, CA",0.2617237793356926
6069,"San Benito, CA",-0.001524081234771102
6071,"San Bernardino, CA",0.4054500644551162
6073,"San Diego, CA",0.29470082855782187
6075,"San Francisco, CA",0.6910077401118282
6077,"San Joaquin, CA",0.34184739096356087
6079,"San Luis Obispo, CA",-0.078103512351265
6081,"San Mateo, CA",0.10733343356341707
6083,"Santa Barbara, CA",-0.008269278015173631
6085,"Santa Clara, CA",0.22233672249164838
6087,"Santa Cruz, CA",-0.014249044833145597
6089,"Shasta, CA",0.0010846939733142325
6091,"Sierra, CA",-0.17535856536925698
6093,"Siskiyou, CA",-0.1628966212619165
6095,"Solano, CA",0.11694279474525215
6097,"Sonoma, CA",-0.04038684069606502
6099,"Stanislaus, CA",0.32601746636956097
6101,"Sutter, CA",0.1797149132461351
6103,"Tehama, CA",-0.025972436326986204
6105,"Trinity, CA",-0.20005127356224772
6107,"Tulare, CA",0.3164103964427911
6109,"Tuolumne, CA",-0.1375507019237393
6111,"Ventura, CA",0.11776312828234703
6113,"Yolo, CA",0.1273675709645219
6115,"Yuba, CA",0.1292377750942253
8001,"Adams, CO*",0.43534547774741106
8003,"Alamosa, CO",-0.1408128988083287
8005,"Arapahoe, CO",0.3522393448846657
8007,"Archuleta, CO",-0.18481384960271363
8009,"Baca, CO",-0.16640082825441493
8011,"Bent, CO",-0.15853838490238836
8013,"Boulder, CO*",0.06721774555995563
8015,"Chaffee, CO",-0.1939389907468212
8017,"Cheyenne, CO",-0.17535856536925698
8019,"Clear Creek, CO",-0.16641583004850613
8021,"Conejos, CO",-0.19207699276522028
8023,"Costilla, CO",-0.19207699276522028
8025,"Crowley, CO",-0.17535856536925698
8027,"Custer, CO",-0.20868467227637022
8029,"Delta, CO",-0.17018398242652544
8031,"Denver, CO",0.6167381320504366
8033,"Dolores, CO",-0.19207699276522028
8035,"Douglas, CO",0.1317673637255936
8037,"Eagle, CO",-0.16956354695174036
8039,"Elbert, CO",-0.13707470178484815
8041,"El Paso, CO",0.08244768426308746
8043,"Fremont, CO",-0.16624268967365807
8045,"Garfield, CO",-0.16873812182020353
8047,"Gilpin, CO",-0.15853838490238836
8049,"Grand, CO",-0.1848293629527723
8051,"Gunnison, CO",-0.17890766704932537
8053,"Hinsdale, CO",-0.20868467227637022
8055,"Huerfano, CO",-0.17624981862505473
8057,"Jackson, CO",-0.19207699276522028
8059,"Jefferson, CO*",0.23056686757287648
8061,"Kiowa, CO",-0.17535856536925698
8063,"Kit Carson, CO",-0.16098594921270748
8065,"Lake, CO",-0.19659215819154874
8067,"La Plata, CO",-0.15327035377827736
8069,"Larimer, CO",0.0986622929148453
8071,"Las Animas, CO",-0.17961321085106352
8073,"Lincoln, CO",-0.16456380264516135
8075,"Logan, CO",-0.09577441955028809
8077,"Mesa, CO",-0.036561412704128826
8079,"Mineral, CO",-0.19207699276522028
8081,"Moffat, CO",-0.14163084521042402
8083,"Montezuma, CO",-0.16961034018606336
8085,"Montrose, CO",-0.14619329375891643
8087,"Morgan, CO",-0.04027822629128208
8089,"Otero, CO",-0.10954159009302411
8091,"Ouray, CO",-0.19207699276522028
8093,"Park, CO",-0.19478035434685803
8095,"Phillips, CO",-0.1465231572612078
8097,"Pitkin, CO",-0.19737672522595162
8099,"Prowers, CO",-0.11349048214461455
8101,"Pueblo, CO",0.00817643482150432
8103,"Rio Blanco, CO",-0.19207699276522028
8105,"Rio Grande, CO",-0.1743822586870336
8107,"Routt, CO",-0.17246470804999703
8109,"Saguache, CO",-0.19207699276522028
8111,"San Juan, CO",-0.20868467227637022
8113,"San Miguel, CO",-0.19614197777655118
8115,"Sedgwick, CO",-0.12462988645344919
8117,"Summit, CO",-0.19207699276522028
8119,"Teller, CO",-0.185097583163096
8121,"Washington, CO",-0.15853838490238836
8123,"Weld, CO*",0.18695338277051188
8125,"Yuma, CO",-0.15853838490238836
10001,"Kent, DE",0.07124058992029703
10003,"New Castle, DE",0.3135801960183202
10005,"Sussex, DE",0.012437258592124412
11001,"District of Columbia, DC",0.6071881626619893
12001,"Alachua, FL",0.25492532288298997
12003,"Baker, FL",0.12424752174189235
12005,"Bay, FL",0.06903042555773742
12007,"Bradford, FL",0.03679716809862943
12009,"Brevard, FL",0.11377753185693051
12011,"Broward, FL",0.5521896759222944
12013,"Calhoun, FL",-0.09042774973448453
12015,"Charlotte, FL",0.079906741662078
12017,"Citrus, FL",0.012662829388899288
12019,"Clay, FL",0.2058781470621358
12021,"Collier, FL",0.17637847129680728
12023,"Columbia, FL",0.0619497235561659
12027,"DeSoto, FL",0.03619196796541235
12029,"Dixie, FL",-0.0821694777841987
12031,"Duval, FL",0.41814467179294423
12033,"Escambia, FL",0.14396885274957794
12035,"Flagler, FL",0.0677049348532699
12037,"Franklin, FL",-0.1142354638582489
12039,"Gadsden, FL",0.018664121843765757
12041,"Gilchrist, FL",-0.048970696962181814
12043,"Glades, FL",-0.0605592935754804
12045,"Gulf, FL",-0.11844839946117225
12047,"Hamilton, FL",-0.017688852711342018
12049,"Hardee, FL",-0.02969426433514455
12051,"Hendry, FL",-0.001821589308937277
12053,"Hernando, FL",0.0875246606884621
12055,"Highlands, FL",-0.007863027034409331
12057,"Hillsborough, FL",0.40524459135961033
12059,"Holmes, FL",-0.048920460486333806
12061,"Indian River, FL",0.14772214369999492
12063,"Jackson, FL",-0.04442368760975546
12065,"Jefferson, FL",-0.02195396268428329
12067,"Lafayette, FL",-0.0783681334980364
12069,"Lake, FL",0.17608113221407562
12071,"Lee, FL",0.13844384272512755
12073,"Leon, FL",0.21509520543085614
12075,"Levy, FL",-0.046535545911255305
12077,"Liberty, FL",-0.1075606419014058
12079,"Madison, FL",0.008793493788863183
12081,"Manatee, FL",0.2967128169839246
12083,"Marion, FL",0.15896004463401758
12085,"Martin, FL",0.3209685407645697
12086,"Miami-Dade, FL",0.5999101653819112
12087,"Monroe, FL",-0.07958308105406031
12089,"Nassau, FL",0.09815459041896757
12091,"Okaloosa, FL",0.05809587223433699
12093,"Okeechobee, FL",0.024987272068466737
12095,"Orange, FL",0.5030934203427808
12097,"Osceola, FL",0.5670735997303091
12099,"Palm Beach, FL",0.39305435969379254
12101,"Pasco, FL",0.1797990891032526
12103,"Pinellas, FL",0.31373408762686683
12105,"Polk, FL",0.21296705968788454
12107,"Putnam, FL",0.008574834912616014
12109,"St. Johns, FL",0.21972673358449435
12111,"St. Lucie, FL",0.22313704924900768
12113,"Santa Rosa, FL",0.022904608190576603
12115,"Sarasota, FL",0.22068364595792267
12117,"Seminole, FL",0.39818735403321215
12119,"Sumter, FL",0.35800462446257164
12121,"Suwannee, FL",-0.022442964342645033
12123,"Taylor, FL",-0.07721710503748103
12125,"Union, FL",-0.008484499606802864
12127,"Volusia, FL",0.1896069458000591
12129,"Wakulla, FL",-0.05662839776751283
12131,"Walton, FL",-0.025440246852456383
12133,"Washington, FL",-0.0656209328945675
13001,"Appling, GA",-0.0715722178504209
13003,"Atkinson, GA",-0.09042774973448453
13005,"Bacon, GA",-0.07744517562819286
13007,"Baker, GA",-0.09668702046774114
13009,"Baldwin, GA",0.00022508232818951868
13011,"Banks, GA",0.04707658678694604
13013,"Barrow, GA",0.2116376578447381
13015,"Bartow, GA",0.24142835641120763
13017,"Ben Hill, GA",-0.02495724404192856
13019,"Berrien, GA",-0.0730542521543891
13021,"Bibb, GA",0.2726840412072249
13023,"Bleckley, GA",-0.05965602363524647
13025,"Brantley, GA",-0.07324116453928664
13027,"Brooks, GA",-0.05879309565263158
13029,"Bryan, GA",0.05678550717547992
13031,"Bulloch, GA",0.013621178500655251
13033,"Burke, GA",-0.06737336215649614
13035,"Butts, GA",0.12044715307235321
13037,"Calhoun, GA",-0.09887905445394729
13039,"Camden, GA",0.039848639103326366
13043,"Candler, GA",-0.06567147067406187
13045,"Carroll, GA",0.06684877367955533
13047,"Catoosa, GA",0.26198237596673635
13049,"Charlton, GA",-0.06894787249616874
13051,"Chatham, GA",0.3131969675974331
13053,"Chattahoochee, GA",-0.04434307302606966
13055,"Chattooga, GA",0.01056061836189226
13057,"Cherokee, GA",0.2751174760635
13059,"Clarke, GA",0.26171647043506363
13061,"Clay, GA",-0.09042774973448453
13063,"Clayton, GA",0.3308295641760115
13065,"Clinch, GA",-0.09042774973448453
13067,"Cobb, GA",0.5247909469824705
13069,"Coffee, GA",-0.0461356016390273
13071,"Colquitt, GA",-0.04588186204028699
13073,"Columbia, GA",0.16683541106384103
13075,"Cook, GA",-0.015838610445181645
13077,"Coweta, GA",0.10061909009844383
13079,"Crawford, GA",-0.043455023680071814
13081,"Crisp, GA",0.02759553269637216
13083,"Dade, GA",0.04419787920431251
13085,"Dawson, GA",0.03473472248029763
13087,"Decatur, GA",-0.05575044414482522
13089,"DeKalb, GA",0.5853448957479999
13091,"Dodge, GA",-0.08544081526785496
13093,"Dooly, GA",0.00569719875694541
13095,"Dougherty, GA",0.09285189845861619
13097,"Douglas, GA",0.21297725389385014
13099,"Early, GA",-0.09232961797232331
13101,"Echols, GA",-0.07966209710967731
13103,"Effingham, GA",0.024257019133755886
13105,"Elbert, GA",0.002089063704828309
13107,"Emanuel, GA",-0.08025496345763128
13109,"Evans, GA",-0.06658231940237136
13111,"Fannin, GA",-0.06591755877859184
13113,"Fayette, GA",0.13144908561149737
13115,"Floyd, GA",0.14844406814018352
13117,"Forsyth, GA",0.3034795972823705
13119,"Franklin, GA",0.06821419346150703
13121,"Fulton, GA",0.5675298294890068
13123,"Gilmer, GA",-0.05242998715678726
13125,"Glascock, GA",-0.07324116453928664
13127,"Glynn, GA",0.052161373994383586
13129,"Gordon, GA",0.19830369886433186
13131,"Grady, GA",-0.06877431014316948
13133,"Greene, GA",0.0027167109701571324
13135,"Gwinnett, GA",0.4538512247005393
13137,"Habersham, GA",-0.006025872131744436
13139,"Hall, GA",0.20438237365219414
13141,"Hancock, GA",-0.07324116453928664
13143,"Haralson, GA",0.025666946210606723
13145,"Harris, GA",-0.013750376024391886
13147,"Hart, GA",0.01832142770075884
13149,"Heard, GA",-0.036743622411262944
13151,"Henry, GA",0.24934754526934166
13153,"Houston, GA",0.15119037028337856
13155,"Irwin, GA",-0.07324116453928664
13157,"Jackson, GA",0.15472744952317097
13159,"Jasper, GA",-0.004160933393470012
13161,"Jeff Davis, GA",-0.08463695006234984
13163,"Jefferson, GA",-0.06283347472142087
13165,"Jenkins, GA",-0.07324116453928664
13167,"Johnson, GA",-0.08186803058841963
13169,"Jones, GA",0.03429470307774207
13171,"Lamar, GA",0.01252689896017678
13173,"Lanier, GA",-0.07660606567953576
13175,"Laurens, GA",-0.00698486072540494
13177,"Lee, GA",-0.014081832662668714
13179,"Liberty, GA",0.04272114131763294
13181,"Lincoln, GA",-0.05601096784551429
13183,"Long, GA",-0.06709358207363358
13185,"Lowndes, GA",0.11687940642627681
13187,"Lumpkin, GA",-0.04453712213225014
13189,"McDuffie, GA",0.008692405030128025
13191,"McIntosh, GA",-0.027133676933322026
13193,"Macon, GA",-0.03419263235899683
13195,"Madison, GA",0.04373904406260598
13197,"Marion, GA",-0.0816591293333434
13199,"Meriwether, GA",-0.02610132621345318
13201,"Miller, GA",-0.09526232703477422
13205,"Mitchell, GA",-0.08534506412300813
13207,"Monroe, GA",0.10185120206724951
13209,"Montgomery, GA",-0.08085758852548286
13211,"Morgan, GA",0.055793776687581564
13213,"Murray, GA",0.02392925064590501
13215,"Muscogee, GA",0.21428232051695062
13217,"Newton, GA",0.1924412931522217
13219,"Oconee, GA",0.12806461115591206
13221,"Oglethorpe, GA",0.0025001490119855863
13223,"Paulding, GA",0.17235770240793902
13225,"Peach, GA",0.06006814843532515
13227,"Pickens, GA",-0.0011939897177766223
13229,"Pierce, GA",-0.061948711643046384
13231,"Pike, GA",-0.011918231919078814
13233,"Polk, GA",0.032146377099670165
13235,"Pulaski, GA",-0.0532762431092475
13237,"Putnam, GA",-0.018307706102269727
13239,"Quitman, GA",-0.1075606419014058
13241,"Rabun, GA",-0.10575189027890963
13243,"Randolph, GA",-0.1075606419014058
13245,"Richmond, GA",0.23029465631559298
13247,"Rockdale, GA",0.3103881447891561
13249,"Schley, GA",-0.07324116453928664
13251,"Screven, GA",-0.08028799712912671
13253,"Seminole, GA",-0.07717592277614826
13255,"Spalding, GA",0.0976349416864084
13257,"Stephens, GA",0.02778278401989609
13259,"Stewart, GA",-0.10272600273416288
13261,"Sumter, GA",-0.033310435055076915
13263,"Talbot, GA",-0.04677224901056798
13265,"Taliaferro, GA",-0.03874734473087227
13267,"Tattnall, GA",-0.08346611997547826
13269,"Taylor, GA",-0.051096048271292216
13271,"Telfair, GA",-0.09520107626883034
13273,"Terrell, GA",-0.07648265827732947
13275,"Thomas, GA",-0.035769324704337246
13277,"Tift, GA",0.06910078111731432
13279,"Toombs, GA",-0.0528832697669992
13281,"Towns, GA",-0.10035452183111815
13283,"Treutlen, GA",-0.063894204202678
13285,"Troup, GA",0.08969433201987398
13287,"Turner, GA",-0.028390018156693397
13289,"Twiggs, GA",-0.013916462695153342
13291,"Union, GA",-0.08928245590519535
13293,"Upson, GA",-0.01645273450554452
13295,"Walker, GA",0.09845623963165462
13297,"Walton, GA",0.1605706276994041
13299,"Ware, GA",0.025452111731952387
13301,"Warren, GA",-0.0475212102672532
13303,"Washington, GA",-0.054283914838959446
13305,"Wayne, GA",-0.02300490491922913
13307,"Webster, GA",-0.1075606419014058
13309,"Wheeler, GA",-0.09042774973448453
13311,"White, GA",-0.046474344972346704
13313,"Whitfield, GA",0.2714520265146083
13315,"Wilcox, GA",-0.0808977541717526
13317,"Wilkes, GA",-0.052358658908952416
13319,"Wilkinson, GA",-0.038461630016292436
13321,"Worth, GA",-0.0729212077238447
15001,"Hawaii, HI",-0.17326103118992187
15003,"Honolulu, HI",0.05351744714847406
15007,"Kauai, HI",-0.17408472850720436
16001,"Ada, ID",0.22822767397448973
16003,"Adams, ID",-0.19207699276522028
16005,"Bannock, ID",0.0149644215787752
16007,"Bear Lake, ID",-0.15853838490238836
16009,"Benewah, ID",-0.1660622095831824
16011,"Bingham, ID",-0.09256207120715221
16013,"Blaine, ID",-0.19052573633167746
16015,"Boise, ID",-0.19207699276522028
16017,"Bonner, ID",-0.06353974310884225
16019,"Bonneville, ID",0.015260357807482361
16021,"Boundary, ID",-0.15594408229762102
16023,"Butte, ID",-0.19207699276522028
16025,"Camas, ID",-0.19207699276522028
16027,"Canyon, ID",0.1815313638580509
16029,"Caribou, ID",-0.1647595497396922
16031,"Cassia, ID",-0.08211187088608629
16033,"Clark, ID",-0.19207699276522028
16035,"Clearwater, ID",-0.1642335023997964
16037,"Custer, ID",-0.20868467227637022
16039,"Elmore, ID",-0.10613876726151328
16041,"Franklin, ID",-0.1585383849023887
16043,"Fremont (includes Yellowstone Park), ID",-0.1489392882006143
16045,"Gem, ID",-0.06110114777825537
16047,"Gooding, ID",-0.06426915453860405
16049,"Idaho, ID",-0.18716659736835994
16051,"Jefferson, ID",-0.07458845136417991
16053,"Jerome, ID",-0.031147191584336098
16055,"Kootenai, ID",0.09041129996775776
16057,"Latah, ID",-0.1567039440339728
16059,"Lemhi, ID",-0.20868467227637022
16061,"Lewis, ID",-0.17547217465396925
16063,"Lincoln, ID",-0.12462988645344919
16065,"Madison, ID",-0.03088433087313014
16067,"Minidoka, ID",-0.027371173457251485
16069,"Nez Perce, ID",-0.07889898192052058
16071,"Oneida, ID",-0.1585383849023887
16073,"Owyhee, ID",-0.13618772785425404
16075,"Payette, ID",0.0180682499927991
16077,"Power, ID",-0.14688013326410088
16079,"Shoshone, ID",-0.1635041609994451
16081,"Teton, ID",-0.17535856536925698
16083,"Twin Falls, ID",-0.01924899648725653
16085,"Valley, ID",-0.20112634223891346
16087,"Washington, ID",-0.148415061776055
17001,"Adams, IL",0.08827532897096968
17003,"Alexander, IL",0.06499481471247681
17005,"Bond, IL",0.09141813467381898
17007,"Boone, IL",0.07346011278919051
17009,"Brown, IL",-0.03874734473087227
17011,"Bureau, IL",0.05772244066231247
17013,"Calhoun, IL",0.04264919852178539
17015,"Carroll, IL",0.02011253751122366
17017,"Cass, IL",0.021650812402732367
17019,"Champaign, IL",0.16430679078626542
17021,"Christian, IL",0.01383462396411117
17023,"Clark, IL",0.034368378081327755
17025,"Clay, IL",-0.015152027846134897
17027,"Clinton, IL",0.030048665414451614
17029,"Coles, IL",0.04484353979271272
17031,"Cook, IL",0.6979570727400626
17033,"Crawford, IL",0.0055666210889833145
17035,"Cumberland, IL",0.00993205096285954
17037,"DeKalb, IL",0.12842992165046319
17039,"De Witt, IL",0.041472649129514094
17041,"Douglas, IL",0.02600369110751055
17043,"DuPage, IL",0.5103793660622777
17045,"Edgar, IL",0.017943116977149343
17047,"Edwards, IL",-0.0038044269786549068
17049,"Effingham, IL",0.06782685617064854
17051,"Fayette, IL",0.05132845419319443
17053,"Ford, IL",0.010546766770913152
17055,"Franklin, IL",0.053235461844357124
17057,"Fulton, IL",0.011790868735213289
17059,"Gallatin, IL",-0.03874734473087249
17061,"Greene, IL",0.008964866222612722
17063,"Grundy, IL",0.16829389578298404
17065,"Hamilton, IL",-0.020345755356654505
17067,"Hancock, IL",0.003957903833853971
17069,"Hardin, IL",-0.04738488605488067
17071,"Henderson, IL",0.02522498395844419
17073,"Henry, IL",0.030497541640949644
17075,"Iroquois, IL",0.02470307865132204
17077,"Jackson, IL",0.04625144211221377
17079,"Jasper, IL",0.0031180085507025446
17081,"Jefferson, IL",0.07257870184970194
17083,"Jersey, IL",0.06765177923405918
17085,"Jo Daviess, IL",0.008589178845895162
17087,"Johnson, IL",-0.02142733767124194
17089,"Kane, IL",0.31420975625704206
17091,"Kankakee, IL",0.1377844278960394
17093,"Kendall, IL",0.18193165706814685
17095,"Knox, IL",0.14865478292775314
17097,"Lake, IL",0.2898716945269415
17099,"LaSalle, IL",0.10533617049704547
17101,"Lawrence, IL",-0.0007290845372179833
17103,"Lee, IL",0.06011058486258558
17105,"Livingston, IL",0.03446500471588143
17107,"Logan, IL",0.036960058322238476
17109,"McDonough, IL",0.02190597901365332
17111,"McHenry, IL",0.16013497952093014
17113,"McLean, IL",0.17517399375823817
17115,"Macon, IL",0.16074483800160455
17117,"Macoupin, IL",0.02664363882418308
17119,"Madison, IL",0.21435348764755413
17121,"Marion, IL",0.071989527078548
17123,"Marshall, IL",0.027976699237609592
